og_coord,Path
"(1.627, 1.114)","[(2915, 1996), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.594, 1.152)","[(2857, 2065), (2856.0, 2080.0), (2872.0, 2656.0), (2896.0, 2664.0), (2928.0, 2680.0), (2944.0, 2696.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.694, 1.081)","[(3035, 1938), (3016.0, 2144.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.638, 1.1)","[(2936, 1971), (2920.0, 2176.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.654, 1.103)","[(2964, 1977), (2952.0, 2160.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.894, 1.226)","[(3395, 2198), (3632.0, 2200.0), (3648.0, 2216.0), (3664.0, 2232.0), (3672.0, 2256.0), (3688.0, 2272.0), (3704.0, 2288.0), (3720.0, 2304.0), (3736.0, 2320.0), (3760.0, 2328.0), (3776.0, 2344.0), (3808.0, 2360.0), (3824.0, 2376.0), (3872.0, 2392.0), (3888.0, 2408.0), (3904.0, 2424.0), (3920.0, 2440.0), (3936.0, 2456.0), (3952.0, 2472.0), (3968.0, 2488.0), (3984.0, 2504.0), (4000.0, 2520.0), (4000, 2528)]"
"(1.806, 1.021)","[(3237, 1829), (3224.0, 1952.0), (3200.0, 1960.0), (3168.0, 1976.0), (3152.0, 1992.0), (3136.0, 2008.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(2.106, 1.32)","[(3774, 2365), (3808.0, 2360.0), (3824.0, 2376.0), (3872.0, 2392.0), (3888.0, 2408.0), (3904.0, 2424.0), (3920.0, 2440.0), (3936.0, 2456.0), (3952.0, 2472.0), (3968.0, 2488.0), (3984.0, 2504.0), (4000.0, 2520.0), (4000, 2528)]"
"(2.106, 1.326)","[(3775, 2376), (3824.0, 2376.0), (3872.0, 2392.0), (3888.0, 2408.0), (3904.0, 2424.0), (3920.0, 2440.0), (3936.0, 2456.0), (3952.0, 2472.0), (3968.0, 2488.0), (3984.0, 2504.0), (4000.0, 2520.0), (4000, 2528)]"
"(1.849, 1.062)","[(3314, 1904), (3304.0, 1936.0), (3264.0, 1944.0), (3200.0, 1960.0), (3168.0, 1976.0), (3152.0, 1992.0), (3136.0, 2008.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.806, 1.033)","[(3236, 1852), (3224.0, 1952.0), (3200.0, 1960.0), (3168.0, 1976.0), (3152.0, 1992.0), (3136.0, 2008.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.994, 1.126)","[(3574, 2018), (3576.0, 2096.0), (3592.0, 2112.0), (3608.0, 2128.0), (3624.0, 2144.0), (3640.0, 2208.0), (3656.0, 2224.0), (3672.0, 2256.0), (3688.0, 2272.0), (3704.0, 2288.0), (3720.0, 2304.0), (3736.0, 2320.0), (3760.0, 2328.0), (3776.0, 2344.0), (3808.0, 2360.0), (3824.0, 2376.0), (3872.0, 2392.0), (3888.0, 2408.0), (3904.0, 2424.0), (3920.0, 2440.0), (3936.0, 2456.0), (3952.0, 2472.0), (3968.0, 2488.0), (3984.0, 2504.0), (4000.0, 2520.0), (4000, 2528)]"
"(1.973, 1.166)","[(3535, 2089), (3568.0, 2088.0), (3584.0, 2104.0), (3600.0, 2120.0), (3616.0, 2136.0), (3632.0, 2152.0), (3640.0, 2208.0), (3656.0, 2224.0), (3672.0, 2256.0), (3688.0, 2272.0), (3704.0, 2288.0), (3720.0, 2304.0), (3736.0, 2320.0), (3760.0, 2328.0), (3776.0, 2344.0), (3808.0, 2360.0), (3824.0, 2376.0), (3872.0, 2392.0), (3888.0, 2408.0), (3904.0, 2424.0), (3920.0, 2440.0), (3936.0, 2456.0), (3952.0, 2472.0), (3968.0, 2488.0), (3984.0, 2504.0), (4000.0, 2520.0), (4000, 2528)]"
"(1.876, 1.057)","[(3362, 1894), (3352.0, 1904.0), (3336.0, 1920.0), (3312.0, 1928.0), (3264.0, 1944.0), (3200.0, 1960.0), (3168.0, 1976.0), (3152.0, 1992.0), (3136.0, 2008.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.771, 1.037)","[(3173, 1859), (3160.0, 1984.0), (3144.0, 2000.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.977, 1.127)","[(3543, 2019), (3544.0, 2064.0), (3560.0, 2080.0), (3576.0, 2096.0), (3592.0, 2112.0), (3608.0, 2128.0), (3624.0, 2144.0), (3640.0, 2208.0), (3656.0, 2224.0), (3672.0, 2256.0), (3688.0, 2272.0), (3704.0, 2288.0), (3720.0, 2304.0), (3736.0, 2320.0), (3760.0, 2328.0), (3776.0, 2344.0), (3808.0, 2360.0), (3824.0, 2376.0), (3872.0, 2392.0), (3888.0, 2408.0), (3904.0, 2424.0), (3920.0, 2440.0), (3936.0, 2456.0), (3952.0, 2472.0), (3968.0, 2488.0), (3984.0, 2504.0), (4000.0, 2520.0), (4000, 2528)]"
"(1.791, 1.046)","[(3210, 1874), (3192.0, 1968.0), (3168.0, 1976.0), (3152.0, 1992.0), (3136.0, 2008.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.752, 1.087)","[(3139, 1948), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.745, 1.062)","[(3127, 1903), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.755, 1.1)","[(3146, 1972), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.788, 1.084)","[(3205, 1942), (3192.0, 1968.0), (3168.0, 1976.0), (3152.0, 1992.0), (3136.0, 2008.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.783, 1.088)","[(3195, 1949), (3176.0, 1968.0), (3160.0, 1984.0), (3144.0, 2000.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.776, 1.095)","[(3183, 1963), (3160.0, 1984.0), (3144.0, 2000.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.766, 1.099)","[(3164, 1969), (3144.0, 2000.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.473, 1.163)","[(2640, 2084), (2320.0, 2072.0), (2304.0, 2056.0), (2288.0, 2040.0), (2272.0, 2024.0), (2256.0, 2008.0), (2240.0, 1992.0), (2224.0, 1976.0), (2208.0, 1960.0), (2192.0, 1944.0), (2176.0, 1928.0), (2160.0, 1912.0), (2144.0, 1896.0), (2128.0, 1880.0), (2112.0, 1864.0), (2096.0, 1848.0), (2080.0, 1832.0), (2064.0, 1816.0), (2048.0, 1800.0), (2032.0, 1784.0), (2016.0, 1768.0), (2000.0, 1752.0), (1984.0, 1736.0), (1968.0, 1720.0), (1952.0, 1704.0), (1936.0, 1688.0), (1920.0, 1672.0), (1904.0, 1656.0), (1888.0, 1640.0), (1872.0, 1624.0), (1856.0, 1608.0), (1840.0, 1592.0), (1824.0, 1576.0), (1808.0, 1560.0), (1792.0, 1544.0), (1776.0, 1528.0), (1760.0, 1512.0), (1744.0, 1496.0), (1728.0, 1480.0), (1728, 1472)]"
"(1.479, 1.158)","[(2650, 2076), (2304.0, 2056.0), (2288.0, 2040.0), (2272.0, 2024.0), (2256.0, 2008.0), (2240.0, 1992.0), (2224.0, 1976.0), (2208.0, 1960.0), (2192.0, 1944.0), (2176.0, 1928.0), (2160.0, 1912.0), (2144.0, 1896.0), (2128.0, 1880.0), (2112.0, 1864.0), (2096.0, 1848.0), (2080.0, 1832.0), (2064.0, 1816.0), (2048.0, 1800.0), (2032.0, 1784.0), (2016.0, 1768.0), (2000.0, 1752.0), (1984.0, 1736.0), (1968.0, 1720.0), (1952.0, 1704.0), (1936.0, 1688.0), (1920.0, 1672.0), (1904.0, 1656.0), (1888.0, 1640.0), (1872.0, 1624.0), (1856.0, 1608.0), (1840.0, 1592.0), (1824.0, 1576.0), (1808.0, 1560.0), (1792.0, 1544.0), (1776.0, 1528.0), (1760.0, 1512.0), (1744.0, 1496.0), (1728.0, 1480.0), (1728, 1472)]"
"(1.629, 0.927)","[(2920, 1662), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.603, 0.994)","[(2872, 1782), (2872.0, 2656.0), (2896.0, 2664.0), (2928.0, 2680.0), (2944.0, 2696.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.596, 0.979)","[(2861, 1754), (2856.0, 2080.0), (2872.0, 2656.0), (2896.0, 2664.0), (2928.0, 2680.0), (2944.0, 2696.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.614, 0.975)","[(2893, 1748), (2888.0, 2656.0), (2904.0, 2672.0), (2928.0, 2680.0), (2944.0, 2696.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.633, 0.994)","[(2927, 1782), (2920.0, 2672.0), (2936.0, 2688.0), (2952.0, 2704.0), (2976.0, 2712.0), (2992.0, 2728.0), (3000.0, 3088.0), (3056.0, 3096.0), (3056, 3152)]"
"(1.404, 0.867)","[(2517, 1554), (2416.0, 1544.0), (2400.0, 1528.0), (2384.0, 1512.0), (2376.0, 1488.0), (2360.0, 1472.0), (2336.0, 1464.0), (2304.0, 1448.0), (2256.0, 1432.0), (2240.0, 1416.0), (2176.0, 1400.0), (1792.0, 1400.0), (1776.0, 1416.0), (1760.0, 1432.0), (1744.0, 1448.0), (1728.0, 1464.0), (1728, 1472)]"
"(1.384, 0.888)","[(2481, 1592), (2448.0, 1576.0), (2440.0, 1552.0), (2416.0, 1544.0), (2400.0, 1528.0), (2384.0, 1512.0), (2376.0, 1488.0), (2360.0, 1472.0), (2336.0, 1464.0), (2304.0, 1448.0), (2256.0, 1432.0), (2240.0, 1416.0), (2176.0, 1400.0), (1792.0, 1400.0), (1776.0, 1416.0), (1760.0, 1432.0), (1744.0, 1448.0), (1728.0, 1464.0), (1728, 1472)]"
"(1.421, 0.855)","[(2546, 1533), (2384.0, 1512.0), (2376.0, 1488.0), (2360.0, 1472.0), (2336.0, 1464.0), (2304.0, 1448.0), (2256.0, 1432.0), (2240.0, 1416.0), (2176.0, 1400.0), (1792.0, 1400.0), (1776.0, 1416.0), (1760.0, 1432.0), (1744.0, 1448.0), (1728.0, 1464.0), (1728, 1472)]"
"(1.283, 0.802)","[(2299, 1437), (2240.0, 1416.0), (2176.0, 1400.0), (1792.0, 1400.0), (1776.0, 1416.0), (1760.0, 1432.0), (1744.0, 1448.0), (1728.0, 1464.0), (1728, 1472)]"
"(1.397, 0.84)","[(2503, 1506), (2384.0, 1496.0), (2368.0, 1480.0), (2336.0, 1464.0), (2304.0, 1448.0), (2256.0, 1432.0), (2240.0, 1416.0), (2176.0, 1400.0), (1792.0, 1400.0), (1776.0, 1416.0), (1760.0, 1432.0), (1744.0, 1448.0), (1728.0, 1464.0), (1728, 1472)]"
"(0.096, 0.03)","[(172, 54), (168.0, 96.0), (272.0, 104.0), (320.0, 120.0), (368.0, 136.0), (400.0, 152.0), (432.0, 168.0), (464.0, 184.0), (472.0, 208.0), (496.0, 216.0), (512.0, 232.0), (528.0, 248.0), (560.0, 264.0), (576.0, 280.0), (592.0, 296.0), (608.0, 312.0), (624.0, 328.0), (640.0, 344.0), (648.0, 368.0), (664.0, 1376.0), (752.0, 1384.0), (768.0, 1400.0), (784.0, 1416.0), (792.0, 1568.0), (808.0, 1584.0), (824.0, 1600.0), (840.0, 1616.0), (856.0, 1632.0), (872.0, 1648.0), (896.0, 1656.0), (912.0, 1672.0), (920.0, 1696.0), (936.0, 1712.0), (944, 1728)]"
