og_centroid,closest_centroid,dist,cluster_id
"(1277.667, 9815.333)","(1242.667, 9972.667)",161.179,55
"(3583.0, 3829.0)","(3468.5, 3714.5)",161.927,41
"(4628.0, 1725.333)","(4514.0, 1841.0)",162.403,150
"(4514.0, 1841.0)","(4628.0, 1725.333)",162.403,110
"(2631.0, 5193.5)","(2791.0, 5225.0)",163.071,57
"(2791.0, 5225.0)","(2631.0, 5193.5)",163.071,36
"(3774.333, 2567.0)","(3760.5, 2733.0)",166.575,30
"(3622.0, 3634.0)","(3468.5, 3714.5)",173.328,19
"(1973.5, 6865.5)","(1842.25, 6743.0)",179.535,48
"(1842.25, 6743.0)","(1973.5, 6865.5)",179.535,74
"(1940.0, 6590.5)","(1842.25, 6743.0)",181.139,49
"(4597.8, 2114.6)","(4707.0, 2260.25)",182.04,4
"(4707.0, 2260.25)","(4597.8, 2114.6)",182.04,38
"(3437.5, 4850.0)","(3262.0, 4899.5)",182.347,170
"(3262.0, 4899.5)","(3437.5, 4850.0)",182.347,61
"(4816.333, 2101.667)","(4707.0, 2260.25)",192.62,39
"(2925.667, 3857.667)","(2961.0, 3667.667)",193.257,89
"(4381.5, 2104.5)","(4403.5, 2298.0)",194.747,26
"(4518.5, 2470.0)","(4505.5, 2275.0)",195.433,85
"(2592.5, 4718.0)","(2405.5, 4661.0)",195.494,180
"(2405.5, 4661.0)","(2592.5, 4718.0)",195.494,47
"(3222.5, 2500.5)","(3359.0, 2643.5)",197.69,6
"(3359.0, 2643.5)","(3222.5, 2500.5)",197.69,88
"(2492.0, 5336.333)","(2631.0, 5193.5)",199.305,70
"(4200.0, 2292.0)","(4403.5, 2298.0)",203.588,60
"(3857.0, 4783.5)","(3732.4, 4948.4)",206.681,40
"(3732.4, 4948.4)","(3857.0, 4783.5)",206.681,3
"(4344.5, 1706.0)","(4446.667, 1517.333)",214.553,1
"(4446.667, 1517.333)","(4344.5, 1706.0)",214.553,165
"(1271.0, 8572.429)","(1265.5, 8344.0)",228.495,10
"(3037.0, 4838.0)","(3262.0, 4899.5)",233.254,5
"(975.0, 9940.0)","(911.5, 9712.0)",236.678,11
"(1254.333, 9579.667)","(1277.667, 9815.333)",236.819,86
"(1105.0, 7719.5)","(1272.0, 7895.0)",242.259,21
"(3179.0, 3251.0)","(3058.0, 3487.5)",265.656,130
"(3994.0, 5878.5)","(3940.778, 5616.0)",267.841,87
"(3940.778, 5616.0)","(3994.0, 5878.5)",267.841,8
"(2762.5, 4077.0)","(3025.667, 4150.333)",273.193,12
"(3025.667, 4150.333)","(2762.5, 4077.0)",273.193,42
"(3347.0, 4018.0)","(3583.0, 3829.0)",302.352,84
"(4173.8, 1373.2)","(4446.667, 1517.333)",308.595,25
"(2673.5, 5590.0)","(2492.0, 5336.333)",311.912,51
"(789.0, 7729.0)","(1105.0, 7719.5)",316.143,13
"(3810.0, 5256.667)","(3732.4, 4948.4)",317.884,75
"(3472.6, 5334.6)","(3810.0, 5256.667)",346.284,45
"(578.667, 8904.667)","(850.0, 9128.0)",351.425,28
"(4033.5, 1046.0)","(4173.8, 1373.2)",356.011,81
"(436.0, 7838.0)","(789.0, 7729.0)",369.446,83
"(3903.167, 4015.833)","(3583.0, 3829.0)",370.693,9
"(3545.333, 4348.0)","(3347.0, 4018.0)",385.014,56
"(5189.5, 1789.0)","(4816.333, 2101.667)",486.841,22
"(1873.0, 7422.5)","(1973.5, 6865.5)",565.994,58
"(5188.667, 2579.667)","(4707.0, 2260.25)",577.953,44
"(2015.0, 5721.333)","(2492.0, 5336.333)",612.988,114
"(1839.5, 9195.0)","(1254.333, 9579.667)",700.277,54
