cluster_id,cluster_size,cluster_area
298,1,0.0017
299,1,0.0017
300,1,0.0017
301,1,0.0017
302,1,0.0017
303,1,0.0017
304,1,0.0017
305,1,0.0017
306,1,0.0017
307,1,0.0017
308,1,0.0017
309,1,0.0017
310,1,0.0017
311,1,0.0017
312,1,0.0017
313,1,0.0017
314,1,0.0017
315,1,0.0017
316,1,0.0017
317,1,0.0017
318,1,0.0017
319,1,0.0017
320,1,0.0017
321,1,0.0017
322,1,0.0017
323,1,0.0017
324,1,0.0017
325,1,0.0017
326,1,0.0017
327,1,0.0017
328,1,0.0017
329,1,0.0017
330,1,0.0017
331,1,0.0017
332,1,0.0017
333,1,0.0017
334,1,0.0017
335,1,0.0017
336,1,0.0017
337,1,0.0017
338,1,0.0017
339,1,0.0017
340,1,0.0017
341,1,0.0017
342,1,0.0017
343,1,0.0017
344,1,0.0017
345,1,0.0017
346,1,0.0017
347,1,0.0017
348,1,0.0017
349,1,0.0017
350,1,0.0017
351,1,0.0017
352,1,0.0017
353,1,0.0017
354,1,0.0017
355,1,0.0017
356,1,0.0017
357,1,0.0017
358,1,0.0017
359,1,0.0017
360,1,0.0017
361,1,0.0017
362,1,0.0017
363,1,0.0017
364,1,0.0017
365,1,0.0017
366,1,0.0017
367,1,0.0017
368,1,0.0017
369,1,0.0017
370,1,0.0017
371,1,0.0017
372,1,0.0017
373,1,0.0017
374,1,0.0017
375,1,0.0017
376,1,0.0017
377,1,0.0017
378,1,0.0017
379,1,0.0017
380,1,0.0017
381,1,0.0017
382,1,0.0017
383,1,0.0017
384,1,0.0017
385,1,0.0017
386,1,0.0017
387,1,0.0017
388,1,0.0017
389,1,0.0017
390,1,0.0017
391,1,0.0017
392,1,0.0017
393,1,0.0017
394,1,0.0017
395,1,0.0017
396,1,0.0017
397,1,0.0017
398,1,0.0017
399,1,0.0017
400,1,0.0017
401,1,0.0017
402,1,0.0017
403,1,0.0017
404,1,0.0017
405,2,0.0044
406,2,0.0039
407,1,0.0017
408,1,0.0017
409,1,0.0017
410,1,0.0017
411,1,0.0017
412,1,0.0017
413,1,0.0017
414,1,0.0017
415,1,0.0017
416,1,0.0017
417,1,0.0017
418,1,0.0017
419,1,0.0017
420,1,0.0017
421,1,0.0017
422,1,0.0017
423,1,0.0017
424,1,0.0017
425,1,0.0017
426,1,0.0017
427,1,0.0017
428,1,0.0017
429,1,0.0017
430,1,0.0017
431,1,0.0017
432,1,0.0017
433,1,0.0017
434,1,0.0017
435,1,0.0017
436,1,0.0017
437,1,0.0017
438,1,0.0017
439,1,0.0017
440,1,0.0017
441,1,0.0017
442,1,0.0017
443,1,0.0017
444,1,0.0017
445,1,0.0017
446,1,0.0017
447,1,0.0017
448,1,0.0017
449,1,0.0017
450,1,0.0017
451,1,0.0017
452,1,0.0017
453,1,0.0017
454,1,0.0017
455,1,0.0017
456,1,0.0017
457,1,0.0017
458,1,0.0017
459,1,0.0017
460,1,0.0017
461,1,0.0017
462,1,0.0017
463,1,0.0017
464,1,0.0017
465,1,0.0017
466,1,0.0017
467,1,0.0017
468,1,0.0017
469,1,0.0017
470,1,0.0017
471,1,0.0017
472,1,0.0017
473,1,0.0017
474,1,0.0017
475,1,0.0017
476,1,0.0017
477,1,0.0017
478,1,0.0017
479,1,0.0017
480,1,0.0017
481,1,0.0017
482,3,0.0092
483,1,0.0017
484,1,0.0017
485,1,0.0017
486,1,0.0017
487,1,0.0017
488,1,0.0017
489,1,0.0017
490,1,0.0017
491,1,0.0017
492,1,0.0017
493,1,0.0017
494,1,0.0017
495,1,0.0017
496,1,0.0017
497,1,0.0017
498,1,0.0017
499,1,0.0017
500,1,0.0017
501,1,0.0017
502,1,0.0017
503,1,0.0017
504,1,0.0017
505,1,0.0017
506,1,0.0017
507,1,0.0017
508,1,0.0017
509,1,0.0017
510,1,0.0017
511,1,0.0017
512,1,0.0017
513,1,0.0017
514,1,0.0017
515,1,0.0017
516,1,0.0017
