X,Y,cluster_id,avg,avg_no_1s
1616.0,4871.0,118,0.0,0.0
3609.0,2000.0,119,0.0,0.0
5473.0,759.0,120,0.0,0.0
5455.0,740.0,120,0.0,0.0
807.0,5822.0,121,0.0,0.0
3540.0,2026.0,122,0.0,0.0
3530.0,2079.0,122,0.0,0.0
3515.0,2053.0,122,0.0,0.0
5278.0,572.0,123,0.0,0.0
1222.0,5050.0,124,0.0,0.0
2462.0,2904.0,125,0.0,0.0
2462.0,2910.0,125,0.0,0.0
3022.0,1960.0,126,0.0,0.0
858.0,4879.0,127,0.0,0.0
2220.0,2902.0,128,0.0,0.0
2332.0,2577.0,129,0.0,0.0
2127.0,3015.0,130,0.0,0.0
3540.0,1702.0,131,0.0,0.0
2330.0,2910.0,132,0.0,0.0
4443.0,1376.0,133,0.0,0.0
895.0,5380.0,134,0.0,0.0
1073.0,5023.0,135,0.0,0.0
1032.0,5008.0,135,0.0,0.0
1343.0,4141.0,136,0.0,0.0
5637.0,814.0,137,0.0,0.0
998.0,4332.0,138,0.0,0.0
1789.0,3928.0,139,0.0,0.0
2781.0,1986.0,140,0.0,0.0
2259.0,3081.0,141,0.0,0.0
3588.0,1655.0,142,0.0,0.0
5785.0,425.0,143,0.0,0.0
1377.0,3968.0,144,0.0,0.0
3044.0,2752.0,145,0.0,0.0
3023.0,2785.0,145,0.0,0.0
3019.0,2789.0,145,0.0,0.0
3938.0,1479.0,146,0.0,0.0
3971.0,1459.0,146,0.0,0.0
596.0,6509.0,147,0.0,0.0
2854.0,1794.0,148,0.0,0.0
2027.0,3280.0,149,0.0,0.0
5492.0,1312.0,150,0.0,0.0
5509.0,627.0,151,0.0,0.0
3106.0,1739.0,152,0.0,0.0
5103.0,491.0,153,0.0,0.0
2278.0,2938.0,154,0.0,0.0
3246.0,1808.0,155,0.0,0.0
4873.0,501.0,156,0.0,0.0
1123.0,4628.0,157,0.0,0.0
938.0,6026.0,158,0.0,0.0
867.0,6186.0,159,0.0,0.0
5525.0,709.0,160,0.0,0.0
762.0,5856.0,161,0.0,0.0
2024.0,2779.0,162,0.0,0.0
3682.0,1774.0,163,0.0,0.0
5573.0,739.0,164,0.0,0.0
1578.0,3609.0,165,0.0,0.0
1094.0,4339.0,166,0.0,0.0
1509.0,4910.0,167,0.0,0.0
942.0,5936.0,168,0.0,0.0
1166.0,5035.0,169,0.0,0.0
4384.0,1026.0,170,0.0,0.0
4666.0,637.0,171,0.0,0.0
633.0,6085.0,172,0.0,0.0
6171.0,803.0,173,0.0,0.0
6157.0,789.0,173,0.0,0.0
2956.0,2049.0,174,0.0,0.0
5517.0,1151.0,175,0.0,0.0
678.0,6160.0,176,0.0,0.0
5507.0,549.0,177,0.0,0.0
3131.0,1452.0,178,0.0,0.0
4854.0,901.0,179,0.0,0.0
5190.0,799.0,180,0.0,0.0
4503.0,946.0,181,0.0,0.0
4131.0,1476.0,182,0.0,0.0
1860.0,3747.0,183,0.0,0.0
3193.0,1393.0,184,0.0,0.0
4610.0,330.0,185,0.0,0.0
4764.0,393.0,186,0.0,0.0
2899.0,2474.0,187,0.0,0.0
3687.0,1840.0,188,0.0,0.0
4276.0,1757.0,189,0.0,0.0
3418.0,1675.0,190,0.0,0.0
2767.0,2833.0,191,0.0,0.0
2419.0,2631.0,192,0.0,0.0
1382.0,3611.0,193,0.0,0.0
1423.0,4681.0,194,0.0,0.0
3418.0,1758.0,195,0.0,0.0
1577.0,3448.0,196,0.0,0.0
5654.0,1024.0,197,0.0,0.0
5918.0,979.0,198,0.0,0.0
2937.0,2893.0,199,0.0,0.0
1920.0,3334.0,200,0.0,0.0
1037.0,6080.0,201,0.0,0.0
2852.0,1917.0,202,0.0,0.0
1260.0,4177.0,203,0.0,0.0
2607.0,2387.0,204,0.0,0.0
2897.0,2711.0,205,0.0,0.0
5891.0,497.0,206,0.0,0.0
1594.0,3256.0,207,0.0,0.0
5456.0,488.0,208,0.0,0.0
3602.0,1544.0,209,0.0,0.0
5627.0,749.0,210,0.0,0.0
4147.0,1770.0,211,0.0,0.0
3384.0,1500.0,212,0.0,0.0
5448.0,633.0,213,0.0,0.0
1234.0,3832.0,214,0.0,0.0
5560.0,1400.0,215,0.0,0.0
5124.0,566.0,216,0.0,0.0
1750.0,3623.0,217,0.0,0.0
1982.0,3339.0,218,0.0,0.0
1631.0,4031.0,219,0.0,0.0
1236.0,3677.0,220,0.0,0.0
4651.0,842.0,221,0.0,0.0
1075.0,4452.0,222,0.0,0.0
2922.0,3085.0,223,0.0,0.0
6018.0,568.0,224,0.0,0.0
5117.0,823.0,225,0.0,0.0
2993.0,2558.0,226,0.0,0.0
1137.0,4496.0,227,0.0,0.0
1345.0,3850.0,228,0.0,0.0
951.0,5261.0,229,0.0,0.0
5916.0,897.0,230,0.0,0.0
1619.0,4627.0,231,0.0,0.0
1396.0,4208.0,232,0.0,0.0
3120.0,2265.0,233,0.0,0.0
2251.0,2762.0,234,0.0,0.0
2855.0,2084.0,235,0.0,0.0
3253.0,2293.0,236,0.0,0.0
450.0,6392.0,237,0.0,0.0
3935.0,1326.0,238,0.0,0.0
3218.0,2221.0,239,0.0,0.0
3296.0,1282.0,240,0.0,0.0
3648.0,2155.0,241,0.0,0.0
5755.0,873.0,242,0.0,0.0
5775.0,879.0,242,0.0,0.0
1537.0,4750.0,243,0.0,0.0
3879.0,1371.0,244,0.0,0.0
3320.0,1578.0,245,0.0,0.0
5854.0,932.0,246,0.0,0.0
463.0,6491.0,247,0.0,0.0
3503.0,2328.0,248,0.0,0.0
1041.0,5557.0,249,0.0,0.0
2197.0,3008.0,250,0.0,0.0
3647.0,1678.0,251,0.0,0.0
4556.0,900.0,252,0.0,0.0
1597.0,4385.0,253,0.0,0.0
940.0,4788.0,254,0.0,0.0
2528.0,1898.0,255,0.0,0.0
2374.0,3367.0,256,0.0,0.0
652.0,5779.0,257,0.0,0.0
1593.0,3154.0,258,0.0,0.0
5944.0,539.0,259,0.0,0.0
933.0,4046.0,260,0.0,0.0
1649.0,3295.0,261,0.0,0.0
4998.0,933.0,262,0.0,0.0
2726.0,3169.0,263,0.0,0.0
885.0,4636.0,264,0.0,0.0
5254.0,1122.0,265,0.0,0.0
1633.0,3759.0,266,0.0,0.0
5718.0,515.0,267,0.0,0.0
4825.0,420.0,268,0.0,0.0
1421.0,3850.0,269,0.0,0.0
3179.0,1730.0,270,0.0,0.0
2402.0,3019.0,271,0.0,0.0
1043.0,5662.0,272,0.0,0.0
4672.0,940.0,273,0.0,0.0
2729.0,2319.0,274,0.0,0.0
5144.0,1145.0,275,0.0,0.0
3737.0,1777.0,276,0.0,0.0
1382.0,4833.0,277,0.0,0.0
886.0,4163.0,278,0.0,0.0
1634.0,4160.0,279,0.0,0.0
840.0,6044.0,280,0.0,0.0
2699.0,2417.0,281,0.0,0.0
1821.0,3374.0,282,0.0,0.0
5078.0,955.0,283,0.0,0.0
5725.0,445.0,284,0.0,0.0
5628.0,1438.0,285,0.0,0.0
3323.0,1797.0,286,0.0,0.0
3281.0,1684.0,287,0.0,0.0
1056.0,4543.0,288,0.0,0.0
4443.0,270.0,289,0.0,0.0
1012.0,5246.0,290,0.0,0.0
2983.0,2654.0,291,0.0,0.0
1424.0,3927.0,292,0.0,0.0
1216.0,4118.0,293,0.0,0.0
1215.0,4134.0,293,0.0,0.0
1181.0,4148.0,293,0.0,0.0
5552.0,1299.0,294,0.0,0.0
1730.0,3745.0,295,0.0,0.0
1363.0,4665.0,296,0.0,0.0
1648.0,3514.0,297,0.0,0.0
2916.0,1791.0,298,0.0,0.0
2755.0,3087.0,299,0.0,0.0
1151.0,4269.0,300,0.0,0.0
1427.0,4791.0,301,0.0,0.0
6105.0,718.0,302,0.0,0.0
2018.0,3108.0,303,0.0,0.0
3131.0,1684.0,304,0.0,0.0
1854.0,2825.0,305,0.0,0.0
1656.0,3696.0,306,0.0,0.0
1687.0,2874.0,307,0.0,0.0
922.0,5327.0,308,0.0,0.0
4297.0,925.0,309,0.0,0.0
3034.0,2388.0,310,0.0,0.0
2179.0,2742.0,311,0.0,0.0
2336.0,3280.0,312,0.0,0.0
1289.0,4118.0,313,0.0,0.0
1080.0,3887.0,314,0.0,0.0
5187.0,1005.0,315,0.0,0.0
2681.0,2352.0,316,0.0,0.0
1098.0,4680.0,317,0.0,0.0
1154.0,4979.0,318,0.0,0.0
996.0,5094.0,319,0.0,0.0
3292.0,1845.0,320,0.0,0.0
3087.0,1826.0,321,0.0,0.0
5142.0,414.0,322,0.0,0.0
3117.0,1975.0,323,0.0,0.0
1287.0,3701.0,324,0.0,0.0
1026.0,3903.0,325,0.0,0.0
4874.0,1065.0,326,0.0,0.0
2129.0,3519.0,327,0.0,0.0
4819.0,1068.0,328,0.0,0.0
3275.0,2543.0,329,0.0,0.0
