og_coord,closest_coord,dist,avg_dist
"(1218.0, 963.0)","(1247.0, 935.0)",40.311,0.0
"(1247.0, 935.0)","(1218.0, 963.0)",40.311,0.0
"(816.0, 342.0)","(780.0, 361.0)",40.706,0.0
"(780.0, 361.0)","(816.0, 342.0)",40.706,0.0
"(1012.0, 1526.0)","(999.0, 1485.0)",43.012,0.0
"(999.0, 1485.0)","(1012.0, 1526.0)",43.012,0.0
"(2214.0, 1280.0)","(2174.0, 1297.0)",43.463,0.0
"(2174.0, 1297.0)","(2214.0, 1280.0)",43.463,0.0
"(2769.0, 2988.0)","(2729.0, 3006.0)",43.863,0.0
"(2729.0, 3006.0)","(2769.0, 2988.0)",43.863,0.0
"(1328.0, 1630.0)","(1307.0, 1669.0)",44.294,0.0
"(1307.0, 1669.0)","(1328.0, 1630.0)",44.294,0.0
"(2689.0, 2262.0)","(2660.0, 2296.0)",44.688,0.0
"(2660.0, 2296.0)","(2689.0, 2262.0)",44.688,0.0
"(2288.0, 2087.0)","(2311.0, 2126.0)",45.277,0.0
"(2311.0, 2126.0)","(2288.0, 2087.0)",45.277,0.0
"(2618.0, 2071.0)","(2573.0, 2065.0)",45.398,0.0
"(2573.0, 2065.0)","(2618.0, 2071.0)",45.398,0.0
"(2864.0, 2526.0)","(2886.0, 2486.0)",45.651,0.0
"(2886.0, 2486.0)","(2864.0, 2526.0)",45.651,0.0
"(2923.0, 2458.0)","(2886.0, 2486.0)",46.4,0.0
"(1517.0, 1517.0)","(1473.0, 1502.0)",46.487,0.0
"(3082.0, 2021.0)","(3097.0, 1977.0)",46.487,0.0
"(3097.0, 1977.0)","(3082.0, 2021.0)",46.487,0.0
"(3583.0, 2327.0)","(3558.0, 2367.0)",47.17,0.0
"(1155.0, 1533.0)","(1107.0, 1530.0)",48.094,0.0
"(1107.0, 1530.0)","(1155.0, 1533.0)",48.094,0.0
"(2952.0, 2584.0)","(2997.0, 2601.0)",48.104,0.0
"(3021.0, 1896.0)","(2973.0, 1892.0)",48.166,0.0
"(2519.0, 2001.0)","(2565.0, 2016.0)",48.384,0.0
"(2565.0, 2016.0)","(2519.0, 2001.0)",48.384,0.0
"(1459.0, 1139.0)","(1503.0, 1160.0)",48.754,0.0
"(1503.0, 1160.0)","(1459.0, 1139.0)",48.754,0.0
"(3431.0, 3203.0)","(3394.0, 3171.0)",48.918,0.0
"(3394.0, 3171.0)","(3431.0, 3203.0)",48.918,0.0
"(2537.0, 3127.0)","(2509.0, 3086.0)",49.649,0.0
"(3802.0, 3303.0)","(3844.0, 3330.0)",49.93,0.0
"(3844.0, 3330.0)","(3802.0, 3303.0)",49.93,0.0
"(3343.0, 2277.0)","(3293.0, 2279.0)",50.04,0.0
"(3293.0, 2279.0)","(3343.0, 2277.0)",50.04,0.0
"(2118.0, 1670.0)","(2164.0, 1650.0)",50.16,0.0
"(1162.0, 1990.0)","(1129.0, 1952.0)",50.329,0.0
"(2550.0, 3010.0)","(2531.0, 3057.0)",50.695,0.0
"(2973.0, 2467.0)","(2923.0, 2458.0)",50.804,0.0
"(3527.0, 3270.0)","(3486.0, 3239.0)",51.4,0.0
"(1294.0, 1561.0)","(1301.0, 1510.0)",51.478,0.0
"(2586.0, 2394.0)","(2576.0, 2343.0)",51.971,0.0
"(2576.0, 2343.0)","(2586.0, 2394.0)",51.971,0.0
"(811.0, 1136.0)","(811.0, 1083.0)",53.0,0.0
"(811.0, 1083.0)","(811.0, 1136.0)",53.0,0.0
"(1251.0, 546.0)","(1199.0, 535.0)",53.151,0.0
"(1995.0, 1154.0)","(1974.0, 1203.0)",53.31,0.0
"(1974.0, 1203.0)","(1995.0, 1154.0)",53.31,0.0
"(3665.0, 2540.0)","(3631.0, 2496.0)",55.606,0.0
"(1743.0, 924.0)","(1714.0, 973.0)",56.939,0.0
"(1714.0, 973.0)","(1743.0, 924.0)",56.939,0.0
"(2817.0, 2422.0)","(2873.0, 2410.0)",57.271,0.0
"(2689.0, 3227.0)","(2637.0, 3251.0)",57.271,0.0
"(2873.0, 2410.0)","(2817.0, 2422.0)",57.271,0.0
"(2637.0, 3251.0)","(2689.0, 3227.0)",57.271,0.0
"(2868.0, 1829.0)","(2918.0, 1801.0)",57.306,0.0
"(1023.0, 1982.0)","(1080.0, 1989.0)",57.428,0.0
"(1080.0, 1989.0)","(1023.0, 1982.0)",57.428,0.0
"(4013.0, 2409.0)","(4024.0, 2466.0)",58.052,0.0
"(4024.0, 2466.0)","(4013.0, 2409.0)",58.052,0.0
"(1831.0, 1193.0)","(1881.0, 1223.0)",58.31,0.0
"(3905.0, 2803.0)","(3885.0, 2748.0)",58.523,0.0
"(3885.0, 2748.0)","(3905.0, 2803.0)",58.523,0.0
"(3519.0, 2463.0)","(3508.0, 2521.0)",59.034,0.0
"(3366.0, 2554.0)","(3423.0, 2571.0)",59.481,0.0
"(3423.0, 2571.0)","(3366.0, 2554.0)",59.481,0.0
"(656.0, 990.0)","(625.0, 1041.0)",59.682,0.0
"(625.0, 1041.0)","(656.0, 990.0)",59.682,0.0
"(1327.0, 861.0)","(1283.0, 820.0)",60.141,0.0
"(1283.0, 820.0)","(1327.0, 861.0)",60.141,0.0
"(1960.0, 1105.0)","(1995.0, 1154.0)",60.216,0.0
"(1978.0, 1000.0)","(2021.0, 1043.0)",60.811,0.0
"(3331.0, 2337.0)","(3343.0, 2277.0)",61.188,0.0
"(3233.0, 2461.0)","(3172.0, 2466.0)",61.205,0.0
"(3865.0, 3093.0)","(3924.0, 3076.0)",61.4,0.0
"(3924.0, 3076.0)","(3865.0, 3093.0)",61.4,0.0
"(1105.0, 864.0)","(1127.0, 806.0)",62.032,0.0
"(1127.0, 806.0)","(1105.0, 864.0)",62.032,0.0
"(3347.0, 3130.0)","(3394.0, 3171.0)",62.37,0.0
"(1879.0, 1827.0)","(1854.0, 1769.0)",63.159,0.0
"(1854.0, 1769.0)","(1879.0, 1827.0)",63.159,0.0
"(1135.0, 1774.0)","(1071.0, 1784.0)",64.777,0.0
"(1071.0, 1784.0)","(1135.0, 1774.0)",64.777,0.0
"(2240.0, 1220.0)","(2214.0, 1280.0)",65.391,0.0
"(3224.0, 2394.0)","(3174.0, 2438.0)",66.603,0.0
"(1318.0, 927.0)","(1327.0, 861.0)",66.611,0.0
"(3904.0, 3148.0)","(3865.0, 3093.0)",67.424,0.0
"(3993.0, 3322.0)","(4011.0, 3387.0)",67.446,0.0
"(4011.0, 3387.0)","(3993.0, 3322.0)",67.446,0.0
"(1691.0, 881.0)","(1743.0, 924.0)",67.476,0.0
"(1652.0, 1263.0)","(1607.0, 1314.0)",68.015,0.0
"(1607.0, 1314.0)","(1652.0, 1263.0)",68.015,0.0
"(3657.0, 2754.0)","(3713.0, 2796.0)",70.0,0.0
"(3713.0, 2796.0)","(3657.0, 2754.0)",70.0,0.0
"(1220.0, 851.0)","(1283.0, 820.0)",70.214,0.0
"(2599.0, 2261.0)","(2660.0, 2296.0)",70.328,0.0
"(1536.0, 1309.0)","(1607.0, 1314.0)",71.176,0.0
"(960.0, 775.0)","(913.0, 829.0)",71.589,0.0
"(913.0, 829.0)","(960.0, 775.0)",71.589,0.0
"(1855.0, 1423.0)","(1923.0, 1446.0)",71.784,0.0
"(1923.0, 1446.0)","(1855.0, 1423.0)",71.784,0.0
"(2937.0, 2871.0)","(2954.0, 2941.0)",72.035,0.0
"(2954.0, 2941.0)","(2937.0, 2871.0)",72.035,0.0
"(2095.0, 1470.0)","(2114.0, 1400.0)",72.533,0.0
"(2114.0, 1400.0)","(2095.0, 1470.0)",72.533,0.0
"(3576.0, 3050.0)","(3590.0, 3122.0)",73.348,0.0
"(3590.0, 3122.0)","(3576.0, 3050.0)",73.348,0.0
"(3046.0, 2459.0)","(2973.0, 2467.0)",73.437,0.0
"(1157.0, 1295.0)","(1147.0, 1222.0)",73.682,0.0
"(1147.0, 1222.0)","(1157.0, 1295.0)",73.682,0.0
"(3950.0, 2448.0)","(4013.0, 2409.0)",74.095,0.0
"(3558.0, 2978.0)","(3576.0, 3050.0)",74.216,0.0
"(3510.0, 3084.0)","(3576.0, 3050.0)",74.243,0.0
"(1943.0, 1951.0)","(2016.0, 1936.0)",74.525,0.0
"(2547.0, 1436.0)","(2620.0, 1421.0)",74.525,0.0
"(2620.0, 1421.0)","(2547.0, 1436.0)",74.525,0.0
"(2359.0, 2064.0)","(2288.0, 2087.0)",74.632,0.0
"(765.0, 1250.0)","(692.0, 1234.0)",74.733,0.0
"(692.0, 1234.0)","(765.0, 1250.0)",74.733,0.0
"(2473.0, 1424.0)","(2547.0, 1436.0)",74.967,0.0
"(3080.0, 2096.0)","(3082.0, 2021.0)",75.027,0.0
"(2957.0, 2272.0)","(2923.0, 2339.0)",75.133,0.0
"(2923.0, 2339.0)","(2957.0, 2272.0)",75.133,0.0
"(3867.0, 2451.0)","(3796.0, 2422.0)",76.694,0.0
"(1866.0, 1693.0)","(1854.0, 1769.0)",76.942,0.0
"(3666.0, 3303.0)","(3698.0, 3373.0)",76.968,0.0
"(3698.0, 3373.0)","(3666.0, 3303.0)",76.968,0.0
"(3508.0, 2598.0)","(3508.0, 2521.0)",77.0,0.0
"(808.0, 1564.0)","(737.0, 1534.0)",77.078,0.0
"(737.0, 1534.0)","(808.0, 1564.0)",77.078,0.0
"(1161.0, 1611.0)","(1155.0, 1533.0)",78.23,0.0
"(2369.0, 1986.0)","(2359.0, 2064.0)",78.638,0.0
"(4092.0, 2414.0)","(4013.0, 2409.0)",79.158,0.0
"(3105.0, 1898.0)","(3097.0, 1977.0)",79.404,0.0
"(2424.0, 1360.0)","(2473.0, 1424.0)",80.604,0.0
"(3933.0, 2995.0)","(3924.0, 3076.0)",81.498,0.0
"(988.0, 861.0)","(913.0, 829.0)",81.541,0.0
"(3617.0, 3237.0)","(3666.0, 3303.0)",82.201,0.0
"(2053.0, 1301.0)","(2060.0, 1218.0)",83.295,0.0
"(2060.0, 1218.0)","(2053.0, 1301.0)",83.295,0.0
"(707.0, 320.0)","(780.0, 361.0)",83.726,0.0
"(3421.0, 2195.0)","(3473.0, 2261.0)",84.024,0.0
"(2412.0, 2252.0)","(2491.0, 2223.0)",84.155,0.0
"(2491.0, 2223.0)","(2412.0, 2252.0)",84.155,0.0
"(1786.0, 1368.0)","(1792.0, 1284.0)",84.214,0.0
"(1792.0, 1284.0)","(1786.0, 1368.0)",84.214,0.0
"(3795.0, 2774.0)","(3713.0, 2796.0)",84.9,0.0
"(1859.0, 1926.0)","(1943.0, 1951.0)",87.641,0.0
"(2545.0, 2153.0)","(2491.0, 2223.0)",88.408,0.0
"(3614.0, 2103.0)","(3630.0, 2191.0)",89.443,0.0
"(3630.0, 2191.0)","(3614.0, 2103.0)",89.443,0.0
"(1094.0, 954.0)","(1105.0, 864.0)",90.67,0.0
"(753.0, 691.0)","(772.0, 602.0)",91.005,0.0
"(772.0, 602.0)","(753.0, 691.0)",91.005,0.0
"(1539.0, 1400.0)","(1536.0, 1309.0)",91.049,0.0
"(3736.0, 2703.0)","(3795.0, 2774.0)",92.315,0.0
"(839.0, 433.0)","(780.0, 361.0)",93.086,0.0
"(3772.0, 3101.0)","(3865.0, 3093.0)",93.343,0.0
"(4105.0, 2513.0)","(4024.0, 2466.0)",93.648,0.0
"(2194.0, 2067.0)","(2288.0, 2087.0)",96.104,0.0
"(2794.0, 2328.0)","(2817.0, 2422.0)",96.773,0.0
"(3255.0, 2960.0)","(3308.0, 3041.0)",96.799,0.0
"(3308.0, 3041.0)","(3255.0, 2960.0)",96.799,0.0
"(3260.0, 2764.0)","(3301.0, 2852.0)",97.082,0.0
"(906.0, 1116.0)","(811.0, 1136.0)",97.082,0.0
"(2185.0, 1139.0)","(2240.0, 1220.0)",97.908,0.0
"(3356.0, 3266.0)","(3431.0, 3203.0)",97.949,0.0
"(2047.0, 2029.0)","(2016.0, 1936.0)",98.031,0.0
"(3208.0, 1889.0)","(3170.0, 1980.0)",98.615,0.0
"(3334.0, 2436.0)","(3331.0, 2337.0)",99.045,0.0
"(703.0, 864.0)","(802.0, 880.0)",100.285,0.0
"(802.0, 880.0)","(703.0, 864.0)",100.285,0.0
"(668.0, 770.0)","(703.0, 864.0)",100.305,0.0
"(3155.0, 2941.0)","(3255.0, 2960.0)",101.789,0.0
"(3216.0, 2562.0)","(3233.0, 2461.0)",102.421,0.0
"(2414.0, 3125.0)","(2509.0, 3086.0)",102.694,0.0
"(3066.0, 2889.0)","(3155.0, 2941.0)",103.078,0.0
"(2027.0, 1620.0)","(2118.0, 1670.0)",103.832,0.0
"(4006.0, 3173.0)","(3904.0, 3148.0)",105.019,0.0
"(3054.0, 3052.0)","(2970.0, 3116.0)",105.603,0.0
"(1051.0, 1679.0)","(1071.0, 1784.0)",106.888,0.0
"(2724.0, 2085.0)","(2618.0, 2071.0)",106.921,0.0
"(2722.0, 2481.0)","(2817.0, 2422.0)",111.83,0.0
"(602.0, 678.0)","(668.0, 770.0)",113.225,0.0
"(994.0, 1044.0)","(906.0, 1116.0)",113.701,0.0
"(1501.0, 823.0)","(1579.0, 907.0)",114.63,0.0
"(3786.0, 2987.0)","(3772.0, 3101.0)",114.856,0.0
"(1115.0, 690.0)","(1127.0, 806.0)",116.619,0.0
"(885.0, 992.0)","(811.0, 1083.0)",117.29,0.0
"(1736.0, 1121.0)","(1831.0, 1193.0)",119.202,0.0
"(3655.0, 2906.0)","(3558.0, 2978.0)",120.801,0.0
"(1437.0, 1700.0)","(1560.0, 1703.0)",123.037,0.0
"(1560.0, 1703.0)","(1437.0, 1700.0)",123.037,0.0
"(1239.0, 1394.0)","(1157.0, 1295.0)",128.55,0.0
"(3339.0, 1924.0)","(3208.0, 1889.0)",135.595,0.0
"(1343.0, 695.0)","(1283.0, 820.0)",138.654,0.0
"(3062.0, 1729.0)","(2980.0, 1846.0)",142.874,0.0
"(1320.0, 1071.0)","(1318.0, 927.0)",144.014,0.0
"(2865.0, 1665.0)","(2918.0, 1801.0)",145.962,0.0
"(531.0, 871.0)","(668.0, 770.0)",170.206,0.0
"(966.0, 568.0)","(883.0, 717.0)",170.558,0.0
"(451.0, 1237.0)","(692.0, 1234.0)",241.019,0.0
"(219.0, 1390.0)","(451.0, 1237.0)",277.908,0.0
"(9.0, 1.0)","(707.0, 320.0)",767.441,0.0
