og_coord,starfish_coord,dist
"(2811, 3090)","(2792.0, 3065.0)",31.401
"(1568, 732)","(1537.0, 727.0)",31.401
"(1136, 1214)","(1146.0, 1244.0)",31.623
"(2954, 1061)","(2935.0, 1087.0)",32.202
"(2173, 1288)","(2198.0, 1309.0)",32.65
"(383, 2831)","(362.0, 2856.0)",32.65
"(1250, 2623)","(1280.0, 2639.0)",34.0
"(3270, 2383)","(3241.0, 2365.0)",34.132
"(2072, 2948)","(2043.0, 2966.0)",34.132
"(3243, 2122)","(3263.0, 2094.0)",34.409
"(809, 62)","(796.0, 30.0)",34.54
"(1443, 2257)","(1478.0, 2254.0)",35.128
"(2122, 1514)","(2098.0, 1488.0)",35.384
"(2343, 1652)","(2369.0, 1676.0)",35.384
"(2443, 2615)","(2438.0, 2651.0)",36.346
"(786, 1740)","(799.0, 1706.0)",36.401
"(148, 2215)","(146.0, 2252.0)",37.054
"(2076, 3255)","(2048.0, 3230.0)",37.537
"(537, 408)","(575.0, 417.0)",39.051
"(1040, 2394)","(1079.0, 2392.0)",39.051
"(3240, 1215)","(3207.0, 1194.0)",39.115
"(2124, 164)","(2133.0, 125.0)",40.025
"(1926, 1428)","(1935.0, 1467.0)",40.025
"(162, 1987)","(124.0, 2000.0)",40.162
"(2503, 1308)","(2543.0, 1312.0)",40.2
"(1535, 895)","(1563.0, 924.0)",40.311
"(2472, 69)","(2507.0, 89.0)",40.311
"(2170, 142)","(2133.0, 125.0)",40.719
"(2254, 362)","(2217.0, 381.0)",41.593
"(2807, 3564)","(2771.0, 3585.0)",41.677
"(2202, 2467)","(2243.0, 2477.0)",42.202
"(2192, 210)","(2167.0, 244.0)",42.202
"(1507, 376)","(1486.0, 339.0)",42.544
"(966, 189)","(1009.0, 189.0)",43.0
"(108, 1960)","(124.0, 2000.0)",43.081
"(846, 464)","(807.0, 444.0)",43.829
"(3326, 1987)","(3366.0, 2005.0)",43.863
"(830, 249)","(787.0, 258.0)",43.932
"(815, 70)","(796.0, 30.0)",44.283
"(396, 1978)","(436.0, 1998.0)",44.721
"(1158, 1837)","(1153.0, 1792.0)",45.277
"(1248, 1559)","(1215.0, 1590.0)",45.277
"(1966, 2727)","(2008.0, 2709.0)",45.695
"(794, 488)","(807.0, 444.0)",45.88
"(2452, 1487)","(2481.0, 1451.0)",46.228
"(1236, 1530)","(1274.0, 1503.0)",46.615
"(1332, 151)","(1345.0, 196.0)",46.84
"(2946, 2360)","(2985.0, 2386.0)",46.872
"(2921, 2237)","(2878.0, 2256.0)",47.011
"(2508, 136)","(2507.0, 89.0)",47.011
"(2860, 3736)","(2818.0, 3714.0)",47.413
"(3219, 2564)","(3215.0, 2612.0)",48.166
"(1446, 312)","(1486.0, 339.0)",48.26
"(743, 556)","(695.0, 561.0)",48.26
"(2788, 3326)","(2755.0, 3290.0)",48.836
"(1077, 1013)","(1079.0, 964.0)",49.041
"(3574, 3692)","(3568.0, 3643.0)",49.366
"(3025, 1043)","(3073.0, 1055.0)",49.477
"(354, 2957)","(335.0, 2911.0)",49.769
"(2258, 3657)","(2241.0, 3610.0)",49.98
"(79, 3378)","(124.0, 3400.0)",50.09
"(128, 2205)","(146.0, 2252.0)",50.329
"(280, 2034)","(262.0, 1987.0)",50.329
"(3286, 3467)","(3336.0, 3461.0)",50.359
"(2808, 2416)","(2792.0, 2464.0)",50.596
"(1339, 123)","(1291.0, 107.0)",50.596
"(2958, 3502)","(2934.0, 3547.0)",51.0
"(3515, 288)","(3514.0, 237.0)",51.01
"(1875, 2539)","(1886.0, 2589.0)",51.196
"(2253, 2577)","(2276.0, 2531.0)",51.43
"(657, 1319)","(655.0, 1371.0)",52.038
"(2463, 904)","(2417.0, 929.0)",52.355
"(3396, 2073)","(3429.0, 2032.0)",52.631
"(1217, 2637)","(1262.0, 2667.0)",54.083
"(1460, 435)","(1410.0, 414.0)",54.231
"(1223, 2629)","(1262.0, 2667.0)",54.452
"(2158, 2731)","(2150.0, 2785.0)",54.589
"(2599, 2293)","(2549.0, 2270.0)",55.036
"(1109, 1011)","(1079.0, 964.0)",55.758
"(1292, 1248)","(1238.0, 1262.0)",55.785
"(3111, 227)","(3062.0, 200.0)",55.946
"(2800, 2395)","(2744.0, 2398.0)",56.08
"(426, 3469)","(435.0, 3413.0)",56.719
"(3485, 1458)","(3512.0, 1508.0)",56.824
"(2383, 2597)","(2386.0, 2540.0)",57.079
"(3057, 971)","(3081.0, 1023.0)",57.271
"(853, 3579)","(814.0, 3621.0)",57.315
"(487, 3585)","(486.0, 3527.0)",58.009
"(3147, 1518)","(3131.0, 1462.0)",58.241
"(819, 209)","(787.0, 258.0)",58.523
"(519, 1021)","(548.0, 1072.0)",58.669
"(597, 1105)","(548.0, 1072.0)",59.076
"(2348, 825)","(2344.0, 884.0)",59.135
"(117, 2394)","(60.0, 2378.0)",59.203
"(2488, 2794)","(2506.0, 2851.0)",59.775
"(2389, 2600)","(2386.0, 2540.0)",60.075
"(3371, 1748)","(3430.0, 1760.0)",60.208
"(2462, 969)","(2417.0, 929.0)",60.208
"(2357, 111)","(2330.0, 57.0)",60.374
"(543, 3015)","(588.0, 3057.0)",61.555
"(1596, 562)","(1544.0, 529.0)",61.587
"(3435, 2627)","(3485.0, 2663.0)",61.612
"(453, 2295)","(406.0, 2335.0)",61.717
"(2020, 344)","(2022.0, 406.0)",62.032
"(2015, 529)","(1987.0, 472.0)",63.506
"(2784, 3468)","(2744.0, 3417.0)",64.815
"(1230, 1002)","(1295.0, 1001.0)",65.008
"(2658, 1612)","(2719.0, 1635.0)",65.192
"(2779, 2004)","(2741.0, 1951.0)",65.215
"(820, 1147)","(773.0, 1194.0)",66.468
"(641, 1616)","(645.0, 1549.0)",67.119
"(239, 388)","(199.0, 334.0)",67.201
"(2716, 3624)","(2771.0, 3585.0)",67.424
"(2382, 100)","(2330.0, 57.0)",67.476
"(3359, 3681)","(3311.0, 3729.0)",67.882
"(1805, 1523)","(1845.0, 1468.0)",68.007
"(424, 2065)","(436.0, 1998.0)",68.066
"(2885, 3297)","(2846.0, 3353.0)",68.242
"(3179, 2180)","(3206.0, 2117.0)",68.542
"(174, 1953)","(124.0, 2000.0)",68.622
"(588, 506)","(522.0, 487.0)",68.68
"(2223, 1387)","(2204.0, 1321.0)",68.68
"(1540, 1888)","(1550.0, 1820.0)",68.731
"(3462, 2269)","(3531.0, 2269.0)",69.0
"(1339, 2237)","(1408.0, 2236.0)",69.007
"(1667, 740)","(1689.0, 674.0)",69.57
"(3272, 1219)","(3207.0, 1194.0)",69.642
"(1494, 935)","(1563.0, 924.0)",69.871
"(2727, 3091)","(2792.0, 3065.0)",70.007
"(526, 2480)","(478.0, 2531.0)",70.036
"(1115, 1307)","(1146.0, 1244.0)",70.214
"(3189, 2452)","(3156.0, 2390.0)",70.235
"(152, 1888)","(119.0, 1826.0)",70.235
"(393, 387)","(330.0, 419.0)",70.661
"(2535, 1657)","(2576.0, 1715.0)",71.028
"(2506, 2521)","(2543.0, 2583.0)",72.201
"(2186, 803)","(2114.0, 793.0)",72.691
"(668, 1249)","(600.0, 1223.0)",72.801
"(3231, 3068)","(3167.0, 3033.0)",72.945
"(3201, 1441)","(3131.0, 1462.0)",73.082
"(1877, 1601)","(1916.0, 1663.0)",73.246
"(451, 2082)","(458.0, 2155.0)",73.335
"(1566, 1892)","(1550.0, 1820.0)",73.756
"(1229, 1348)","(1258.0, 1416.0)",73.926
"(1768, 2179)","(1694.0, 2189.0)",74.673
"(2557, 526)","(2631.0, 536.0)",74.673
"(3044, 2277)","(3094.0, 2221.0)",75.073
"(3124, 1242)","(3057.0, 1208.0)",75.133
"(3141, 2464)","(3156.0, 2390.0)",75.505
"(2124, 3224)","(2048.0, 3230.0)",76.236
"(1978, 90)","(1915.0, 133.0)",76.276
"(2131, 540)","(2170.0, 474.0)",76.662
"(2897, 31)","(2820.0, 31.0)",77.0
"(565, 3465)","(632.0, 3427.0)",77.026
"(2776, 1508)","(2699.0, 1511.0)",77.058
"(2046, 756)","(2114.0, 793.0)",77.414
"(810, 184)","(787.0, 258.0)",77.492
"(684, 1025)","(740.0, 971.0)",77.795
"(3293, 2307)","(3241.0, 2365.0)",77.897
"(244, 2421)","(216.0, 2494.0)",78.186
"(2369, 1782)","(2447.0, 1794.0)",78.918
"(2863, 484)","(2937.0, 454.0)",79.85
"(2862, 1054)","(2935.0, 1087.0)",80.112
"(2429, 70)","(2507.0, 89.0)",80.281
"(2626, 827)","(2672.0, 893.0)",80.449
"(3496, 2583)","(3485.0, 2663.0)",80.753
"(1456, 724)","(1537.0, 727.0)",81.056
"(2826, 1633)","(2756.0, 1674.0)",81.123
"(342, 2385)","(406.0, 2335.0)",81.216
"(134, 1919)","(124.0, 2000.0)",81.615
"(2841, 317)","(2789.0, 380.0)",81.688
"(1155, 2282)","(1134.0, 2361.0)",81.744
"(1316, 1235)","(1238.0, 1262.0)",82.541
"(2029, 951)","(1978.0, 886.0)",82.62
"(3064, 2414)","(2985.0, 2386.0)",83.815
"(737, 2461)","(672.0, 2408.0)",83.869
"(3239, 531)","(3321.0, 513.0)",83.952
"(284, 3626)","(367.0, 3640.0)",84.172
"(1990, 93)","(1915.0, 133.0)",85.0
"(1859, 1953)","(1846.0, 1869.0)",85.0
"(2117, 2643)","(2136.0, 2560.0)",85.147
"(1785, 1312)","(1702.0, 1292.0)",85.376
"(992, 3609)","(1031.0, 3533.0)",85.422
"(2867, 344)","(2789.0, 380.0)",85.907
"(1356, 3228)","(1270.0, 3225.0)",86.052
"(946, 1717)","(902.0, 1791.0)",86.093
"(3045, 2085)","(2963.0, 2112.0)",86.331
"(505, 3032)","(588.0, 3057.0)",86.683
"(3375, 1693)","(3430.0, 1760.0)",86.683
"(2441, 2472)","(2386.0, 2540.0)",87.459
"(888, 888)","(974.0, 872.0)",87.476
"(2114, 2649)","(2196.0, 2682.0)",88.391
"(1769, 923)","(1703.0, 982.0)",88.527
"(1843, 2112)","(1930.0, 2091.0)",89.499
"(1690, 2099)","(1694.0, 2189.0)",90.089
"(2603, 3201)","(2583.0, 3113.0)",90.244
"(3198, 2719)","(3288.0, 2732.0)",90.934
"(1551, 139)","(1550.0, 230.0)",91.005
"(462, 2821)","(443.0, 2910.0)",91.005
"(3152, 183)","(3062.0, 200.0)",91.591
"(3206, 1286)","(3207.0, 1194.0)",92.005
"(1886, 322)","(1837.0, 244.0)",92.114
"(3273, 2998)","(3181.0, 2993.0)",92.136
"(2822, 1384)","(2912.0, 1364.0)",92.195
"(1971, 1063)","(2058.0, 1095.0)",92.698
"(1067, 1827)","(1153.0, 1792.0)",92.849
"(3412, 2484)","(3389.0, 2574.0)",92.892
"(3036, 573)","(3128.0, 559.0)",93.059
"(1547, 1535)","(1542.0, 1442.0)",93.134
"(3177, 1832)","(3246.0, 1896.0)",94.112
"(137, 263)","(199.0, 334.0)",94.26
"(2460, 302)","(2510.0, 382.0)",94.34
"(3535, 2583)","(3485.0, 2663.0)",94.34
"(2483, 1239)","(2543.0, 1312.0)",94.493
"(3075, 2341)","(3156.0, 2390.0)",94.668
"(3135, 3261)","(3162.0, 3352.0)",94.921
"(1052, 1932)","(964.0, 1969.0)",95.462
"(1076, 1502)","(1138.0, 1429.0)",95.776
"(3194, 2712)","(3288.0, 2732.0)",96.104
"(2715, 101)","(2684.0, 192.0)",96.135
"(1437, 3230)","(1439.0, 3327.0)",97.021
"(2847, 1710)","(2756.0, 1674.0)",97.862
"(2284, 2905)","(2323.0, 2815.0)",98.087
"(3398, 3384)","(3336.0, 3461.0)",98.858
"(3414, 1523)","(3512.0, 1508.0)",99.141
"(1480, 869)","(1563.0, 924.0)",99.569
"(3462, 51)","(3559.0, 74.0)",99.69
"(3440, 1439)","(3512.0, 1508.0)",99.725
"(2792, 1865)","(2741.0, 1951.0)",99.985
"(2859, 308)","(2789.0, 380.0)",100.419
"(1956, 3189)","(2048.0, 3230.0)",100.722
"(532, 1771)","(461.0, 1843.0)",101.119
"(2170, 2928)","(2186.0, 3028.0)",101.272
"(1933, 1788)","(1927.0, 1890.0)",102.176
"(3236, 441)","(3325.0, 390.0)",102.577
"(2937, 575)","(2974.0, 478.0)",103.817
"(1962, 989)","(1978.0, 886.0)",104.235
"(1873, 342)","(1837.0, 244.0)",104.403
"(2518, 2060)","(2415.0, 2041.0)",104.738
"(601, 2189)","(644.0, 2092.0)",106.104
"(1062, 1737)","(1153.0, 1792.0)",106.33
"(1379, 1081)","(1333.0, 985.0)",106.452
"(2451, 828)","(2417.0, 929.0)",106.569
"(3453, 149)","(3514.0, 237.0)",107.075
"(462, 38)","(569.0, 43.0)",107.117
"(1440, 979)","(1333.0, 985.0)",107.168
"(2147, 691)","(2114.0, 793.0)",107.205
"(1019, 3394)","(984.0, 3496.0)",107.838
"(1425, 2128)","(1408.0, 2236.0)",109.33
"(3506, 1382)","(3577.0, 1466.0)",109.986
"(868, 2414)","(962.0, 2355.0)",110.982
"(3140, 121)","(3062.0, 200.0)",111.018
"(172, 3622)","(206.0, 3516.0)",111.319
"(1791, 2909)","(1863.0, 2824.0)",111.396
"(685, 438)","(575.0, 417.0)",111.987
"(2619, 284)","(2684.0, 192.0)",112.645
"(690, 448)","(695.0, 561.0)",113.111
"(3166, 2503)","(3156.0, 2390.0)",113.442
"(2217, 46)","(2330.0, 57.0)",113.534
"(1596, 1542)","(1542.0, 1442.0)",113.649
"(76, 2162)","(146.0, 2252.0)",114.018
"(3057, 3490)","(3095.0, 3382.0)",114.49
"(1529, 3256)","(1439.0, 3327.0)",114.634
"(866, 2029)","(964.0, 1969.0)",114.909
"(2604, 3728)","(2511.0, 3797.0)",115.802
"(3091, 2486)","(3156.0, 2390.0)",115.935
"(2519, 247)","(2601.0, 165.0)",115.966
"(2544, 1963)","(2658.0, 1936.0)",117.154
"(1829, 46)","(1742.0, 125.0)",117.516
"(333, 2506)","(216.0, 2494.0)",117.614
"(681, 2204)","(644.0, 2092.0)",117.953
"(2756, 1323)","(2825.0, 1227.0)",118.224
"(2598, 1597)","(2557.0, 1486.0)",118.33
"(2546, 1861)","(2447.0, 1794.0)",119.541
"(1948, 1145)","(2058.0, 1095.0)",120.83
"(2496, 1951)","(2415.0, 2041.0)",121.083
"(2402, 1543)","(2481.0, 1451.0)",121.264
"(2961, 282)","(2917.0, 169.0)",121.264
"(2726, 3172)","(2755.0, 3290.0)",121.511
"(2944, 18)","(3066.0, 11.0)",122.201
"(1374, 571)","(1480.0, 510.0)",122.299
"(2402, 3564)","(2419.0, 3442.0)",123.179
"(2878, 1655)","(2756.0, 1674.0)",123.471
"(3559, 2564)","(3485.0, 2663.0)",123.6
"(3495, 1631)","(3512.0, 1508.0)",124.169
"(3167, 267)","(3062.0, 200.0)",124.555
"(808, 1997)","(709.0, 2073.0)",124.808
"(1748, 1664)","(1792.0, 1782.0)",125.936
"(750, 3096)","(626.0, 3119.0)",126.115
"(1431, 1126)","(1548.0, 1175.0)",126.846
"(1336, 3449)","(1233.0, 3374.0)",127.413
"(1158, 1920)","(1153.0, 1792.0)",128.098
"(3047, 2986)","(3167.0, 3033.0)",128.876
"(1951, 1013)","(1978.0, 886.0)",129.838
"(2480, 788)","(2351.0, 764.0)",131.214
"(2339, 524)","(2268.0, 635.0)",131.765
"(249, 1464)","(139.0, 1389.0)",133.135
"(2854, 750)","(2731.0, 697.0)",133.933
"(2538, 2986)","(2583.0, 3113.0)",134.737
"(1678, 273)","(1550.0, 230.0)",135.03
"(3456, 508)","(3321.0, 513.0)",135.093
"(1976, 257)","(1877.0, 165.0)",135.148
"(1579, 2851)","(1659.0, 2742.0)",135.207
"(1871, 969)","(1978.0, 886.0)",135.418
"(976, 1054)","(1079.0, 964.0)",136.781
"(3173, 3689)","(3038.0, 3663.0)",137.481
"(2655, 347)","(2789.0, 380.0)",138.004
"(3009, 3799)","(3038.0, 3663.0)",139.058
"(3495, 2483)","(3389.0, 2574.0)",139.703
"(3284, 1077)","(3207.0, 1194.0)",140.064
"(2493, 560)","(2631.0, 536.0)",140.071
"(950, 1442)","(836.0, 1360.0)",140.428
"(1670, 304)","(1550.0, 230.0)",140.982
"(1960, 732)","(2005.0, 597.0)",142.302
"(2874, 582)","(2937.0, 454.0)",142.664
"(2405, 595)","(2268.0, 635.0)",142.72
"(236, 1681)","(151.0, 1796.0)",143.003
"(3124, 1821)","(3246.0, 1896.0)",143.21
"(567, 2249)","(458.0, 2155.0)",143.934
"(1402, 858)","(1333.0, 985.0)",144.534
"(3119, 1742)","(3192.0, 1617.0)",144.755
"(1983, 3700)","(1837.0, 3713.0)",146.578
"(2603, 2962)","(2506.0, 2851.0)",147.411
"(1926, 1026)","(2058.0, 1095.0)",148.946
"(528, 1694)","(676.0, 1714.0)",149.345
"(3087, 380)","(2974.0, 478.0)",149.576
"(3070, 363)","(2974.0, 478.0)",149.803
"(3018, 1896)","(2968.0, 2038.0)",150.546
"(2879, 726)","(2731.0, 697.0)",150.814
"(548, 2284)","(406.0, 2335.0)",150.881
"(2703, 1042)","(2672.0, 893.0)",152.191
"(1681, 3088)","(1811.0, 3172.0)",154.777
"(304, 20)","(282.0, 174.0)",155.563
"(3353, 158)","(3452.0, 278.0)",155.567
"(2535, 3642)","(2511.0, 3797.0)",156.847
"(1755, 3578)","(1837.0, 3713.0)",157.953
"(2017, 2388)","(2082.0, 2532.0)",157.991
"(1351, 3064)","(1206.0, 3128.0)",158.496
"(1329, 559)","(1480.0, 510.0)",158.751
"(3448, 2406)","(3531.0, 2269.0)",160.181
"(1392, 3498)","(1485.0, 3366.0)",161.471
"(2923, 3211)","(2846.0, 3353.0)",161.533
"(62, 3591)","(206.0, 3516.0)",162.361
"(2905, 1746)","(2756.0, 1674.0)",165.484
"(3014, 1879)","(2968.0, 2038.0)",165.52
"(1499, 1603)","(1542.0, 1442.0)",166.643
"(642, 2573)","(672.0, 2408.0)",167.705
"(295, 1451)","(139.0, 1389.0)",167.869
"(3504, 3487)","(3568.0, 3643.0)",168.618
"(1203, 288)","(1345.0, 196.0)",169.198
"(2957, 761)","(3093.0, 660.0)",169.402
"(3079, 3830)","(3038.0, 3663.0)",171.959
"(852, 3384)","(984.0, 3496.0)",173.113
"(111, 147)","(282.0, 174.0)",173.118
"(2638, 1063)","(2672.0, 893.0)",173.367
"(1926, 3361)","(1835.0, 3209.0)",177.158
"(2897, 1867)","(2741.0, 1951.0)",177.178
"(2904, 736)","(2731.0, 697.0)",177.341
"(398, 1676)","(461.0, 1843.0)",178.488
"(2986, 852)","(3140.0, 946.0)",180.422
"(2928, 3189)","(2846.0, 3353.0)",183.358
"(1708, 3014)","(1811.0, 3172.0)",188.608
"(322, 1439)","(139.0, 1389.0)",189.708
"(1602, 3563)","(1720.0, 3411.0)",192.427
"(2978, 2966)","(3167.0, 3033.0)",200.524
"(3349, 1387)","(3512.0, 1508.0)",203.002
"(3514, 591)","(3321.0, 513.0)",208.166
"(2977, 1827)","(2968.0, 2038.0)",211.192
"(1963, 2350)","(2082.0, 2532.0)",217.451
"(1516, 3622)","(1485.0, 3366.0)",257.87
