og_coord,astar_coord,goldstar_dist,astar_dist,smoothed_dist,dist
"(2992.0, 3087.0)","(2880.0, 2928.0)",182.42806801586207,272.0,186.63789081275675,186.638
"(3425.0, 2622.0)","(3240.0, 2590.0)",188.33879341495233,0.0,0.0,188.339
"(3034.0, 2620.0)","(3180.0, 2741.0)",188.7452437149082,0.0,0.0,188.745
"(2974.0, 3100.0)","(2880.0, 2928.0)",178.88543819998318,256.0,188.79721678084354,188.797
"(2361.0, 3425.0)","(2224.0, 3294.0)",189.5521036549054,0.0,0.0,189.552
"(2376.0, 3178.0)","(2224.0, 3294.0)",191.64559041365922,0.0,0.0,191.646
"(2942.0, 2755.0)","(2893.0, 2941.0)",192.15632513138854,0.0,0.0,192.156
"(4807.0, 1057.0)","(4836.0, 1248.0)",192.90888332059768,0.0,0.0,192.909
"(2807.0, 3116.0)","(2893.0, 2941.0)",194.8654593738974,0.0,0.0,194.865
"(1212.0, 3935.0)","(1218.0, 3740.0)",195.1635611327074,0.0,0.0,195.164
"(2394.0, 3391.0)","(2224.0, 3294.0)",196.44175596853137,0.0,0.0,196.442
"(1075.0, 4504.0)","(988.0, 4682.0)",197.78895337454992,0.0,0.0,197.789
"(3110.0, 2433.0)","(3240.0, 2590.0)",203.10981118596897,0.0,0.0,203.11
"(4730.0, 1071.0)","(4836.0, 1248.0)",206.25202362401225,0.0,0.0,206.252
"(4758.0, 1056.0)","(4836.0, 1248.0)",207.20475931068754,0.0,0.0,207.205
"(2790.0, 3121.0)","(2893.0, 2941.0)",207.50732185877197,0.0,0.0,207.507
"(4847.0, 1040.0)","(4836.0, 1248.0)",207.73978758533485,0.0,0.0,207.74
"(2997.0, 2638.0)","(3180.0, 2741.0)",209.6518262667893,0.0,0.0,209.652
"(2385.0, 3430.0)","(2224.0, 3294.0)",210.75341041131458,0.0,0.0,210.753
"(750.0, 6014.0)","(582.0, 6142.0)",211.3689508418872,0.0,0.0,211.369
"(1209.0, 3952.0)","(1218.0, 3740.0)",212.44833515233768,0.0,0.0,212.448
"(794.0, 6134.0)","(582.0, 6142.0)",213.06900768765036,0.0,0.0,213.069
"(3127.0, 2407.0)","(3240.0, 2590.0)",214.58953315807358,0.0,0.0,214.59
"(4671.0, 1109.0)","(4836.0, 1248.0)",215.18159772619984,0.0,0.0,215.182
"(726.0, 5982.0)","(582.0, 6142.0)",215.51050189027913,0.0,0.0,215.511
"(2914.0, 3147.0)","(2880.0, 2928.0)",210.44714300745449,256.0,216.69768518232976,216.698
"(2982.0, 2646.0)","(3180.0, 2741.0)",218.63983463678343,0.0,0.0,218.64
"(2133.0, 3094.0)","(2224.0, 3294.0)",218.99851016159903,0.0,0.0,218.999
"(2913.0, 2722.0)","(2893.0, 2941.0)",219.10411581026963,0.0,0.0,219.104
"(858.0, 4858.0)","(988.0, 4682.0)",219.20551379926525,0.0,0.0,219.206
"(1096.0, 4876.0)","(988.0, 4682.0)",222.14945934888067,0.0,0.0,222.149
"(4743.0, 1046.0)","(4836.0, 1248.0)",222.1641555697049,0.0,0.0,222.164
"(743.0, 5989.0)","(582.0, 6142.0)",222.1898561163403,0.0,0.0,222.19
"(3083.0, 2426.0)","(3240.0, 2590.0)",226.1484686572075,0.0,0.0,226.148
"(2108.0, 3099.0)","(2224.0, 3294.0)",226.44713539588003,0.0,0.0,226.447
"(719.0, 5962.0)","(582.0, 6142.0)",226.74389318788744,0.0,0.0,226.744
"(4789.0, 1025.0)","(4836.0, 1248.0)",226.82373950052042,0.0,0.0,226.824
"(4671.0, 1091.0)","(4836.0, 1248.0)",226.96753448896618,0.0,0.0,226.968
"(2745.0, 3113.0)","(2893.0, 2941.0)",227.25396307215414,0.0,0.0,227.254
"(2417.0, 3414.0)","(2224.0, 3294.0)",227.26416347501865,0.0,0.0,227.264
"(2944.0, 3136.0)","(2880.0, 2928.0)",217.6235281397671,288.0,229.9928458324665,229.993
"(1256.0, 3967.0)","(1218.0, 3740.0)",230.4168348059662,0.0,0.0,230.417
"(4807.0, 1018.0)","(4836.0, 1248.0)",231.51616586752638,0.0,0.0,231.516
"(3018.0, 2521.0)","(3240.0, 2590.0)",231.99891645652156,0.0,0.0,231.999
"(3471.0, 2576.0)","(3240.0, 2590.0)",232.08963546224973,0.0,0.0,232.09
"(4867.0, 1017.0)","(4836.0, 1248.0)",232.38120083173678,0.0,0.0,232.381
"(3100.0, 2402.0)","(3240.0, 2590.0)",233.30740574829622,0.0,0.0,233.307
"(756.0, 5984.0)","(582.0, 6142.0)",234.7147673347374,0.0,0.0,234.715
"(2700.0, 3076.0)","(2893.0, 2941.0)",235.3533005207277,0.0,0.0,235.353
"(1118.0, 4878.0)","(988.0, 4682.0)",236.103970326634,0.0,0.0,236.104
"(3476.0, 2609.0)","(3240.0, 2590.0)",236.83592244632146,0.0,0.0,236.836
"(3084.0, 2408.0)","(3240.0, 2590.0)",238.42841185773113,0.0,0.0,238.428
"(2849.0, 3152.0)","(2880.0, 2928.0)",226.27416997969522,272.0,238.78120629809254,238.781
"(2117.0, 3078.0)","(2224.0, 3294.0)",240.11694312563628,0.0,0.0,240.117
"(2157.0, 3061.0)","(2224.0, 3294.0)",241.74303905179974,0.0,0.0,241.743
"(829.0, 4864.0)","(988.0, 4682.0)",242.21552066909342,0.0,0.0,242.216
"(1250.0, 3980.0)","(1218.0, 3740.0)",242.83181570173218,0.0,0.0,242.832
"(1461.0, 3706.0)","(1218.0, 3740.0)",245.29160075510129,0.0,0.0,245.292
"(4763.0, 1013.0)","(4836.0, 1248.0)",245.71309133418188,0.0,0.0,245.713
"(4746.0, 1018.0)","(4836.0, 1248.0)",245.9135664944089,0.0,0.0,245.914
"(682.0, 5796.0)","(546.0, 5590.0)",247.11778373884758,0.0,0.0,247.118
"(1465.0, 3738.0)","(1218.0, 3740.0)",247.52091599701234,0.0,0.0,247.521
"(4786.0, 1004.0)","(4836.0, 1248.0)",248.44748250887946,0.0,0.0,248.447
"(749.0, 5958.0)","(582.0, 6142.0)",248.85910089848056,0.0,0.0,248.859
"(2194.0, 3046.0)","(2224.0, 3294.0)",249.2029852790694,0.0,0.0,249.203
"(1093.0, 4910.0)","(988.0, 4682.0)",251.22549631755135,0.0,0.0,251.225
"(2128.0, 3061.0)","(2224.0, 3294.0)",251.31644372981236,0.0,0.0,251.316
"(2102.0, 3073.0)","(2224.0, 3294.0)",251.61616202462034,0.0,0.0,251.616
"(2391.0, 3106.0)","(2224.0, 3294.0)",251.75803857076733,0.0,0.0,251.758
"(1138.0, 4889.0)","(988.0, 4682.0)",255.98126276936748,0.0,0.0,255.981
"(5988.0, 629.0)","(5752.0, 735.0)",259.2538704860547,0.0,0.0,259.254
"(5995.0, 645.0)","(5752.0, 735.0)",259.34558635534904,0.0,0.0,259.346
"(1261.0, 3996.0)","(1218.0, 3740.0)",260.0716477453858,0.0,0.0,260.072
"(709.0, 6369.0)","(582.0, 6142.0)",260.5953057520416,0.0,0.0,260.595
"(1092.0, 4922.0)","(988.0, 4682.0)",262.0479679085491,0.0,0.0,262.048
"(1297.0, 4225.0)","(1540.0, 4120.0)",264.4983338491947,0.0,0.0,264.498
"(4745.0, 999.0)","(4836.0, 1248.0)",264.8635078847218,0.0,0.0,264.864
"(2189.0, 3031.0)","(2224.0, 3294.0)",264.8860451175182,0.0,0.0,264.886
"(802.0, 5995.0)","(582.0, 6142.0)",265.0526762079567,0.0,0.0,265.053
"(2082.0, 3069.0)","(2224.0, 3294.0)",265.44841370405663,0.0,0.0,265.448
"(1309.0, 4251.0)","(1540.0, 4120.0)",265.5259237814644,0.0,0.0,265.526
"(1344.0, 4301.0)","(1540.0, 4120.0)",267.38866498226906,0.0,0.0,267.389
"(879.0, 4926.0)","(988.0, 4682.0)",267.71866666708195,0.0,0.0,267.719
"(1488.0, 4382.0)","(1540.0, 4120.0)",267.73789831848586,0.0,0.0,267.738
"(792.0, 5974.0)","(582.0, 6142.0)",269.38395028843127,0.0,0.0,269.384
"(4612.0, 1098.0)","(4836.0, 1248.0)",269.3854449817214,0.0,0.0,269.385
"(3506.0, 2628.0)","(3240.0, 2590.0)",269.57316531880554,0.0,0.0,269.573
"(1484.0, 3695.0)","(1218.0, 3740.0)",270.0439759446597,0.0,0.0,270.044
"(745.0, 5926.0)","(582.0, 6142.0)",270.312124659624,0.0,0.0,270.312
"(2117.0, 3045.0)","(2224.0, 3294.0)",270.58671435419745,0.0,0.0,270.587
"(2387.0, 3077.0)","(2224.0, 3294.0)",270.8721212860416,0.0,0.0,270.872
"(1511.0, 3850.0)","(1540.0, 4120.0)",270.9204100284803,0.0,0.0,270.92
"(771.0, 5943.0)","(582.0, 6142.0)",274.10467189925805,0.0,0.0,274.105
"(804.0, 5981.0)","(582.0, 6142.0)",274.82319376828445,0.0,0.0,274.823
"(1318.0, 4284.0)","(1540.0, 4120.0)",275.6610493087477,0.0,0.0,275.661
"(1492.0, 3711.0)","(1218.0, 3740.0)",276.3117677551934,0.0,0.0,276.312
"(731.0, 5797.0)","(546.0, 5590.0)",278.2298637098472,0.0,0.0,278.23
"(1493.0, 3795.0)","(1218.0, 3740.0)",281.59359848725256,0.0,0.0,281.594
"(5994.0, 588.0)","(5752.0, 735.0)",282.70827958338947,0.0,0.0,282.708
"(760.0, 5921.0)","(582.0, 6142.0)",283.4817700047041,0.0,0.0,283.482
"(931.0, 4960.0)","(988.0, 4682.0)",284.5046130979249,0.0,0.0,284.505
"(784.0, 5941.0)","(582.0, 6142.0)",284.57489061580964,0.0,0.0,284.575
"(1488.0, 3827.0)","(1218.0, 3740.0)",284.7237193157606,0.0,0.0,284.724
"(5975.0, 556.0)","(5752.0, 735.0)",285.748179481515,0.0,0.0,285.748
"(4778.0, 966.0)","(4836.0, 1248.0)",286.9626745414811,0.0,0.0,286.963
"(686.0, 6412.0)","(582.0, 6142.0)",289.9903044396485,0.0,0.0,289.99
"(758.0, 5787.0)","(546.0, 5590.0)",290.3672504966773,0.0,0.0,290.367
"(3138.0, 2315.0)","(3240.0, 2590.0)",292.4536803546844,0.0,0.0,292.454
"(1507.0, 3786.0)","(1218.0, 3740.0)",293.7403558399834,0.0,0.0,293.74
"(713.0, 5831.0)","(546.0, 5590.0)",294.24960787229617,0.0,0.0,294.25
"(1035.0, 3972.0)","(1218.0, 3740.0)",295.58857272398063,0.0,0.0,295.589
"(6027.0, 615.0)","(5752.0, 735.0)",300.4560752006857,0.0,0.0,300.456
"(833.0, 5975.0)","(582.0, 6142.0)",301.8422618935259,0.0,0.0,301.842
"(2506.0, 3187.0)","(2224.0, 3294.0)",302.37264638852486,0.0,0.0,302.373
"(756.0, 5894.0)","(582.0, 6142.0)",302.48519621462486,0.0,0.0,302.485
"(3073.0, 2337.0)","(3240.0, 2590.0)",302.748270313804,0.0,0.0,302.748
"(4754.0, 956.0)","(4836.0, 1248.0)",302.7555978045658,0.0,0.0,302.756
"(1511.0, 3817.0)","(1218.0, 3740.0)",303.4862756781598,0.0,0.0,303.486
"(905.0, 4975.0)","(988.0, 4682.0)",305.2044663369128,0.0,0.0,305.204
"(730.0, 5834.0)","(546.0, 5590.0)",306.5485553529814,0.0,0.0,306.549
"(772.0, 5901.0)","(582.0, 6142.0)",306.76301420151697,0.0,0.0,306.763
"(6028.0, 601.0)","(5752.0, 735.0)",307.0325642419707,0.0,0.0,307.033
"(1251.0, 4842.0)","(988.0, 4682.0)",308.1696221709727,0.0,0.0,308.17
"(1898.0, 3458.0)","(2132.0, 3660.0)",308.81946188671463,0.0,0.0,308.819
"(6015.0, 571.0)","(5752.0, 735.0)",309.8456942172991,0.0,0.0,309.846
"(5979.0, 523.0)","(5752.0, 735.0)",310.2599716366905,0.0,0.0,310.26
"(1492.0, 4428.0)","(1540.0, 4120.0)",312.42581581553037,0.0,0.0,312.426
"(854.0, 4964.0)","(988.0, 4682.0)",312.5326190495958,0.0,0.0,312.533
"(1269.0, 4825.0)","(988.0, 4682.0)",315.93497414657975,0.0,0.0,315.935
"(861.0, 6292.0)","(582.0, 6142.0)",317.50585758691136,0.0,0.0,317.506
"(3088.0, 2310.0)","(3240.0, 2590.0)",317.82130628546594,0.0,0.0,317.821
"(1246.0, 4868.0)","(988.0, 4682.0)",318.60150191893325,0.0,0.0,318.602
"(1750.0, 4359.0)","(1540.0, 4120.0)",318.6807524843634,0.0,0.0,318.681
"(2534.0, 3212.0)","(2224.0, 3294.0)",321.1312112548389,0.0,0.0,321.131
"(1779.0, 4334.0)","(1540.0, 4120.0)",321.71019047583815,0.0,0.0,321.71
"(877.0, 6271.0)","(582.0, 6142.0)",322.1510554569082,0.0,0.0,322.151
"(1648.0, 3814.0)","(1540.0, 4120.0)",323.6719779421752,0.0,0.0,323.672
"(4728.0, 941.0)","(4836.0, 1248.0)",324.48348742270366,0.0,0.0,324.483
"(6035.0, 576.0)","(5752.0, 735.0)",324.5799408466274,0.0,0.0,324.58
"(5609.0, 1030.0)","(5752.0, 735.0)",328.0823296445572,0.0,0.0,328.082
"(1235.0, 4898.0)","(988.0, 4682.0)",328.5956583340688,0.0,0.0,328.596
"(772.0, 5829.0)","(546.0, 5590.0)",329.66812809399704,0.0,0.0,329.668
"(2033.0, 3024.0)","(2224.0, 3294.0)",330.0154664814969,0.0,0.0,330.015
"(889.0, 6266.0)","(582.0, 6142.0)",331.09666262286606,0.0,0.0,331.097
"(2523.0, 3150.0)","(2224.0, 3294.0)",332.3941285883371,0.0,0.0,332.394
"(1796.0, 4333.0)","(1540.0, 4120.0)",333.50806217541447,0.0,0.0,333.508
"(5589.0, 1029.0)","(5752.0, 735.0)",336.3342747639616,0.0,0.0,336.334
"(877.0, 6302.0)","(582.0, 6142.0)",336.4281319702619,0.0,0.0,336.428
"(1267.0, 4870.0)","(988.0, 4682.0)",337.5275363729604,0.0,0.0,337.528
"(4727.0, 927.0)","(4836.0, 1248.0)",338.68607770913746,0.0,0.0,338.686
"(1290.0, 4836.0)","(988.0, 4682.0)",339.3145590584052,0.0,0.0,339.315
"(471.0, 6466.0)","(582.0, 6142.0)",342.32889238567054,0.0,0.0,342.329
"(1676.0, 3805.0)","(1540.0, 4120.0)",343.1049402150893,0.0,0.0,343.105
"(1302.0, 4820.0)","(988.0, 4682.0)",343.6709060787658,0.0,0.0,343.671
"(2552.0, 3185.0)","(2224.0, 3294.0)",345.607981628029,0.0,0.0,345.608
"(887.0, 6306.0)","(582.0, 6142.0)",347.2596566619854,0.0,0.0,347.26
"(1692.0, 3804.0)","(1540.0, 4120.0)",350.4817482837016,0.0,0.0,350.482
"(883.0, 6324.0)","(582.0, 6142.0)",352.11558569594735,0.0,0.0,352.116
"(6041.0, 534.0)","(5752.0, 735.0)",352.2890016861157,0.0,0.0,352.289
"(1289.0, 4866.0)","(988.0, 4682.0)",353.2851933155422,0.0,0.0,353.285
"(492.0, 6486.0)","(582.0, 6142.0)",355.4104652257725,0.0,0.0,355.41
"(2070.0, 2973.0)","(2224.0, 3294.0)",355.53198229273266,0.0,0.0,355.532
"(2583.0, 3313.0)","(2224.0, 3294.0)",359.9783698015755,0.0,0.0,359.978
"(2923.0, 2415.0)","(3240.0, 2590.0)",361.42130036842036,0.0,0.0,361.421
"(6109.0, 788.0)","(5752.0, 735.0)",361.91747824607717,0.0,0.0,361.917
"(2551.0, 3139.0)","(2224.0, 3294.0)",362.39324356008643,0.0,0.0,362.393
"(6113.0, 757.0)","(5752.0, 735.0)",362.63420429545766,0.0,0.0,362.634
"(5582.0, 1066.0)","(5752.0, 735.0)",372.266510382011,0.0,0.0,372.267
"(1326.0, 4837.0)","(988.0, 4682.0)",372.80951804373245,0.0,0.0,372.81
"(2596.0, 3289.0)","(2224.0, 3294.0)",372.8891538299285,0.0,0.0,372.889
"(1334.0, 4824.0)","(988.0, 4682.0)",374.7251414637134,0.0,0.0,374.725
"(1788.0, 4405.0)","(1540.0, 4120.0)",377.7949179118216,0.0,0.0,377.795
"(969.0, 5061.0)","(988.0, 4682.0)",379.7581159106412,0.0,0.0,379.758
"(1712.0, 3778.0)","(1540.0, 4120.0)",383.1917760404051,0.0,0.0,383.192
"(1351.0, 4807.0)","(988.0, 4682.0)",384.3413861152608,0.0,0.0,384.341
"(6035.0, 995.0)","(5752.0, 735.0)",385.0531913645178,0.0,0.0,385.053
"(1704.0, 3762.0)","(1540.0, 4120.0)",393.3896803082154,0.0,0.0,393.39
"(6117.0, 882.0)","(5752.0, 735.0)",394.60790918074593,0.0,0.0,394.608
"(2035.0, 2946.0)","(2224.0, 3294.0)",395.36800931790094,0.0,0.0,395.368
"(6146.0, 786.0)","(5752.0, 735.0)",397.53210923647384,0.0,0.0,397.532
"(1701.0, 3748.0)","(1540.0, 4120.0)",405.31142286518394,0.0,0.0,405.311
"(934.0, 5085.0)","(988.0, 4682.0)",407.2166519495488,0.0,0.0,407.217
"(6145.0, 841.0)","(5752.0, 735.0)",407.23098923338296,0.0,0.0,407.231
"(2627.0, 3306.0)","(2224.0, 3280.0)",400.3198721022977,432.0,408.0799920015996,408.08
"(2063.0, 2914.0)","(2224.0, 3294.0)",412.06200753042026,0.0,0.0,412.062
"(1813.0, 4429.0)","(1540.0, 4120.0)",412.3226891646881,0.0,0.0,412.323
"(6166.0, 787.0)","(5752.0, 735.0)",417.81156039535335,0.0,0.0,417.812
"(2134.0, 2885.0)","(2224.0, 3294.0)",417.9621824818606,0.0,0.0,417.962
"(2084.0, 2898.0)","(2224.0, 3294.0)",419.5476730956805,0.0,0.0,419.548
"(5344.0, 838.0)","(5752.0, 735.0)",420.3078306967403,0.0,0.0,420.308
"(1382.0, 4833.0)","(988.0, 4682.0)",422.3867257478625,0.0,0.0,422.387
"(1004.0, 6146.0)","(582.0, 6142.0)",422.4840113424413,0.0,0.0,422.484
"(1003.0, 6192.0)","(582.0, 6142.0)",424.66232158975447,0.0,0.0,424.662
"(6155.0, 868.0)","(5752.0, 735.0)",424.886369442466,0.0,0.0,424.886
"(6106.0, 920.0)","(5744.0, 720.0)",400.95885075653337,560.0,433.0833113420268,433.083
"(2701.0, 3286.0)","(2880.0, 2928.0)",400.95885075653337,560.0,433.0833113420268,433.083
"(6183.0, 779.0)","(5752.0, 735.0)",433.844653149028,0.0,0.0,433.845
"(2071.0, 2887.0)","(2224.0, 3294.0)",434.5585120970478,0.0,0.0,434.559
"(3067.0, 2189.0)","(3240.0, 2590.0)",436.06937521454086,0.0,0.0,436.069
"(3020.0, 2207.0)","(3240.0, 2590.0)",441.0621185139345,0.0,0.0,441.062
"(5342.0, 566.0)","(5752.0, 735.0)",442.6898087430974,0.0,0.0,442.69
"(4984.0, 826.0)","(4836.0, 1248.0)",446.5547031630056,0.0,0.0,446.555
"(1025.0, 6198.0)","(582.0, 6142.0)",447.3104697019732,0.0,0.0,447.31
"(1419.0, 4807.0)","(988.0, 4682.0)",449.3857228984918,0.0,0.0,449.386
"(4968.0, 812.0)","(4836.0, 1248.0)",455.52586682756,0.0,0.0,455.526
"(2823.0, 2402.0)","(3240.0, 2590.0)",457.03904197344013,0.0,0.0,457.039
"(5301.0, 607.0)","(5752.0, 735.0)",468.2715351609575,0.0,0.0,468.272
"(2132.0, 2833.0)","(2224.0, 3294.0)",469.61717454965395,0.0,0.0,469.617
"(2699.0, 3299.0)","(2224.0, 3280.0)",464.27578011350107,496.0,472.06896039274164,472.069
"(3058.0, 2150.0)","(3240.0, 2590.0)",475.3252513016744,0.0,0.0,475.325
"(2117.0, 2829.0)","(2224.0, 3294.0)",476.5539597841992,0.0,0.0,476.554
"(1948.0, 2901.0)","(2224.0, 3294.0)",479.4424248979226,0.0,0.0,479.442
"(1909.0, 2932.0)","(2224.0, 3294.0)",479.5354522868982,0.0,0.0,479.535
"(2095.0, 2829.0)","(2224.0, 3294.0)",481.65140144714604,0.0,0.0,481.651
"(4985.0, 788.0)","(4836.0, 1248.0)",483.61982243286934,0.0,0.0,483.62
"(3373.0, 2121.0)","(3240.0, 2590.0)",487.37277634783834,0.0,0.0,487.373
"(1882.0, 2945.0)","(2224.0, 3294.0)",488.1127608923986,0.0,0.0,488.113
"(2102.0, 2818.0)","(2224.0, 3294.0)",490.86718880365186,0.0,0.0,490.867
"(1630.0, 4587.0)","(1536.0, 4112.0)",470.84604702598915,560.0,492.48153610492614,492.482
"(782.0, 5130.0)","(988.0, 4682.0)",493.52317946880646,0.0,0.0,493.523
"(5004.0, 783.0)","(4836.0, 1248.0)",494.0751669260457,0.0,0.0,494.075
"(3032.0, 2141.0)","(3240.0, 2590.0)",494.2983991527788,0.0,0.0,494.298
"(1880.0, 2934.0)","(2224.0, 3294.0)",497.1566483212308,0.0,0.0,497.157
"(3052.0, 2129.0)","(3240.0, 2590.0)",497.86042220686716,0.0,0.0,497.86
"(1027.0, 5456.0)","(546.0, 5590.0)",499.6897568742028,0.0,0.0,499.69
"(6161.0, 933.0)","(5744.0, 720.0)",465.1021393199563,640.0,503.67181559358477,503.672
"(1478.0, 4805.0)","(988.0, 4682.0)",505.6561662355162,0.0,0.0,505.656
"(6191.0, 907.0)","(5744.0, 720.0)",466.47615158762403,624.0,506.39179160681454,506.392
"(6159.0, 990.0)","(5744.0, 720.0)",474.90630654898655,672.0,507.61113012554927,507.611
"(1588.0, 4620.0)","(1536.0, 4112.0)",498.31716807671796,560.0,511.2148006940316,511.215
"(1040.0, 5191.0)","(988.0, 4682.0)",512.4974565527126,0.0,0.0,512.497
"(3013.0, 2128.0)","(3240.0, 2590.0)",514.2916611661132,0.0,0.0,514.292
"(2768.0, 2385.0)","(3240.0, 2590.0)",514.3969770517708,0.0,0.0,514.397
"(1597.0, 3444.0)","(1216.0, 3728.0)",467.2986197283275,672.0,516.9603927705443,516.96
"(5488.0, 1181.0)","(5752.0, 735.0)",518.4931539008014,0.0,0.0,518.493
"(2958.0, 2148.0)","(3240.0, 2590.0)",523.5320883814096,0.0,0.0,523.532
"(2985.0, 2121.0)","(3240.0, 2590.0)",533.528220037141,0.0,0.0,533.528
"(1649.0, 4623.0)","(1536.0, 4112.0)",508.48795462626254,624.0,537.7363701008652,537.736
"(1625.0, 4627.0)","(1536.0, 4112.0)",518.2123117024527,608.0,540.4722795363813,540.472
"(3020.0, 2095.0)","(3240.0, 2590.0)",540.6042805176444,0.0,0.0,540.604
"(1732.0, 3061.0)","(2224.0, 3294.0)",543.7172978671913,0.0,0.0,543.717
"(5506.0, 1221.0)","(5752.0, 735.0)",544.4871440171935,0.0,0.0,544.487
"(5251.0, 520.0)","(5752.0, 735.0)",544.7493545117794,0.0,0.0,544.749
