og_coord,closest_coord,dist,avg_dist
"(1131.0, 9927.0)","(1110.0, 9924.0)",21.213,0.0
"(1121.0, 8825.0)","(1105.0, 8841.0)",22.627,0.0
"(1105.0, 8841.0)","(1121.0, 8825.0)",22.627,0.0
"(3246.0, 2729.0)","(3249.0, 2752.0)",23.195,0.0
"(3249.0, 2752.0)","(3246.0, 2729.0)",23.195,0.0
"(1443.0, 9687.0)","(1439.0, 9664.0)",23.345,0.0
"(1439.0, 9664.0)","(1443.0, 9687.0)",23.345,0.0
"(3100.0, 3310.0)","(3105.0, 3287.0)",23.537,0.0
"(3105.0, 3287.0)","(3100.0, 3310.0)",23.537,0.0
"(3173.0, 4884.0)","(3182.0, 4862.0)",23.77,0.0
"(3182.0, 4862.0)","(3173.0, 4884.0)",23.77,0.0
"(2652.0, 5499.0)","(2628.0, 5502.0)",24.187,0.0
"(2628.0, 5502.0)","(2652.0, 5499.0)",24.187,0.0
"(3424.0, 2501.0)","(3439.0, 2520.0)",24.207,0.0
"(3439.0, 2520.0)","(3424.0, 2501.0)",24.207,0.0
"(1194.0, 8741.0)","(1188.0, 8717.0)",24.739,0.0
"(1188.0, 8717.0)","(1194.0, 8741.0)",24.739,0.0
"(5174.0, 2408.0)","(5178.0, 2433.0)",25.318,0.0
"(5178.0, 2433.0)","(5174.0, 2408.0)",25.318,0.0
"(4331.0, 1776.0)","(4314.0, 1757.0)",25.495,0.0
"(4314.0, 1757.0)","(4331.0, 1776.0)",25.495,0.0
"(967.0, 7714.0)","(992.0, 7722.0)",26.249,0.0
"(992.0, 7722.0)","(967.0, 7714.0)",26.249,0.0
"(4042.0, 5923.0)","(4016.0, 5917.0)",26.683,0.0
"(4016.0, 5917.0)","(4042.0, 5923.0)",26.683,0.0
"(1424.0, 8569.0)","(1420.0, 8542.0)",27.295,0.0
"(1420.0, 8542.0)","(1424.0, 8569.0)",27.295,0.0
"(1815.0, 6090.0)","(1810.0, 6117.0)",27.459,0.0
"(3418.0, 2754.0)","(3445.0, 2759.0)",27.459,0.0
"(3445.0, 2759.0)","(3418.0, 2754.0)",27.459,0.0
"(2980.0, 3848.0)","(2998.0, 3827.0)",27.659,0.0
"(3674.0, 4207.0)","(3656.0, 4228.0)",27.659,0.0
"(3656.0, 4228.0)","(3674.0, 4207.0)",27.659,0.0
"(2998.0, 3827.0)","(2980.0, 3848.0)",27.659,0.0
"(970.0, 10013.0)","(943.0, 10006.0)",27.893,0.0
"(1822.0, 6870.0)","(1835.0, 6845.0)",28.178,0.0
"(1835.0, 6845.0)","(1822.0, 6870.0)",28.178,0.0
"(4636.0, 2138.0)","(4646.0, 2111.0)",28.792,0.0
"(4646.0, 2111.0)","(4636.0, 2138.0)",28.792,0.0
"(1922.0, 7312.0)","(1915.0, 7284.0)",28.862,0.0
"(1915.0, 7284.0)","(1922.0, 7312.0)",28.862,0.0
"(4024.0, 5855.0)","(4043.0, 5833.0)",29.069,0.0
"(4043.0, 5833.0)","(4024.0, 5855.0)",29.069,0.0
"(1194.0, 8085.0)","(1223.0, 8079.0)",29.614,0.0
"(1223.0, 8079.0)","(1194.0, 8085.0)",29.614,0.0
"(4492.0, 2165.0)","(4482.0, 2193.0)",29.732,0.0
"(4482.0, 2193.0)","(4492.0, 2165.0)",29.732,0.0
"(4606.0, 2197.0)","(4619.0, 2224.0)",29.967,0.0
"(4619.0, 2224.0)","(4606.0, 2197.0)",29.967,0.0
"(4593.0, 2239.0)","(4619.0, 2224.0)",30.017,0.0
"(4302.0, 1785.0)","(4331.0, 1776.0)",30.364,0.0
"(3364.0, 5244.0)","(3391.0, 5258.0)",30.414,0.0
"(3391.0, 5258.0)","(3364.0, 5244.0)",30.414,0.0
"(3437.0, 2259.0)","(3417.0, 2282.0)",30.48,0.0
"(3417.0, 2282.0)","(3437.0, 2259.0)",30.48,0.0
"(3904.0, 2249.0)","(3917.0, 2277.0)",30.871,0.0
"(3917.0, 2277.0)","(3904.0, 2249.0)",30.871,0.0
"(2801.0, 4704.0)","(2832.0, 4707.0)",31.145,0.0
"(2832.0, 4707.0)","(2801.0, 4704.0)",31.145,0.0
"(707.0, 7736.0)","(727.0, 7760.0)",31.241,0.0
"(727.0, 7760.0)","(707.0, 7736.0)",31.241,0.0
"(4324.0, 2334.0)","(4306.0, 2360.0)",31.623,0.0
"(3216.0, 4969.0)","(3186.0, 4958.0)",31.953,0.0
"(3186.0, 4958.0)","(3216.0, 4969.0)",31.953,0.0
"(2928.0, 5326.0)","(2896.0, 5326.0)",32.0,0.0
"(2896.0, 5326.0)","(2928.0, 5326.0)",32.0,0.0
"(3813.0, 5098.0)","(3790.0, 5075.0)",32.527,0.0
"(3790.0, 5075.0)","(3813.0, 5098.0)",32.527,0.0
"(3389.0, 5223.0)","(3364.0, 5244.0)",32.65,0.0
"(4091.0, 5951.0)","(4062.0, 5966.0)",32.65,0.0
"(4062.0, 5966.0)","(4091.0, 5951.0)",32.65,0.0
"(3404.0, 2352.0)","(3378.0, 2372.0)",32.802,0.0
"(3262.0, 2426.0)","(3242.0, 2400.0)",32.802,0.0
"(3242.0, 2400.0)","(3262.0, 2426.0)",32.802,0.0
"(3378.0, 2372.0)","(3404.0, 2352.0)",32.802,0.0
"(3633.0, 3001.0)","(3645.0, 2970.0)",33.242,0.0
"(3844.0, 2607.0)","(3868.0, 2584.0)",33.242,0.0
"(3868.0, 2584.0)","(3844.0, 2607.0)",33.242,0.0
"(3645.0, 2970.0)","(3633.0, 3001.0)",33.242,0.0
"(3629.0, 4725.0)","(3601.0, 4743.0)",33.287,0.0
"(3601.0, 4743.0)","(3629.0, 4725.0)",33.287,0.0
"(4889.0, 2096.0)","(4860.0, 2079.0)",33.615,0.0
"(3772.0, 5288.0)","(3802.0, 5272.0)",34.0,0.0
"(3802.0, 5272.0)","(3772.0, 5288.0)",34.0,0.0
"(4313.0, 1723.0)","(4314.0, 1757.0)",34.015,0.0
"(4454.0, 2173.0)","(4482.0, 2193.0)",34.409,0.0
"(4630.0, 2172.0)","(4636.0, 2138.0)",34.525,0.0
"(4896.0, 2062.0)","(4889.0, 2096.0)",34.713,0.0
"(1620.0, 4983.0)","(1647.0, 4960.0)",35.468,0.0
"(5213.0, 2631.0)","(5240.0, 2654.0)",35.468,0.0
"(5240.0, 2654.0)","(5213.0, 2631.0)",35.468,0.0
"(4322.0, 2298.0)","(4324.0, 2334.0)",36.056,0.0
"(3146.0, 4859.0)","(3182.0, 4862.0)",36.125,0.0
"(2937.0, 3832.0)","(2914.0, 3804.0)",36.235,0.0
"(2914.0, 3804.0)","(2937.0, 3832.0)",36.235,0.0
"(3142.0, 3419.0)","(3148.0, 3383.0)",36.497,0.0
"(3148.0, 3383.0)","(3142.0, 3419.0)",36.497,0.0
"(1290.0, 8147.0)","(1262.0, 8171.0)",36.878,0.0
"(1262.0, 8171.0)","(1290.0, 8147.0)",36.878,0.0
"(3470.0, 3671.0)","(3450.0, 3640.0)",36.892,0.0
"(3450.0, 3640.0)","(3470.0, 3671.0)",36.892,0.0
"(1936.0, 6930.0)","(1898.0, 6931.0)",38.013,0.0
"(1898.0, 6931.0)","(1936.0, 6930.0)",38.013,0.0
"(870.0, 9037.0)","(839.0, 9015.0)",38.013,0.0
"(839.0, 9015.0)","(870.0, 9037.0)",38.013,0.0
"(3991.0, 5836.0)","(4024.0, 5855.0)",38.079,0.0
"(2861.0, 4301.0)","(2896.0, 4286.0)",38.079,0.0
"(2896.0, 4286.0)","(2861.0, 4301.0)",38.079,0.0
"(5141.0, 2444.0)","(5178.0, 2433.0)",38.601,0.0
"(1211.0, 9694.0)","(1174.0, 9683.0)",38.601,0.0
"(1174.0, 9683.0)","(1211.0, 9694.0)",38.601,0.0
"(3943.0, 3173.0)","(3968.0, 3143.0)",39.051,0.0
"(3968.0, 3143.0)","(3943.0, 3173.0)",39.051,0.0
"(3929.0, 2414.0)","(3966.0, 2427.0)",39.217,0.0
"(4280.0, 1488.0)","(4272.0, 1527.0)",39.812,0.0
"(4272.0, 1527.0)","(4280.0, 1488.0)",39.812,0.0
"(3869.0, 2638.0)","(3844.0, 2607.0)",39.825,0.0
"(3177.0, 3438.0)","(3142.0, 3419.0)",39.825,0.0
"(1135.0, 7884.0)","(1123.0, 7922.0)",39.85,0.0
"(1123.0, 7922.0)","(1135.0, 7884.0)",39.85,0.0
"(421.0, 7839.0)","(461.0, 7837.0)",40.05,0.0
"(4851.0, 2131.0)","(4849.0, 2091.0)",40.05,0.0
"(2961.0, 5303.0)","(2928.0, 5326.0)",40.224,0.0
"(2941.0, 5513.0)","(2922.0, 5549.0)",40.706,0.0
"(2922.0, 5549.0)","(2941.0, 5513.0)",40.706,0.0
"(4020.0, 3380.0)","(3983.0, 3363.0)",40.719,0.0
"(3983.0, 3363.0)","(4020.0, 3380.0)",40.719,0.0
"(1253.0, 7631.0)","(1291.0, 7616.0)",40.853,0.0
"(1291.0, 7616.0)","(1253.0, 7631.0)",40.853,0.0
"(914.0, 9597.0)","(873.0, 9597.0)",41.0,0.0
"(873.0, 9597.0)","(914.0, 9597.0)",41.0,0.0
"(4141.0, 1373.0)","(4142.0, 1414.0)",41.012,0.0
"(4142.0, 1414.0)","(4141.0, 1373.0)",41.012,0.0
"(1091.0, 9887.0)","(1110.0, 9924.0)",41.593,0.0
"(3279.0, 2381.0)","(3242.0, 2400.0)",41.593,0.0
"(2897.0, 4964.0)","(2935.0, 4947.0)",41.629,0.0
"(2935.0, 4947.0)","(2897.0, 4964.0)",41.629,0.0
"(3087.0, 5429.0)","(3047.0, 5441.0)",41.761,0.0
"(3047.0, 5441.0)","(3087.0, 5429.0)",41.761,0.0
"(3706.0, 3903.0)","(3693.0, 3863.0)",42.059,0.0
"(3693.0, 3863.0)","(3706.0, 3903.0)",42.059,0.0
"(2719.0, 5347.0)","(2708.0, 5306.0)",42.45,0.0
"(2708.0, 5306.0)","(2719.0, 5347.0)",42.45,0.0
"(2700.0, 5385.0)","(2719.0, 5347.0)",42.485,0.0
"(3917.0, 3139.0)","(3943.0, 3173.0)",42.802,0.0
"(1947.0, 7255.0)","(1915.0, 7284.0)",43.186,0.0
"(2678.0, 5144.0)","(2697.0, 5183.0)",43.382,0.0
"(2697.0, 5183.0)","(2678.0, 5144.0)",43.382,0.0
"(2853.0, 5332.0)","(2896.0, 5326.0)",43.417,0.0
"(3630.0, 3444.0)","(3588.0, 3456.0)",43.681,0.0
"(3588.0, 3456.0)","(3630.0, 3444.0)",43.681,0.0
"(3919.0, 4172.0)","(3962.0, 4180.0)",43.738,0.0
"(3962.0, 4180.0)","(3919.0, 4172.0)",43.738,0.0
"(4153.0, 1734.0)","(4162.0, 1691.0)",43.932,0.0
"(4162.0, 1691.0)","(4153.0, 1734.0)",43.932,0.0
"(5156.0, 1902.0)","(5183.0, 1937.0)",44.204,0.0
"(5183.0, 1937.0)","(5156.0, 1902.0)",44.204,0.0
"(837.0, 9689.0)","(822.0, 9647.0)",44.598,0.0
"(1869.0, 6897.0)","(1898.0, 6931.0)",44.688,0.0
"(3150.0, 3288.0)","(3105.0, 3287.0)",45.011,0.0
"(3695.0, 3515.0)","(3697.0, 3560.0)",45.044,0.0
"(3100.0, 3436.0)","(3142.0, 3419.0)",45.31,0.0
"(4227.0, 1479.0)","(4238.0, 1435.0)",45.354,0.0
"(4238.0, 1435.0)","(4227.0, 1479.0)",45.354,0.0
"(1824.0, 6317.0)","(1844.0, 6358.0)",45.618,0.0
"(1844.0, 6358.0)","(1824.0, 6317.0)",45.618,0.0
"(2338.0, 5753.0)","(2340.0, 5799.0)",46.043,0.0
"(2340.0, 5799.0)","(2338.0, 5753.0)",46.043,0.0
"(2372.0, 4536.0)","(2401.0, 4573.0)",47.011,0.0
"(2401.0, 4573.0)","(2372.0, 4536.0)",47.011,0.0
"(2084.0, 5763.0)","(2109.0, 5803.0)",47.17,0.0
"(2109.0, 5803.0)","(2084.0, 5763.0)",47.17,0.0
"(2754.0, 4698.0)","(2801.0, 4704.0)",47.381,0.0
"(4297.0, 2227.0)","(4304.0, 2180.0)",47.518,0.0
"(4304.0, 2180.0)","(4297.0, 2227.0)",47.518,0.0
"(3629.0, 4120.0)","(3673.0, 4102.0)",47.539,0.0
"(3673.0, 4102.0)","(3629.0, 4120.0)",47.539,0.0
"(4207.0, 1708.0)","(4162.0, 1691.0)",48.104,0.0
"(1008.0, 8127.0)","(976.0, 8163.0)",48.166,0.0
"(976.0, 8163.0)","(1008.0, 8127.0)",48.166,0.0
"(2093.0, 4968.0)","(2142.0, 4972.0)",49.163,0.0
"(1145.0, 8745.0)","(1194.0, 8741.0)",49.163,0.0
"(2142.0, 4972.0)","(2093.0, 4968.0)",49.163,0.0
"(2791.0, 3692.0)","(2769.0, 3736.0)",49.193,0.0
"(2769.0, 3736.0)","(2791.0, 3692.0)",49.193,0.0
"(4165.0, 1274.0)","(4130.0, 1309.0)",49.497,0.0
"(4130.0, 1309.0)","(4165.0, 1274.0)",49.497,0.0
"(1972.0, 7298.0)","(1947.0, 7255.0)",49.739,0.0
"(3271.0, 4774.0)","(3319.0, 4760.0)",50.0,0.0
"(1268.0, 8728.0)","(1238.0, 8688.0)",50.0,0.0
"(1238.0, 8688.0)","(1268.0, 8728.0)",50.0,0.0
"(992.0, 10058.0)","(970.0, 10013.0)",50.09,0.0
"(4645.0, 2461.0)","(4693.0, 2446.0)",50.289,0.0
"(4693.0, 2446.0)","(4645.0, 2461.0)",50.289,0.0
"(1096.0, 8781.0)","(1121.0, 8825.0)",50.606,0.0
"(3537.0, 5229.0)","(3500.0, 5194.0)",50.931,0.0
"(3500.0, 5194.0)","(3537.0, 5229.0)",50.931,0.0
"(3195.0, 3312.0)","(3150.0, 3288.0)",51.0,0.0
"(3265.0, 4825.0)","(3271.0, 4774.0)",51.352,0.0
"(3040.0, 3997.0)","(3033.0, 3946.0)",51.478,0.0
"(3033.0, 3946.0)","(3040.0, 3997.0)",51.478,0.0
"(3656.0, 3062.0)","(3686.0, 3020.0)",51.614,0.0
"(3686.0, 3020.0)","(3656.0, 3062.0)",51.614,0.0
"(2527.0, 5319.0)","(2541.0, 5369.0)",51.923,0.0
"(2541.0, 5369.0)","(2527.0, 5319.0)",51.923,0.0
"(1583.0, 4923.0)","(1531.0, 4932.0)",52.773,0.0
"(1531.0, 4932.0)","(1583.0, 4923.0)",52.773,0.0
"(3489.0, 2247.0)","(3437.0, 2259.0)",53.367,0.0
"(4964.0, 1806.0)","(4919.0, 1835.0)",53.535,0.0
"(4919.0, 1835.0)","(4964.0, 1806.0)",53.535,0.0
"(3934.0, 3088.0)","(3917.0, 3139.0)",53.759,0.0
"(3526.0, 2286.0)","(3489.0, 2247.0)",53.759,0.0
"(1966.0, 9277.0)","(1956.0, 9330.0)",53.935,0.0
"(1956.0, 9330.0)","(1966.0, 9277.0)",53.935,0.0
"(2659.0, 5283.0)","(2708.0, 5306.0)",54.129,0.0
"(1197.0, 9634.0)","(1174.0, 9683.0)",54.129,0.0
"(1104.0, 9988.0)","(1058.0, 9958.0)",54.918,0.0
"(1058.0, 9958.0)","(1104.0, 9988.0)",54.918,0.0
"(4986.0, 1961.0)","(4987.0, 1906.0)",55.009,0.0
"(4987.0, 1906.0)","(4986.0, 1961.0)",55.009,0.0
"(3918.0, 3772.0)","(3915.0, 3717.0)",55.082,0.0
"(3915.0, 3717.0)","(3918.0, 3772.0)",55.082,0.0
"(1045.0, 10012.0)","(1058.0, 9958.0)",55.543,0.0
"(635.0, 8904.0)","(624.0, 8959.0)",56.089,0.0
"(4967.0, 2274.0)","(5013.0, 2307.0)",56.613,0.0
"(5013.0, 2307.0)","(4967.0, 2274.0)",56.613,0.0
"(365.0, 7850.0)","(421.0, 7839.0)",57.07,0.0
"(4732.0, 2488.0)","(4693.0, 2446.0)",57.315,0.0
"(5129.0, 2354.0)","(5085.0, 2317.0)",57.489,0.0
"(5085.0, 2317.0)","(5129.0, 2354.0)",57.489,0.0
"(2836.0, 4249.0)","(2861.0, 4301.0)",57.697,0.0
"(3411.0, 2420.0)","(3378.0, 2372.0)",58.249,0.0
"(3825.0, 3736.0)","(3837.0, 3793.0)",58.249,0.0
"(3837.0, 3793.0)","(3825.0, 3736.0)",58.249,0.0
"(1125.0, 7981.0)","(1162.0, 8026.0)",58.258,0.0
"(1162.0, 8026.0)","(1125.0, 7981.0)",58.258,0.0
"(2236.0, 4843.0)","(2186.0, 4873.0)",58.31,0.0
"(2186.0, 4873.0)","(2236.0, 4843.0)",58.31,0.0
"(4554.0, 1879.0)","(4508.0, 1915.0)",58.412,0.0
"(4508.0, 1915.0)","(4554.0, 1879.0)",58.412,0.0
"(333.0, 7899.0)","(365.0, 7850.0)",58.523,0.0
"(2698.0, 5585.0)","(2754.0, 5568.0)",58.523,0.0
"(2754.0, 5568.0)","(2698.0, 5585.0)",58.523,0.0
"(3326.0, 3326.0)","(3268.0, 3339.0)",59.439,0.0
"(3268.0, 3339.0)","(3326.0, 3326.0)",59.439,0.0
"(949.0, 9884.0)","(928.0, 9828.0)",59.808,0.0
"(928.0, 9828.0)","(949.0, 9884.0)",59.808,0.0
"(509.0, 7801.0)","(461.0, 7837.0)",60.0,0.0
"(3607.0, 3984.0)","(3548.0, 3973.0)",60.017,0.0
"(3548.0, 3973.0)","(3607.0, 3984.0)",60.017,0.0
"(2978.0, 3639.0)","(2919.0, 3652.0)",60.415,0.0
"(2919.0, 3652.0)","(2978.0, 3639.0)",60.415,0.0
"(2609.0, 5408.0)","(2553.0, 5432.0)",60.926,0.0
"(2553.0, 5432.0)","(2609.0, 5408.0)",60.926,0.0
"(2890.0, 4357.0)","(2948.0, 4376.0)",61.033,0.0
"(2948.0, 4376.0)","(2890.0, 4357.0)",61.033,0.0
"(3380.0, 2802.0)","(3418.0, 2754.0)",61.221,0.0
"(4780.0, 2275.0)","(4731.0, 2312.0)",61.4,0.0
"(4731.0, 2312.0)","(4780.0, 2275.0)",61.4,0.0
"(3886.0, 4607.0)","(3909.0, 4664.0)",61.465,0.0
"(3909.0, 4664.0)","(3886.0, 4607.0)",61.465,0.0
"(4599.0, 1777.0)","(4536.0, 1781.0)",63.127,0.0
"(4536.0, 1781.0)","(4599.0, 1777.0)",63.127,0.0
"(1972.0, 6878.0)","(1936.0, 6930.0)",63.246,0.0
"(3302.0, 3393.0)","(3268.0, 3339.0)",63.812,0.0
"(3231.0, 2578.0)","(3284.0, 2542.0)",64.07,0.0
"(3284.0, 2542.0)","(3231.0, 2578.0)",64.07,0.0
"(3847.0, 5533.0)","(3829.0, 5471.0)",64.56,0.0
"(3829.0, 5471.0)","(3847.0, 5533.0)",64.56,0.0
"(1185.0, 8814.0)","(1121.0, 8825.0)",64.938,0.0
"(3417.0, 3584.0)","(3450.0, 3640.0)",65.0,0.0
"(570.0, 8904.0)","(635.0, 8904.0)",65.0,0.0
"(885.0, 9779.0)","(928.0, 9828.0)",65.192,0.0
"(3105.0, 3565.0)","(3140.0, 3510.0)",65.192,0.0
"(3140.0, 3510.0)","(3105.0, 3565.0)",65.192,0.0
"(3087.0, 4887.0)","(3146.0, 4859.0)",65.307,0.0
"(3898.0, 4110.0)","(3919.0, 4172.0)",65.46,0.0
"(3353.0, 3266.0)","(3326.0, 3326.0)",65.795,0.0
"(3867.0, 3096.0)","(3917.0, 3139.0)",65.947,0.0
"(3730.0, 3622.0)","(3714.0, 3558.0)",65.97,0.0
"(1137.0, 8168.0)","(1071.0, 8165.0)",66.068,0.0
"(1071.0, 8165.0)","(1137.0, 8168.0)",66.068,0.0
"(3899.0, 4483.0)","(3836.0, 4463.0)",66.098,0.0
"(3836.0, 4463.0)","(3899.0, 4483.0)",66.098,0.0
"(1792.0, 7116.0)","(1858.0, 7123.0)",66.37,0.0
"(1858.0, 7123.0)","(1792.0, 7116.0)",66.37,0.0
"(1178.0, 9880.0)","(1131.0, 9927.0)",66.468,0.0
"(1224.0, 9928.0)","(1178.0, 9880.0)",66.483,0.0
"(3035.0, 3422.0)","(3100.0, 3436.0)",66.491,0.0
"(915.0, 8136.0)","(976.0, 8163.0)",66.708,0.0
"(3266.0, 2635.0)","(3231.0, 2578.0)",66.888,0.0
"(3774.0, 4936.0)","(3775.0, 4869.0)",67.007,0.0
"(3775.0, 4869.0)","(3774.0, 4936.0)",67.007,0.0
"(999.0, 8226.0)","(976.0, 8163.0)",67.067,0.0
"(1897.0, 6237.0)","(1944.0, 6285.0)",67.179,0.0
"(3307.0, 3460.0)","(3302.0, 3393.0)",67.186,0.0
"(2733.0, 5240.0)","(2697.0, 5183.0)",67.417,0.0
"(2300.0, 4865.0)","(2236.0, 4843.0)",67.676,0.0
"(1899.0, 6633.0)","(1909.0, 6700.0)",67.742,0.0
"(1909.0, 6700.0)","(1899.0, 6633.0)",67.742,0.0
"(1709.0, 4928.0)","(1698.0, 4861.0)",67.897,0.0
"(1698.0, 4861.0)","(1709.0, 4928.0)",67.897,0.0
"(3240.0, 3637.0)","(3193.0, 3686.0)",67.897,0.0
"(2816.0, 5275.0)","(2853.0, 5332.0)",67.956,0.0
"(1109.0, 8106.0)","(1137.0, 8168.0)",68.029,0.0
"(1122.0, 9013.0)","(1063.0, 8976.0)",69.642,0.0
"(1063.0, 8976.0)","(1122.0, 9013.0)",69.642,0.0
"(2173.0, 5645.0)","(2205.0, 5707.0)",69.771,0.0
"(2205.0, 5707.0)","(2173.0, 5645.0)",69.771,0.0
"(3029.0, 3591.0)","(2978.0, 3639.0)",70.036,0.0
"(4439.0, 1927.0)","(4508.0, 1915.0)",70.036,0.0
"(815.0, 9783.0)","(885.0, 9779.0)",70.114,0.0
"(3880.0, 3310.0)","(3816.0, 3281.0)",70.264,0.0
"(1232.0, 9573.0)","(1197.0, 9634.0)",70.328,0.0
"(3643.0, 2770.0)","(3616.0, 2836.0)",71.309,0.0
"(3616.0, 2836.0)","(3643.0, 2770.0)",71.309,0.0
"(3563.0, 4562.0)","(3589.0, 4629.0)",71.868,0.0
"(3589.0, 4629.0)","(3563.0, 4562.0)",71.868,0.0
"(1100.0, 8231.0)","(1071.0, 8165.0)",72.09,0.0
"(779.0, 8975.0)","(839.0, 9015.0)",72.111,0.0
"(4814.0, 2193.0)","(4851.0, 2131.0)",72.201,0.0
"(3286.0, 2309.0)","(3279.0, 2381.0)",72.339,0.0
"(3110.0, 3673.0)","(3178.0, 3699.0)",72.801,0.0
"(1323.0, 8966.0)","(1288.0, 9030.0)",72.945,0.0
"(2695.0, 4742.0)","(2634.0, 4782.0)",72.945,0.0
"(2634.0, 4782.0)","(2695.0, 4742.0)",72.945,0.0
"(1288.0, 9030.0)","(1323.0, 8966.0)",72.945,0.0
"(1031.0, 8815.0)","(1096.0, 8781.0)",73.355,0.0
"(3249.0, 3564.0)","(3240.0, 3637.0)",73.553,0.0
"(2844.0, 5015.0)","(2897.0, 4964.0)",73.553,0.0
"(4901.0, 2185.0)","(4851.0, 2131.0)",73.593,0.0
"(3407.0, 3216.0)","(3353.0, 3266.0)",73.593,0.0
"(3718.0, 5238.0)","(3772.0, 5288.0)",73.593,0.0
"(1482.0, 8770.0)","(1547.0, 8734.0)",74.303,0.0
"(1547.0, 8734.0)","(1482.0, 8770.0)",74.303,0.0
"(1877.0, 7003.0)","(1898.0, 6931.0)",75.0,0.0
"(3884.0, 5420.0)","(3829.0, 5471.0)",75.007,0.0
"(1842.0, 7448.0)","(1869.0, 7378.0)",75.027,0.0
"(1869.0, 7378.0)","(1842.0, 7448.0)",75.027,0.0
