og_coord,Path
"(3087.0, 3003.0)","[(3087, 3003), (3064.0, 3008.0), (2976.0, 3016.0), (2960.0, 3032.0), (2952.0, 3056.0), (2936.0, 3472.0), (2920.0, 3488.0), (2904.0, 3504.0), (2888.0, 3520.0), (2872.0, 3536.0), (2856.0, 3552.0), (2840.0, 3568.0), (2824.0, 3584.0), (2808.0, 3600.0), (2792.0, 3616.0), (2776.0, 3632.0), (2760.0, 3648.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2980.0, 3401.0)","[(2980, 3401), (2968.0, 3440.0), (2952.0, 3456.0), (2936.0, 3472.0), (2920.0, 3488.0), (2904.0, 3504.0), (2888.0, 3520.0), (2872.0, 3536.0), (2856.0, 3552.0), (2840.0, 3568.0), (2824.0, 3584.0), (2808.0, 3600.0), (2792.0, 3616.0), (2776.0, 3632.0), (2760.0, 3648.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2415.0, 3275.0)","[(2415, 3275), (2408.0, 3376.0), (2424.0, 3392.0), (2440.0, 3408.0), (2480.0, 3400.0), (2512.0, 3384.0), (2560.0, 3368.0), (2576.0, 3352.0), (2592.0, 3336.0), (2624.0, 3336.0), (2656.0, 3352.0), (2672.0, 3368.0), (2680.0, 3392.0), (2696.0, 3408.0), (2712.0, 3424.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2457.0, 3214.0)","[(2457, 3214), (2456.0, 3408.0), (2480.0, 3400.0), (2512.0, 3384.0), (2560.0, 3368.0), (2576.0, 3352.0), (2592.0, 3336.0), (2624.0, 3336.0), (2656.0, 3352.0), (2672.0, 3368.0), (2680.0, 3392.0), (2696.0, 3408.0), (2712.0, 3424.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2883.0, 3535.0)","[(2883, 3535), (2872.0, 3536.0), (2856.0, 3552.0), (2840.0, 3568.0), (2824.0, 3584.0), (2808.0, 3600.0), (2792.0, 3616.0), (2776.0, 3632.0), (2760.0, 3648.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2592.0, 3816.0), (2576.0, 3832.0), (2560.0, 3848.0), (2544.0, 3864.0), (2544, 3872)]"
"(2515.0, 3591.0)","[(2515, 3591), (2688.0, 3576.0), (2720.0, 3576.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2700.0, 3413.0)","[(2700, 3413), (2704.0, 3416.0), (2720.0, 3432.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2954.0, 3200.0)","[(2954, 3200), (2936.0, 3472.0), (2920.0, 3488.0), (2904.0, 3504.0), (2888.0, 3520.0), (2872.0, 3536.0), (2856.0, 3552.0), (2840.0, 3568.0), (2824.0, 3584.0), (2808.0, 3600.0), (2792.0, 3616.0), (2776.0, 3632.0), (2760.0, 3648.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2917.0, 3059.0)","[(2917, 3059), (2904.0, 3504.0), (2888.0, 3520.0), (2872.0, 3536.0), (2856.0, 3552.0), (2840.0, 3568.0), (2824.0, 3584.0), (2808.0, 3600.0), (2792.0, 3616.0), (2776.0, 3632.0), (2760.0, 3648.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2481.0, 2997.0)","[(2481, 2997), (2472.0, 2976.0), (2456.0, 2960.0), (2440.0, 2944.0), (2424.0, 2912.0), (2408.0, 2880.0), (2392.0, 2864.0), (2376.0, 2848.0), (2352.0, 2840.0), (2336.0, 2824.0), (2304.0, 2808.0), (2296.0, 2784.0), (2256.0, 2776.0), (2248.0, 2144.0), (2232.0, 2064.0), (2216.0, 2048.0), (2208, 2032)]"
"(2719.0, 3393.0)","[(2719, 3393), (2712.0, 3424.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2654.0, 3238.0)","[(2654, 3238), (2648.0, 3344.0), (2664.0, 3360.0), (2680.0, 3392.0), (2696.0, 3408.0), (2712.0, 3424.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2720.0, 3790.0)","[(2720, 3790), (2624.0, 3784.0), (2616.0, 3840.0), (2560.0, 3848.0), (2544.0, 3864.0), (2544, 3872)]"
"(2906.0, 3632.0)","[(2906, 3632), (2768.0, 3640.0), (2752.0, 3656.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2616.0, 3840.0), (2560.0, 3848.0), (2544.0, 3864.0), (2544, 3872)]"
"(2731.0, 3437.0)","[(2731, 3437), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2712.0, 2896.0)","[(2712, 2896), (2712.0, 3424.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2943.0, 2972.0)","[(2943, 2972), (2920.0, 3488.0), (2904.0, 3504.0), (2888.0, 3520.0), (2872.0, 3536.0), (2856.0, 3552.0), (2840.0, 3568.0), (2824.0, 3584.0), (2808.0, 3600.0), (2792.0, 3616.0), (2776.0, 3632.0), (2760.0, 3648.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2635.0, 3843.0)","[(2635, 3843), (2560.0, 3848.0), (2544.0, 3864.0), (2544, 3872)]"
"(2289.0, 3090.0)","[(2289, 3090), (2296.0, 3168.0), (2368.0, 3176.0), (2384.0, 3192.0), (2400.0, 3208.0), (2408.0, 3376.0), (2424.0, 3392.0), (2440.0, 3408.0), (2480.0, 3400.0), (2512.0, 3384.0), (2560.0, 3368.0), (2576.0, 3352.0), (2592.0, 3336.0), (2624.0, 3336.0), (2656.0, 3352.0), (2672.0, 3368.0), (2680.0, 3392.0), (2696.0, 3408.0), (2712.0, 3424.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2720.0, 3343.0)","[(2720, 3343), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2689.0, 3740.0)","[(2689, 3740), (2680.0, 3744.0), (2664.0, 3760.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2592.0, 3816.0), (2576.0, 3832.0), (2560.0, 3848.0), (2544.0, 3864.0), (2544, 3872)]"
"(2742.0, 3071.0)","[(2742, 3071), (2744.0, 3584.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2733.0, 3679.0)","[(2733, 3679), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2592.0, 3816.0), (2576.0, 3832.0), (2560.0, 3848.0), (2544.0, 3864.0), (2544, 3872)]"
"(2811.0, 3514.0)","[(2811, 3514), (2792.0, 3616.0), (2776.0, 3632.0), (2760.0, 3648.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2764.0, 3658.0)","[(2764, 3658), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2592.0, 3816.0), (2576.0, 3832.0), (2560.0, 3848.0), (2544.0, 3864.0), (2544, 3872)]"
"(2877.0, 3608.0)","[(2877, 3608), (2800.0, 3608.0), (2784.0, 3624.0), (2768.0, 3640.0), (2752.0, 3656.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2592.0, 3816.0), (2584.0, 3840.0), (2560.0, 3848.0), (2544.0, 3864.0), (2544, 3872)]"
"(2520.0, 3542.0)","[(2520, 3542), (2520.0, 3568.0), (2720.0, 3576.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2942.0, 3208.0)","[(2942, 3208), (2920.0, 3488.0), (2904.0, 3504.0), (2888.0, 3520.0), (2872.0, 3536.0), (2856.0, 3552.0), (2840.0, 3568.0), (2824.0, 3584.0), (2808.0, 3600.0), (2792.0, 3616.0), (2776.0, 3632.0), (2760.0, 3648.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2786.0, 3639.0)","[(2786, 3639), (2768.0, 3640.0), (2752.0, 3656.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2592.0, 3816.0), (2576.0, 3832.0), (2560.0, 3848.0), (2544.0, 3864.0), (2544, 3872)]"
"(2508.0, 3395.0)","[(2508, 3395), (2512.0, 3384.0), (2560.0, 3368.0), (2576.0, 3352.0), (2592.0, 3336.0), (2624.0, 3336.0), (2656.0, 3352.0), (2672.0, 3368.0), (2680.0, 3392.0), (2696.0, 3408.0), (2712.0, 3424.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2620.0, 3221.0)","[(2620, 3221), (2616.0, 3328.0), (2632.0, 3344.0), (2656.0, 3352.0), (2672.0, 3368.0), (2680.0, 3392.0), (2696.0, 3408.0), (2712.0, 3424.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2783.0, 3099.0)","[(2783, 3099), (2760.0, 3648.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(3012.0, 3758.0)","[(3012, 3758), (2976.0, 3736.0), (2960.0, 3720.0), (2952.0, 3696.0), (2928.0, 3688.0), (2912.0, 3672.0), (2896.0, 3656.0), (2752.0, 3656.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2616.0, 3840.0), (2560.0, 3848.0), (2544.0, 3864.0), (2544, 3872)]"
"(2970.0, 3765.0)","[(2970, 3765), (2952.0, 3696.0), (2928.0, 3688.0), (2912.0, 3672.0), (2896.0, 3656.0), (2752.0, 3656.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2616.0, 3840.0), (2560.0, 3848.0), (2544.0, 3864.0), (2544, 3872)]"
"(2977.0, 3746.0)","[(2977, 3746), (2968.0, 3728.0), (2952.0, 3696.0), (2928.0, 3688.0), (2912.0, 3672.0), (2896.0, 3656.0), (2752.0, 3656.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2616.0, 3840.0), (2560.0, 3848.0), (2544.0, 3864.0), (2544, 3872)]"
"(2212.0, 3112.0)","[(2212, 3112), (2216.0, 3200.0), (2240.0, 3208.0), (2288.0, 3208.0), (2304.0, 3192.0), (2312.0, 3168.0), (2368.0, 3176.0), (2384.0, 3192.0), (2400.0, 3208.0), (2408.0, 3376.0), (2424.0, 3392.0), (2440.0, 3408.0), (2480.0, 3400.0), (2512.0, 3384.0), (2560.0, 3368.0), (2576.0, 3352.0), (2592.0, 3336.0), (2624.0, 3336.0), (2656.0, 3352.0), (2672.0, 3368.0), (2680.0, 3392.0), (2696.0, 3408.0), (2712.0, 3424.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2151.0, 3091.0)","[(2151, 3091), (2152.0, 3152.0), (2168.0, 3168.0), (2184.0, 3184.0), (2200.0, 3200.0), (2240.0, 3208.0), (2288.0, 3208.0), (2304.0, 3192.0), (2312.0, 3168.0), (2368.0, 3176.0), (2384.0, 3192.0), (2400.0, 3208.0), (2408.0, 3376.0), (2424.0, 3392.0), (2440.0, 3408.0), (2480.0, 3400.0), (2512.0, 3384.0), (2560.0, 3368.0), (2576.0, 3352.0), (2592.0, 3336.0), (2624.0, 3336.0), (2656.0, 3352.0), (2672.0, 3368.0), (2680.0, 3392.0), (2696.0, 3408.0), (2712.0, 3424.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2399.0, 2973.0)","[(2399, 2973), (2376.0, 2848.0), (2352.0, 2840.0), (2336.0, 2824.0), (2304.0, 2808.0), (2296.0, 2784.0), (2256.0, 2776.0), (2248.0, 2144.0), (2232.0, 2064.0), (2216.0, 2048.0), (2208, 2032)]"
"(2108.0, 2995.0)","[(2108, 2995), (2104.0, 3008.0), (2128.0, 3016.0), (2144.0, 3032.0), (2152.0, 3152.0), (2168.0, 3168.0), (2184.0, 3184.0), (2200.0, 3200.0), (2240.0, 3208.0), (2288.0, 3208.0), (2304.0, 3192.0), (2312.0, 3168.0), (2368.0, 3176.0), (2384.0, 3192.0), (2400.0, 3208.0), (2408.0, 3376.0), (2424.0, 3392.0), (2440.0, 3408.0), (2480.0, 3400.0), (2512.0, 3384.0), (2560.0, 3368.0), (2576.0, 3352.0), (2592.0, 3336.0), (2624.0, 3336.0), (2656.0, 3352.0), (2672.0, 3368.0), (2680.0, 3392.0), (2696.0, 3408.0), (2712.0, 3424.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2184.0, 3018.0)","[(2184, 3018), (2184.0, 3184.0), (2200.0, 3200.0), (2240.0, 3208.0), (2288.0, 3208.0), (2304.0, 3192.0), (2312.0, 3168.0), (2368.0, 3176.0), (2384.0, 3192.0), (2400.0, 3208.0), (2408.0, 3376.0), (2424.0, 3392.0), (2440.0, 3408.0), (2480.0, 3400.0), (2512.0, 3384.0), (2560.0, 3368.0), (2576.0, 3352.0), (2592.0, 3336.0), (2624.0, 3336.0), (2656.0, 3352.0), (2672.0, 3368.0), (2680.0, 3392.0), (2696.0, 3408.0), (2712.0, 3424.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
