og_coord,Path
"(3353.0, 3287.0)","[(3353, 3287), (3352.0, 2944.0), (3368.0, 2928.0), (3384.0, 2912.0), (3392, 2912)]"
"(3902.0, 2843.0)","[(3902, 2843), (3896.0, 2624.0), (3912.0, 2608.0), (3928.0, 2592.0), (3944.0, 2576.0), (3960.0, 2560.0), (3976.0, 2544.0), (3992.0, 2528.0), (4000, 2528)]"
"(3901.0, 2646.0)","[(3901, 2646), (3896.0, 2624.0), (3912.0, 2608.0), (3928.0, 2592.0), (3944.0, 2576.0), (3960.0, 2560.0), (3976.0, 2544.0), (3992.0, 2528.0), (4000, 2528)]"
"(3921.0, 2841.0)","[(3921, 2841), (3928.0, 2592.0), (3944.0, 2576.0), (3960.0, 2560.0), (3976.0, 2544.0), (3992.0, 2528.0), (4000, 2528)]"
"(3926.0, 2824.0)","[(3926, 2824), (3928.0, 2592.0), (3944.0, 2576.0), (3960.0, 2560.0), (3976.0, 2544.0), (3992.0, 2528.0), (4000, 2528)]"
"(3906.0, 2866.0)","[(3906, 2866), (3912.0, 2608.0), (3928.0, 2592.0), (3944.0, 2576.0), (3960.0, 2560.0), (3976.0, 2544.0), (3992.0, 2528.0), (4000, 2528)]"
"(3947.0, 2886.0)","[(3947, 2886), (3944.0, 2576.0), (3960.0, 2560.0), (3976.0, 2544.0), (3992.0, 2528.0), (4000, 2528)]"
"(3859.0, 2699.0)","[(3859, 2699), (3864.0, 2656.0), (3880.0, 2640.0), (3896.0, 2624.0), (3912.0, 2608.0), (3928.0, 2592.0), (3944.0, 2576.0), (3960.0, 2560.0), (3976.0, 2544.0), (3992.0, 2528.0), (4000, 2528)]"
"(2643.0, 2294.0)","[(2643, 2294), (2784.0, 2296.0), (2800.0, 2312.0), (2816.0, 2328.0), (2832.0, 2344.0), (2848.0, 2360.0), (2864.0, 2376.0), (2880.0, 2392.0), (2896.0, 2408.0), (2912.0, 2424.0), (2928.0, 2440.0), (2944.0, 2456.0), (2960.0, 2472.0), (2976.0, 2488.0), (2992.0, 2504.0), (3008.0, 2520.0), (3024.0, 2536.0), (3040.0, 2552.0), (3056.0, 2568.0), (3072.0, 2584.0), (3088.0, 2600.0), (3104.0, 2616.0), (3120.0, 2632.0), (3136.0, 2648.0), (3152.0, 2664.0), (3168.0, 2680.0), (3184.0, 2696.0), (3200.0, 2712.0), (3216.0, 2728.0), (3232.0, 2744.0), (3248.0, 2760.0), (3264.0, 2776.0), (3280.0, 2792.0), (3296.0, 2808.0), (3312.0, 2824.0), (3328.0, 2840.0), (3344.0, 2856.0), (3360.0, 2872.0), (3376.0, 2888.0), (3392.0, 2904.0), (3392, 2912)]"
"(2589.0, 2339.0)","[(2589, 2339), (2832.0, 2344.0), (2848.0, 2360.0), (2864.0, 2376.0), (2880.0, 2392.0), (2896.0, 2408.0), (2912.0, 2424.0), (2928.0, 2440.0), (2944.0, 2456.0), (2960.0, 2472.0), (2976.0, 2488.0), (2992.0, 2504.0), (3008.0, 2520.0), (3024.0, 2536.0), (3040.0, 2552.0), (3056.0, 2568.0), (3072.0, 2584.0), (3088.0, 2600.0), (3104.0, 2616.0), (3120.0, 2632.0), (3136.0, 2648.0), (3152.0, 2664.0), (3168.0, 2680.0), (3184.0, 2696.0), (3200.0, 2712.0), (3216.0, 2728.0), (3232.0, 2744.0), (3248.0, 2760.0), (3264.0, 2776.0), (3280.0, 2792.0), (3296.0, 2808.0), (3312.0, 2824.0), (3328.0, 2840.0), (3344.0, 2856.0), (3360.0, 2872.0), (3376.0, 2888.0), (3392.0, 2904.0), (3392, 2912)]"
"(3031.0, 1949.0)","[(3031, 1949), (3016.0, 2144.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3033.0, 1960.0)","[(3033, 1960), (3016.0, 2144.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3008.0, 1868.0)","[(3008, 1868), (3000.0, 2144.0), (2984.0, 2160.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(2950.0, 1998.0)","[(2950, 1998), (2936.0, 2160.0), (2920.0, 2176.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(2943.0, 2011.0)","[(2943, 2011), (2920.0, 2176.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(2915.0, 1996.0)","[(2915, 1996), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(2857.0, 2065.0)","[(2857, 2065), (2856.0, 2080.0), (2872.0, 2384.0), (2888.0, 2400.0), (2904.0, 2416.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3035.0, 1938.0)","[(3035, 1938), (3016.0, 2144.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(2936.0, 1971.0)","[(2936, 1971), (2920.0, 2176.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(2964.0, 1977.0)","[(2964, 1977), (2952.0, 2160.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3395.0, 2198.0)","[(3395, 2198), (3632.0, 2200.0), (3648.0, 2216.0), (3664.0, 2232.0), (3672.0, 2256.0), (3688.0, 2272.0), (3704.0, 2288.0), (3720.0, 2304.0), (3736.0, 2320.0), (3760.0, 2328.0), (3776.0, 2344.0), (3808.0, 2360.0), (3824.0, 2376.0), (3872.0, 2392.0), (3888.0, 2408.0), (3904.0, 2424.0), (3920.0, 2440.0), (3936.0, 2456.0), (3952.0, 2472.0), (3968.0, 2488.0), (3984.0, 2504.0), (4000.0, 2520.0), (4000, 2528)]"
"(3237.0, 1829.0)","[(3237, 1829), (3224.0, 1952.0), (3200.0, 1960.0), (3168.0, 1976.0), (3152.0, 1992.0), (3136.0, 2008.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3774.0, 2365.0)","[(3774, 2365), (3808.0, 2360.0), (3824.0, 2376.0), (3872.0, 2392.0), (3888.0, 2408.0), (3904.0, 2424.0), (3920.0, 2440.0), (3936.0, 2456.0), (3952.0, 2472.0), (3968.0, 2488.0), (3984.0, 2504.0), (4000.0, 2520.0), (4000, 2528)]"
"(3775.0, 2376.0)","[(3775, 2376), (3824.0, 2376.0), (3872.0, 2392.0), (3888.0, 2408.0), (3904.0, 2424.0), (3920.0, 2440.0), (3936.0, 2456.0), (3952.0, 2472.0), (3968.0, 2488.0), (3984.0, 2504.0), (4000.0, 2520.0), (4000, 2528)]"
"(3314.0, 1904.0)","[(3314, 1904), (3304.0, 1936.0), (3264.0, 1944.0), (3200.0, 1960.0), (3168.0, 1976.0), (3152.0, 1992.0), (3136.0, 2008.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3236.0, 1852.0)","[(3236, 1852), (3224.0, 1952.0), (3200.0, 1960.0), (3168.0, 1976.0), (3152.0, 1992.0), (3136.0, 2008.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3574.0, 2018.0)","[(3574, 2018), (3576.0, 2096.0), (3592.0, 2112.0), (3608.0, 2128.0), (3624.0, 2144.0), (3640.0, 2208.0), (3656.0, 2224.0), (3672.0, 2256.0), (3688.0, 2272.0), (3704.0, 2288.0), (3720.0, 2304.0), (3736.0, 2320.0), (3760.0, 2328.0), (3776.0, 2344.0), (3808.0, 2360.0), (3824.0, 2376.0), (3872.0, 2392.0), (3888.0, 2408.0), (3904.0, 2424.0), (3920.0, 2440.0), (3936.0, 2456.0), (3952.0, 2472.0), (3968.0, 2488.0), (3984.0, 2504.0), (4000.0, 2520.0), (4000, 2528)]"
"(3535.0, 2089.0)","[(3535, 2089), (3568.0, 2088.0), (3584.0, 2104.0), (3600.0, 2120.0), (3616.0, 2136.0), (3632.0, 2152.0), (3640.0, 2208.0), (3656.0, 2224.0), (3672.0, 2256.0), (3688.0, 2272.0), (3704.0, 2288.0), (3720.0, 2304.0), (3736.0, 2320.0), (3760.0, 2328.0), (3776.0, 2344.0), (3808.0, 2360.0), (3824.0, 2376.0), (3872.0, 2392.0), (3888.0, 2408.0), (3904.0, 2424.0), (3920.0, 2440.0), (3936.0, 2456.0), (3952.0, 2472.0), (3968.0, 2488.0), (3984.0, 2504.0), (4000.0, 2520.0), (4000, 2528)]"
"(3362.0, 1894.0)","[(3362, 1894), (3352.0, 1904.0), (3336.0, 1920.0), (3312.0, 1928.0), (3264.0, 1944.0), (3200.0, 1960.0), (3168.0, 1976.0), (3152.0, 1992.0), (3136.0, 2008.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3173.0, 1859.0)","[(3173, 1859), (3160.0, 1984.0), (3144.0, 2000.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3543.0, 2019.0)","[(3543, 2019), (3544.0, 2064.0), (3560.0, 2080.0), (3576.0, 2096.0), (3592.0, 2112.0), (3608.0, 2128.0), (3624.0, 2144.0), (3640.0, 2208.0), (3656.0, 2224.0), (3672.0, 2256.0), (3688.0, 2272.0), (3704.0, 2288.0), (3720.0, 2304.0), (3736.0, 2320.0), (3760.0, 2328.0), (3776.0, 2344.0), (3808.0, 2360.0), (3824.0, 2376.0), (3872.0, 2392.0), (3888.0, 2408.0), (3904.0, 2424.0), (3920.0, 2440.0), (3936.0, 2456.0), (3952.0, 2472.0), (3968.0, 2488.0), (3984.0, 2504.0), (4000.0, 2520.0), (4000, 2528)]"
"(3210.0, 1874.0)","[(3210, 1874), (3192.0, 1968.0), (3168.0, 1976.0), (3152.0, 1992.0), (3136.0, 2008.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3139.0, 1948.0)","[(3139, 1948), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3127.0, 1903.0)","[(3127, 1903), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3146.0, 1972.0)","[(3146, 1972), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
