og_coord,Path
"(1556.0, 3157.0)","[(1556, 3157), (2112.0, 3160.0), (2128.0, 3176.0), (2144.0, 3192.0), (2160.0, 3208.0), (2176.0, 3224.0), (2192.0, 3240.0), (2208.0, 3256.0), (2224.0, 3272.0), (2224, 3280)]"
"(1597.0, 3444.0)","[(1597, 3444), (1576.0, 3456.0), (1536.0, 3464.0), (1504.0, 3480.0), (1488.0, 3496.0), (1472.0, 3512.0), (1464.0, 3584.0), (1448.0, 3600.0), (1376.0, 3608.0), (1312.0, 3624.0), (1296.0, 3640.0), (1280.0, 3656.0), (1264.0, 3672.0), (1248.0, 3688.0), (1232.0, 3704.0), (1216.0, 3720.0), (1216, 3728)]"
"(2627.0, 3306.0)","[(2627, 3306), (2224.0, 3288.0), (2224, 3280)]"
"(2701.0, 3286.0)","[(2701, 3286), (2224, 3280)]"
"(2699.0, 3299.0)","[(2699, 3299), (2224.0, 3288.0), (2224, 3280)]"
"(2992.0, 3087.0)","[(2992, 3087), (2984.0, 3040.0), (2968.0, 3024.0), (2952.0, 3008.0), (2936.0, 2992.0), (2920.0, 2976.0), (2904.0, 2960.0), (2888.0, 2944.0), (2880, 2928)]"
"(2974.0, 3100.0)","[(2974, 3100), (2952.0, 3008.0), (2936.0, 2992.0), (2920.0, 2976.0), (2904.0, 2960.0), (2888.0, 2944.0), (2880, 2928)]"
"(2884.0, 3099.0)","[(2884, 3099), (2880, 2928)]"
"(2940.0, 3054.0)","[(2940, 3054), (2920.0, 2976.0), (2904.0, 2960.0), (2888.0, 2944.0), (2880, 2928)]"
"(2944.0, 3136.0)","[(2944, 3136), (2936.0, 2992.0), (2920.0, 2976.0), (2904.0, 2960.0), (2888.0, 2944.0), (2880, 2928)]"
"(2849.0, 3152.0)","[(2849, 3152), (2856.0, 2944.0), (2872.0, 2928.0), (2880, 2928)]"
"(2920.0, 3100.0)","[(2920, 3100), (2904.0, 2960.0), (2888.0, 2944.0), (2880, 2928)]"
"(2914.0, 3147.0)","[(2914, 3147), (2904.0, 2960.0), (2888.0, 2944.0), (2880, 2928)]"
"(2488.0, 2432.0)","[(2488, 2432), (2488.0, 2528.0), (2504.0, 2544.0), (2520.0, 2560.0), (2536.0, 2576.0), (2552.0, 2592.0), (2568.0, 2608.0), (2584.0, 2624.0), (2600.0, 2640.0), (2616.0, 2656.0), (2632.0, 2672.0), (2648.0, 2688.0), (2664.0, 2704.0), (2680.0, 2720.0), (2696.0, 2736.0), (2712.0, 2752.0), (2728.0, 2768.0), (2744.0, 2784.0), (2760.0, 2800.0), (2776.0, 2816.0), (2792.0, 2832.0), (2808.0, 2848.0), (2824.0, 2864.0), (2840.0, 2880.0), (2856.0, 2896.0), (2872.0, 2912.0), (2880, 2928)]"
"(2539.0, 2440.0)","[(2539, 2440), (2536.0, 2576.0), (2552.0, 2592.0), (2568.0, 2608.0), (2584.0, 2624.0), (2600.0, 2640.0), (2616.0, 2656.0), (2632.0, 2672.0), (2648.0, 2688.0), (2664.0, 2704.0), (2680.0, 2720.0), (2696.0, 2736.0), (2712.0, 2752.0), (2728.0, 2768.0), (2744.0, 2784.0), (2760.0, 2800.0), (2776.0, 2816.0), (2792.0, 2832.0), (2808.0, 2848.0), (2824.0, 2864.0), (2840.0, 2880.0), (2856.0, 2896.0), (2872.0, 2912.0), (2880, 2928)]"
"(2565.0, 2414.0)","[(2565, 2414), (2568.0, 2608.0), (2584.0, 2624.0), (2600.0, 2640.0), (2616.0, 2656.0), (2632.0, 2672.0), (2648.0, 2688.0), (2664.0, 2704.0), (2680.0, 2720.0), (2696.0, 2736.0), (2712.0, 2752.0), (2728.0, 2768.0), (2744.0, 2784.0), (2760.0, 2800.0), (2776.0, 2816.0), (2792.0, 2832.0), (2808.0, 2848.0), (2824.0, 2864.0), (2840.0, 2880.0), (2856.0, 2896.0), (2872.0, 2912.0), (2880, 2928)]"
"(2521.0, 2410.0)","[(2521, 2410), (2520.0, 2560.0), (2536.0, 2576.0), (2552.0, 2592.0), (2568.0, 2608.0), (2584.0, 2624.0), (2600.0, 2640.0), (2616.0, 2656.0), (2632.0, 2672.0), (2648.0, 2688.0), (2664.0, 2704.0), (2680.0, 2720.0), (2696.0, 2736.0), (2712.0, 2752.0), (2728.0, 2768.0), (2744.0, 2784.0), (2760.0, 2800.0), (2776.0, 2816.0), (2792.0, 2832.0), (2808.0, 2848.0), (2824.0, 2864.0), (2840.0, 2880.0), (2856.0, 2896.0), (2872.0, 2912.0), (2880, 2928)]"
"(2496.0, 2467.0)","[(2496, 2467), (2504.0, 2544.0), (2520.0, 2560.0), (2536.0, 2576.0), (2552.0, 2592.0), (2568.0, 2608.0), (2584.0, 2624.0), (2600.0, 2640.0), (2616.0, 2656.0), (2632.0, 2672.0), (2648.0, 2688.0), (2664.0, 2704.0), (2680.0, 2720.0), (2696.0, 2736.0), (2712.0, 2752.0), (2728.0, 2768.0), (2744.0, 2784.0), (2760.0, 2800.0), (2776.0, 2816.0), (2792.0, 2832.0), (2808.0, 2848.0), (2824.0, 2864.0), (2840.0, 2880.0), (2856.0, 2896.0), (2872.0, 2912.0), (2880, 2928)]"
"(3792.0, 2103.0)","[(3792, 2103), (3696.0, 2104.0), (3680.0, 2120.0), (3664.0, 2136.0), (3648.0, 2152.0), (3632.0, 2168.0), (3616.0, 2184.0), (3600.0, 2200.0), (3584.0, 2216.0), (3568.0, 2232.0), (3552.0, 2248.0), (3536.0, 2264.0), (3520.0, 2280.0), (3504.0, 2296.0), (3488.0, 2312.0), (3472.0, 2328.0), (3456.0, 2344.0), (3440.0, 2360.0), (3424.0, 2376.0), (3408.0, 2392.0), (3392.0, 2408.0), (3376.0, 2424.0), (3360.0, 2440.0), (3344.0, 2456.0), (3328.0, 2472.0), (3312.0, 2488.0), (3296.0, 2504.0), (3280.0, 2520.0), (3264.0, 2536.0), (3248.0, 2552.0), (3232.0, 2568.0), (3232, 2576)]"
"(3121.0, 1586.0)","[(3121, 1586), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(2917.0, 1652.0)","[(2917, 1652), (2920.0, 2032.0), (2960.0, 2040.0), (2976.0, 2056.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3041.0, 1908.0)","[(3041, 1908), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3000.0, 1748.0)","[(3000, 1748), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3025.0, 1916.0)","[(3025, 1916), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(2958.0, 1565.0)","[(2958, 1565), (2952.0, 2032.0), (2968.0, 2048.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(2915.0, 1719.0)","[(2915, 1719), (2920.0, 2032.0), (2960.0, 2040.0), (2976.0, 2056.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(2925.0, 1682.0)","[(2925, 1682), (2920.0, 2032.0), (2960.0, 2040.0), (2976.0, 2056.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(2903.0, 1681.0)","[(2903, 1681), (2904.0, 2032.0), (2960.0, 2040.0), (2976.0, 2056.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(2932.0, 1639.0)","[(2932, 1639), (2936.0, 2032.0), (2960.0, 2040.0), (2976.0, 2056.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(2937.0, 1667.0)","[(2937, 1667), (2936.0, 2032.0), (2960.0, 2040.0), (2976.0, 2056.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3113.0, 1898.0)","[(3113, 1898), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3056.0, 1923.0)","[(3056, 1923), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3075.0, 1940.0)","[(3075, 1940), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3003.0, 1399.0)","[(3003, 1399), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3020.0, 1431.0)","[(3020, 1431), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(2973.0, 1568.0)","[(2973, 1568), (2968.0, 2048.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(2912.0, 1701.0)","[(2912, 1701), (2920.0, 2032.0), (2960.0, 2040.0), (2976.0, 2056.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(2916.0, 1629.0)","[(2916, 1629), (2920.0, 2032.0), (2960.0, 2040.0), (2976.0, 2056.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(2953.0, 1584.0)","[(2953, 1584), (2952.0, 2032.0), (2968.0, 2048.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(2966.0, 1620.0)","[(2966, 1620), (2968.0, 2048.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3069.0, 1925.0)","[(3069, 1925), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(2945.0, 1654.0)","[(2945, 1654), (2952.0, 2032.0), (2968.0, 2048.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3114.0, 1838.0)","[(3114, 1838), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3010.0, 1440.0)","[(3010, 1440), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3033.0, 1951.0)","[(3033, 1951), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3087.0, 1418.0)","[(3087, 1418), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3088.0, 1400.0)","[(3088, 1400), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3003.0, 1417.0)","[(3003, 1417), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3338.0, 1943.0)","[(3338, 1943), (3320.0, 2480.0), (3304.0, 2496.0), (3288.0, 2512.0), (3272.0, 2528.0), (3256.0, 2544.0), (3240.0, 2560.0), (3232, 2576)]"
"(3345.0, 1929.0)","[(3345, 1929), (3336.0, 2464.0), (3320.0, 2480.0), (3304.0, 2496.0), (3288.0, 2512.0), (3272.0, 2528.0), (3256.0, 2544.0), (3240.0, 2560.0), (3232, 2576)]"
"(3336.0, 1899.0)","[(3336, 1899), (3320.0, 2480.0), (3304.0, 2496.0), (3288.0, 2512.0), (3272.0, 2528.0), (3256.0, 2544.0), (3240.0, 2560.0), (3232, 2576)]"
"(3321.0, 1879.0)","[(3321, 1879), (3304.0, 2496.0), (3288.0, 2512.0), (3272.0, 2528.0), (3256.0, 2544.0), (3240.0, 2560.0), (3232, 2576)]"
"(3317.0, 1985.0)","[(3317, 1985), (3304.0, 2496.0), (3288.0, 2512.0), (3272.0, 2528.0), (3256.0, 2544.0), (3240.0, 2560.0), (3232, 2576)]"
"(3252.0, 1512.0)","[(3252, 1512), (3240.0, 2560.0), (3232, 2576)]"
"(3307.0, 1883.0)","[(3307, 1883), (3288.0, 2512.0), (3272.0, 2528.0), (3256.0, 2544.0), (3240.0, 2560.0), (3232, 2576)]"
"(3336.0, 1984.0)","[(3336, 1984), (3320.0, 2480.0), (3304.0, 2496.0), (3288.0, 2512.0), (3272.0, 2528.0), (3256.0, 2544.0), (3240.0, 2560.0), (3232, 2576)]"
"(3269.0, 1528.0)","[(3269, 1528), (3256.0, 2544.0), (3240.0, 2560.0), (3232, 2576)]"
"(2632.0, 1961.0)","[(2632, 1961), (2632.0, 1968.0), (2648.0, 1984.0), (2664.0, 2000.0), (2704.0, 2008.0), (2816.0, 2008.0), (2864.0, 2008.0), (2880.0, 2024.0), (2960.0, 2040.0), (2976.0, 2056.0), (2984.0, 2320.0), (3000.0, 2336.0), (3016.0, 2352.0), (3032.0, 2368.0), (3048.0, 2384.0), (3064.0, 2400.0), (3080.0, 2416.0), (3096.0, 2432.0), (3112.0, 2448.0), (3128.0, 2464.0), (3144.0, 2480.0), (3160.0, 2496.0), (3176.0, 2512.0), (3192.0, 2528.0), (3208.0, 2544.0), (3224.0, 2560.0), (3232, 2576)]"
"(3465.0, 1613.0)","[(3465, 1613), (3712.0, 1608.0), (3728.0, 1624.0), (4240.0, 1624.0), (4256.0, 1608.0), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(3451.0, 1556.0)","[(3451, 1556), (3696.0, 1560.0), (3704.0, 1584.0), (3720.0, 1616.0), (3736.0, 1632.0), (4240.0, 1624.0), (4256.0, 1608.0), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(3541.0, 1749.0)","[(3541, 1749), (4128.0, 1736.0), (4144.0, 1720.0), (4160.0, 1704.0), (4176.0, 1688.0), (4192.0, 1672.0), (4208.0, 1656.0), (4224.0, 1640.0), (4240.0, 1624.0), (4256.0, 1608.0), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(3849.0, 1609.0)","[(3849, 1609), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(3935.0, 1430.0)","[(3935, 1430), (4064.0, 1432.0), (4072.0, 1456.0), (4096.0, 1464.0), (4128.0, 1480.0), (4384, 1488)]"
"(3368.0, 1372.0)","[(3368, 1372), (3352.0, 2448.0), (3336.0, 2464.0), (3320.0, 2480.0), (3304.0, 2496.0), (3288.0, 2512.0), (3272.0, 2528.0), (3256.0, 2544.0), (3240.0, 2560.0), (3232, 2576)]"
