og_coord,astar_coord,goldstar_dist,astar_dist,smoothed_dist,dist
"(2950.0, 1998.0)","(3056.0, 3152.0)",1173.3575755071427,1360,1260.6470340501717,1260.647
"(2936.0, 1971.0)","(3056.0, 3152.0)",1190.8988202194173,1360,1269.9916819879631,1269.992
"(2964.0, 1977.0)","(3056.0, 3152.0)",1187.8855163693174,1392,1293.9956947240144,1293.996
"(3033.0, 1960.0)","(3056.0, 3152.0)",1200.4265908417724,1472,1359.9653847338968,1359.965
"(3031.0, 1949.0)","(3056.0, 3152.0)",1216.4209797598855,1488,1375.9525796425908,1375.953
"(3035.0, 1938.0)","(3056.0, 3152.0)",1216.4209797598855,1488,1375.9525796425908,1375.953
"(3146.0, 1972.0)","(3056.0, 3152.0)",1186.6996250104742,1568,1411.7125053220432,1411.713
"(3164.0, 1969.0)","(3056.0, 3152.0)",1187.8855163693174,1584,1413.9963117635234,1413.996
"(3183.0, 1963.0)","(3056.0, 3152.0)",1205.2153334570548,1616,1436.6237287614929,1436.624
"(3139.0, 1948.0)","(3056.0, 3152.0)",1218.6287375570953,1600,1443.6492055596573,1443.649
"(3008.0, 1868.0)","(3056.0, 3152.0)",1296.8885842662044,1552,1443.8379282300373,1443.838
"(3195.0, 1949.0)","(3056.0, 3152.0)",1222.7182831707391,1648,1459.2511457594626,1459.251
"(2927.0, 1782.0)","(3056.0, 3152.0)",1383.514365664484,1536,1461.8736062618025,1461.874
"(3205.0, 1942.0)","(3056.0, 3152.0)",1224.4966312734389,1664,1475.4081359284244,1475.408
"(3127.0, 1903.0)","(3056.0, 3152.0)",1265.6192160361663,1632,1484.9535268432512,1484.954
"(2872.0, 1782.0)","(3056.0, 3152.0)",1389.3307741499143,1584,1494.8010138549437,1494.801
"(2893.0, 1748.0)","(3056.0, 3152.0)",1418.9573637005446,1600,1513.6500673721894,1513.65
"(2861.0, 1754.0)","(3056.0, 3152.0)",1423.2807172163896,1632,1527.0820549432754,1527.082
"(3173.0, 1859.0)","(3056.0, 3152.0)",1300.830503947382,1712,1531.8886400916026,1531.889
"(3210.0, 1874.0)","(3056.0, 3152.0)",1288.074532005039,1728,1538.7560475538212,1538.756
"(2920.0, 1662.0)","(3056.0, 3152.0)",1510.8778904994274,1664,1589.8691422110173,1589.869
"(3236.0, 1852.0)","(3056.0, 3152.0)",1323.7522426798755,1792,1590.4857293444252,1590.486
"(3314.0, 1904.0)","(3056.0, 3152.0)",1273.9858711932404,1808,1592.6488484056986,1592.649
"(3237.0, 1829.0)","(3056.0, 3152.0)",1339.6118840918066,1808,1606.4501348985305,1606.45
"(3362.0, 1894.0)","(3056.0, 3152.0)",1300.0430762094002,1872,1635.282471954024,1635.282
"(172.0, 54.0)","(944.0, 1728.0)",1853.9298800116471,2480,2152.3891415957655,2152.389
