og_coord,closest_coord,dist,avg_dist
"(4746.619, 1018.905)","(4763.527, 1013.218)",17.839,0.0
"(5995.431, 645.549)","(5988.621, 629.061)",17.839,0.0
"(5988.621, 629.061)","(5995.431, 645.549)",17.839,0.0
"(1712.835, 3778.0)","(1704.027, 3762.438)",17.882,0.0
"(3083.426, 2426.82)","(3084.934, 2408.885)",17.998,0.0
"(3003.0, 1399.0)","(3003.0, 1417.0)",18.0,0.0
"(3003.0, 1417.0)","(3003.0, 1399.0)",18.0,0.0
"(3088.733, 1400.811)","(3087.375, 1418.784)",18.024,0.0
"(3087.375, 1418.784)","(3088.733, 1400.811)",18.024,0.0
"(5461.845, 1210.707)","(5479.595, 1214.162)",18.083,0.0
"(5479.595, 1214.162)","(5461.845, 1210.707)",18.083,0.0
"(883.289, 6324.237)","(887.816, 6306.517)",18.289,0.0
"(2925.917, 1682.021)","(2937.208, 1667.547)",18.357,0.0
"(2915.717, 1719.37)","(2912.754, 1701.213)",18.397,0.0
"(2912.754, 1701.213)","(2915.717, 1719.37)",18.397,0.0
"(3025.279, 1916.93)","(3041.625, 1908.05)",18.602,0.0
"(3041.625, 1908.05)","(3025.279, 1916.93)",18.602,0.0
"(1484.312, 3695.26)","(1492.87, 3711.81)",18.632,0.0
"(1492.87, 3711.81)","(1484.312, 3695.26)",18.632,0.0
"(3374.932, 1355.475)","(3368.205, 1372.886)",18.665,0.0
"(3368.205, 1372.886)","(3374.932, 1355.475)",18.665,0.0
"(6166.5, 787.5)","(6183.529, 779.765)",18.703,0.0
"(6183.529, 779.765)","(6166.5, 787.5)",18.703,0.0
"(853.439, 5263.895)","(870.884, 5270.791)",18.759,0.0
"(870.884, 5270.791)","(853.439, 5263.895)",18.759,0.0
"(2916.0, 1629.0)","(2932.0, 1639.0)",18.868,0.0
"(2932.0, 1639.0)","(2916.0, 1629.0)",18.868,0.0
"(4678.342, 999.605)","(4695.984, 1006.355)",18.889,0.0
"(3346.43, 2639.38)","(3350.245, 2657.918)",18.926,0.0
"(2953.0, 1584.127)","(2958.37, 1565.978)",18.927,0.0
"(861.829, 6292.019)","(877.67, 6302.509)",18.999,0.0
"(3317.0, 1985.5)","(3336.113, 1984.648)",19.132,0.0
"(3336.113, 1984.648)","(3317.0, 1985.5)",19.132,0.0
"(1261.875, 3996.344)","(1250.891, 3980.594)",19.202,0.0
"(4789.585, 1025.976)","(4807.273, 1018.273)",19.293,0.0
"(4807.273, 1018.273)","(4789.585, 1025.976)",19.293,0.0
"(2680.583, 2385.75)","(2684.0, 2404.75)",19.305,0.0
"(2684.0, 2404.75)","(2680.583, 2385.75)",19.305,0.0
"(1539.756, 4053.689)","(1545.029, 4035.059)",19.362,0.0
"(1545.029, 4035.059)","(1539.756, 4053.689)",19.362,0.0
"(4703.956, 946.067)","(4685.24, 951.18)",19.402,0.0
"(5004.642, 783.597)","(4985.443, 788.049)",19.708,0.0
"(4985.443, 788.049)","(5004.642, 783.597)",19.708,0.0
"(2117.447, 3045.276)","(2128.733, 3061.44)",19.714,0.0
"(2128.733, 3061.44)","(2117.447, 3045.276)",19.714,0.0
"(4680.225, 1048.875)","(4669.068, 1032.525)",19.794,0.0
"(2917.079, 1652.053)","(2932.0, 1639.0)",19.825,0.0
"(2082.807, 3069.217)","(2102.136, 3073.864)",19.88,0.0
"(4745.672, 999.015)","(4746.619, 1018.905)",19.913,0.0
"(5169.382, 1130.309)","(5149.538, 1132.308)",19.944,0.0
"(5149.538, 1132.308)","(5169.382, 1130.309)",19.944,0.0
"(3989.288, 1789.712)","(3974.0, 1776.881)",19.959,0.0
"(3974.0, 1776.881)","(3989.288, 1789.712)",19.959,0.0
"(5589.125, 1029.266)","(5609.327, 1030.436)",20.236,0.0
"(5609.327, 1030.436)","(5589.125, 1029.266)",20.236,0.0
"(1302.463, 4820.646)","(1290.033, 4836.63)",20.248,0.0
"(1290.033, 4836.63)","(1302.463, 4820.646)",20.248,0.0
"(6146.155, 786.707)","(6166.5, 787.5)",20.36,0.0
"(4984.014, 826.689)","(4968.985, 812.318)",20.794,0.0
"(4968.985, 812.318)","(4984.014, 826.689)",20.794,0.0
"(5251.4, 520.171)","(5253.88, 499.5)",20.819,0.0
"(6015.0, 571.185)","(6035.26, 576.52)",20.951,0.0
"(6035.26, 576.52)","(6015.0, 571.185)",20.951,0.0
"(3356.072, 1346.174)","(3374.932, 1355.475)",21.029,0.0
"(2285.586, 2661.103)","(2264.482, 2661.812)",21.116,0.0
"(2264.482, 2661.812)","(2285.586, 2661.103)",21.116,0.0
"(2903.84, 1681.78)","(2912.754, 1701.213)",21.38,0.0
"(719.943, 5962.043)","(726.752, 5982.339)",21.408,0.0
"(2378.262, 3199.726)","(2376.818, 3178.351)",21.424,0.0
"(2376.818, 3178.351)","(2378.262, 3199.726)",21.424,0.0
"(1267.881, 4870.657)","(1289.054, 4866.87)",21.509,0.0
"(1289.054, 4866.87)","(1267.881, 4870.657)",21.509,0.0
"(1246.436, 4868.327)","(1267.881, 4870.657)",21.571,0.0
"(4786.434, 1004.547)","(4789.585, 1025.976)",21.659,0.0
"(5230.4, 1109.178)","(5244.891, 1092.812)",21.859,0.0
"(5244.891, 1092.812)","(5230.4, 1109.178)",21.859,0.0
"(2108.877, 3099.0)","(2117.426, 3078.83)",21.907,0.0
"(4664.591, 1070.818)","(4671.316, 1091.816)",22.049,0.0
"(2992.0, 3087.0)","(2974.0, 3100.0)",22.204,0.0
"(2974.0, 3100.0)","(2992.0, 3087.0)",22.204,0.0
"(1118.67, 4878.648)","(1138.308, 4889.205)",22.296,0.0
"(1138.308, 4889.205)","(1118.67, 4878.648)",22.296,0.0
"(2133.627, 3094.518)","(2117.426, 3078.83)",22.552,0.0
"(1096.233, 4876.0)","(1118.67, 4878.648)",22.593,0.0
"(3052.0, 2129.0)","(3058.25, 2150.795)",22.673,0.0
"(3058.25, 2150.795)","(3052.0, 2129.0)",22.673,0.0
"(1585.062, 4666.99)","(1603.441, 4653.542)",22.774,0.0
"(1603.441, 4653.542)","(1585.062, 4666.99)",22.774,0.0
"(1003.633, 6192.633)","(1025.716, 6198.593)",22.873,0.0
"(1025.716, 6198.593)","(1003.633, 6192.633)",22.873,0.0
"(3032.618, 2141.309)","(3052.0, 2129.0)",22.96,0.0
"(3935.268, 1430.146)","(3914.763, 1440.671)",23.048,0.0
"(3914.763, 1440.671)","(3935.268, 1430.146)",23.048,0.0
"(5195.289, 466.133)","(5172.061, 467.091)",23.248,0.0
"(5172.061, 467.091)","(5195.289, 466.133)",23.248,0.0
"(3013.107, 2128.464)","(3032.618, 2141.309)",23.36,0.0
"(1269.265, 4825.892)","(1290.033, 4836.63)",23.38,0.0
"(3372.768, 1329.768)","(3356.072, 1346.174)",23.408,0.0
"(1625.98, 4627.842)","(1649.049, 4623.35)",23.502,0.0
"(1649.049, 4623.35)","(1625.98, 4627.842)",23.502,0.0
"(3252.292, 1512.477)","(3269.395, 1528.697)",23.571,0.0
"(3269.395, 1528.697)","(3252.292, 1512.477)",23.571,0.0
"(1485.948, 4981.468)","(1502.291, 4998.506)",23.609,0.0
"(1502.291, 4998.506)","(1485.948, 4981.468)",23.609,0.0
"(3959.44, 1474.667)","(3944.295, 1493.066)",23.831,0.0
"(3944.295, 1493.066)","(3959.44, 1474.667)",23.831,0.0
"(3377.07, 2673.474)","(3353.196, 2671.569)",23.95,0.0
"(5454.045, 1233.552)","(5461.845, 1210.707)",24.14,0.0
"(3336.0, 1899.0)","(3321.638, 1879.534)",24.191,0.0
"(4728.905, 965.905)","(4728.957, 941.681)",24.224,0.0
"(884.674, 5335.82)","(901.728, 5353.099)",24.278,0.0
"(1251.227, 4842.25)","(1269.265, 4825.892)",24.351,0.0
"(1351.34, 4807.309)","(1334.427, 4824.854)",24.37,0.0
"(2385.0, 3430.0)","(2361.0, 3425.0)",24.515,0.0
"(2361.0, 3425.0)","(2385.0, 3430.0)",24.515,0.0
"(1586.37, 4691.507)","(1585.062, 4666.99)",24.552,0.0
"(4770.0, 1077.5)","(4758.091, 1056.0)",24.578,0.0
"(2313.136, 2645.136)","(2311.351, 2669.818)",24.746,0.0
"(2311.351, 2669.818)","(2313.136, 2645.136)",24.746,0.0
"(1511.471, 3817.322)","(1488.89, 3827.671)",24.84,0.0
"(1488.89, 3827.671)","(1511.471, 3817.322)",24.84,0.0
"(3976.5, 1492.75)","(3959.44, 1474.667)",24.86,0.0
"(3399.353, 2655.882)","(3380.057, 2639.547)",25.282,0.0
"(2063.921, 2914.303)","(2084.0, 2898.5)",25.552,0.0
"(4030.357, 1776.857)","(4046.747, 1757.081)",25.685,0.0
"(4046.747, 1757.081)","(4030.357, 1776.857)",25.685,0.0
"(1558.108, 4761.2)","(1533.614, 4769.193)",25.765,0.0
"(1533.614, 4769.193)","(1558.108, 4761.2)",25.765,0.0
"(749.95, 5958.36)","(771.159, 5943.626)",25.825,0.0
"(1461.0, 3706.549)","(1484.312, 3695.26)",25.902,0.0
"(4754.469, 956.429)","(4778.898, 966.776)",26.53,0.0
"(4778.898, 966.776)","(4754.469, 956.429)",26.53,0.0
"(750.714, 6014.672)","(743.119, 5989.0)",26.772,0.0
"(3998.41, 1764.462)","(3989.288, 1789.712)",26.847,0.0
"(3252.0, 2645.0)","(3245.0, 2671.0)",26.926,0.0
"(3245.0, 2671.0)","(3252.0, 2645.0)",26.926,0.0
"(2820.176, 3083.265)","(2803.013, 3104.385)",27.214,0.0
"(3127.57, 2407.221)","(3100.709, 2402.836)",27.217,0.0
"(4130.828, 1610.641)","(4156.5, 1601.5)",27.251,0.0
"(4156.5, 1601.5)","(4130.828, 1610.641)",27.251,0.0
"(3797.611, 1906.306)","(3780.794, 1884.838)",27.271,0.0
"(3780.794, 1884.838)","(3797.611, 1906.306)",27.271,0.0
"(1526.273, 4955.26)","(1520.89, 4928.362)",27.431,0.0
"(5229.5, 536.708)","(5251.4, 520.171)",27.442,0.0
"(5994.048, 588.929)","(6015.0, 571.185)",27.456,0.0
"(3110.074, 2433.882)","(3083.426, 2426.82)",27.568,0.0
"(2596.862, 3289.5)","(2583.441, 3313.662)",27.639,0.0
"(2583.441, 3313.662)","(2596.862, 3289.5)",27.639,0.0
"(1309.09, 4251.09)","(1297.615, 4225.872)",27.706,0.0
"(1297.615, 4225.872)","(1309.09, 4251.09)",27.706,0.0
"(5506.5, 1221.0)","(5479.595, 1214.162)",27.76,0.0
"(2879.277, 3001.149)","(2853.348, 2991.0)",27.844,0.0
"(2853.348, 2991.0)","(2879.277, 3001.149)",27.844,0.0
"(1530.411, 4011.316)","(1545.029, 4035.059)",27.882,0.0
"(731.824, 5797.078)","(758.5, 5787.881)",28.217,0.0
"(758.5, 5787.881)","(731.824, 5797.078)",28.217,0.0
"(4730.065, 1071.032)","(4743.422, 1046.044)",28.334,0.0
"(2157.167, 3061.679)","(2128.733, 3061.44)",28.435,0.0
"(2985.526, 2121.07)","(3013.107, 2128.464)",28.555,0.0
"(2391.697, 3106.224)","(2387.419, 3077.977)",28.569,0.0
"(2387.419, 3077.977)","(2391.697, 3106.224)",28.569,0.0
"(1573.935, 4737.377)","(1558.108, 4761.2)",28.601,0.0
"(863.697, 5208.056)","(847.762, 5231.931)",28.704,0.0
"(885.907, 4776.979)","(894.63, 4749.63)",28.706,0.0
"(894.63, 4749.63)","(885.907, 4776.979)",28.706,0.0
"(1909.5, 2932.0)","(1880.673, 2934.429)",28.929,0.0
"(1547.689, 4917.378)","(1520.89, 4928.362)",28.963,0.0
"(4052.234, 1434.953)","(4023.377, 1432.18)",28.99,0.0
"(6145.016, 841.656)","(6155.217, 868.957)",29.145,0.0
"(6155.217, 868.957)","(6145.016, 841.656)",29.145,0.0
"(471.631, 6466.049)","(492.874, 6486.054)",29.18,0.0
"(492.874, 6486.054)","(471.631, 6466.049)",29.18,0.0
"(4612.232, 1098.012)","(4628.421, 1073.719)",29.193,0.0
"(833.448, 5975.019)","(804.832, 5981.147)",29.265,0.0
"(1027.45, 5456.225)","(1029.067, 5426.966)",29.304,0.0
"(1029.067, 5426.966)","(1027.45, 5456.225)",29.304,0.0
"(4638.559, 1046.186)","(4628.421, 1073.719)",29.34,0.0
"(2849.338, 3087.05)","(2820.176, 3083.265)",29.407,0.0
"(3034.673, 2620.564)","(3056.148, 2600.398)",29.459,0.0
"(3056.148, 2600.398)","(3034.673, 2620.564)",29.459,0.0
"(1648.277, 3814.976)","(1676.0, 3805.0)",29.463,0.0
"(905.576, 4975.864)","(931.043, 4960.745)",29.617,0.0
"(931.043, 4960.745)","(905.576, 4975.864)",29.617,0.0
"(858.184, 4858.632)","(829.207, 4864.902)",29.648,0.0
"(829.207, 4864.902)","(858.184, 4858.632)",29.648,0.0
"(2817.524, 3024.951)","(2791.57, 3010.081)",29.912,0.0
"(2791.57, 3010.081)","(2817.524, 3024.951)",29.912,0.0
"(3272.0, 2684.0)","(3245.0, 2671.0)",29.967,0.0
"(5197.172, 496.094)","(5195.289, 466.133)",30.02,0.0
"(2523.924, 3150.712)","(2551.697, 3139.263)",30.04,0.0
"(2551.697, 3139.263)","(2523.924, 3150.712)",30.04,0.0
"(4847.175, 1040.561)","(4867.4, 1017.75)",30.486,0.0
"(4867.4, 1017.75)","(4847.175, 1040.561)",30.486,0.0
"(1318.535, 4284.141)","(1344.0, 4301.881)",31.035,0.0
"(1344.0, 4301.881)","(1318.535, 4284.141)",31.035,0.0
"(2845.743, 3056.029)","(2849.338, 3087.05)",31.229,0.0
"(3073.113, 2337.403)","(3088.94, 2310.373)",31.323,0.0
"(3088.94, 2310.373)","(3073.113, 2337.403)",31.323,0.0
"(6113.949, 757.282)","(6109.918, 788.656)",31.632,0.0
"(6109.918, 788.656)","(6113.949, 757.282)",31.632,0.0
"(2394.588, 3391.412)","(2417.0, 3414.0)",31.82,0.0
"(2417.0, 3414.0)","(2394.588, 3391.412)",31.82,0.0
"(1639.526, 3229.07)","(1622.727, 3256.17)",31.884,0.0
"(1622.727, 3256.17)","(1639.526, 3229.07)",31.884,0.0
"(5428.531, 1252.704)","(5454.045, 1233.552)",31.902,0.0
"(1465.516, 3738.44)","(1461.0, 3706.549)",32.209,0.0
"(2129.043, 3275.057)","(2150.597, 3251.013)",32.291,0.0
"(2150.597, 3251.013)","(2129.043, 3275.057)",32.291,0.0
"(1511.707, 3850.561)","(1488.89, 3827.671)",32.32,0.0
"(2534.609, 3212.469)","(2552.047, 3185.234)",32.339,0.0
"(2552.047, 3185.234)","(2534.609, 3212.469)",32.339,0.0
"(1235.076, 4898.63)","(1246.436, 4868.327)",32.362,0.0
"(3979.304, 1419.232)","(3984.917, 1451.267)",32.523,0.0
"(3984.917, 1451.267)","(3979.304, 1419.232)",32.523,0.0
"(2944.742, 3136.419)","(2914.069, 3147.562)",32.634,0.0
"(2914.069, 3147.562)","(2944.742, 3136.419)",32.634,0.0
"(4006.095, 1392.703)","(4024.119, 1420.0)",32.711,0.0
"(4775.0, 1110.0)","(4770.0, 1077.5)",32.882,0.0
"(5979.0, 523.5)","(5975.189, 556.566)",33.285,0.0
"(5975.189, 556.566)","(5979.0, 523.5)",33.285,0.0
"(3020.833, 2095.815)","(3013.107, 2128.464)",33.551,0.0
"(2726.065, 3004.913)","(2754.833, 3022.302)",33.615,0.0
"(2754.833, 3022.302)","(2726.065, 3004.913)",33.615,0.0
"(5198.367, 1098.633)","(5230.4, 1109.178)",33.724,0.0
"(5488.611, 1181.611)","(5479.595, 1214.162)",33.777,0.0
"(3471.667, 2576.0)","(3476.0, 2609.881)",34.157,0.0
"(3476.0, 2609.881)","(3471.667, 2576.0)",34.157,0.0
"(4726.184, 1106.684)","(4724.185, 1141.0)",34.374,0.0
"(4724.185, 1141.0)","(4726.184, 1106.684)",34.374,0.0
"(1788.0, 4405.0)","(1813.0, 4429.0)",34.655,0.0
"(1813.0, 4429.0)","(1788.0, 4405.0)",34.655,0.0
"(4639.435, 988.507)","(4662.224, 962.362)",34.683,0.0
"(1537.018, 4998.327)","(1502.291, 4998.506)",34.727,0.0
"(2627.396, 3306.396)","(2596.862, 3289.5)",34.897,0.0
"(3033.529, 1951.129)","(3025.279, 1916.93)",35.18,0.0
"(3763.063, 1915.302)","(3780.794, 1884.838)",35.248,0.0
"(2884.649, 3099.0)","(2920.074, 3100.968)",35.48,0.0
"(2920.074, 3100.968)","(2884.649, 3099.0)",35.48,0.0
"(2496.531, 2467.136)","(2488.432, 2432.568)",35.504,0.0
"(2488.432, 2432.568)","(2496.531, 2467.136)",35.504,0.0
"(2539.921, 2440.053)","(2521.0, 2410.0)",35.513,0.0
"(2521.0, 2410.0)","(2539.921, 2440.053)",35.513,0.0
"(2648.5, 2402.714)","(2684.0, 2404.75)",35.558,0.0
"(3506.878, 2628.024)","(3476.0, 2609.881)",35.814,0.0
"(2565.545, 2414.436)","(2539.921, 2440.053)",36.233,0.0
"(1584.193, 4919.0)","(1547.689, 4917.378)",36.54,0.0
"(1588.0, 4620.0)","(1603.441, 4653.542)",36.925,0.0
"(3811.531, 1863.429)","(3780.794, 1884.838)",37.458,0.0
"(3295.308, 2583.092)","(3302.0, 2620.0)",37.51,0.0
"(3302.0, 2620.0)","(3295.308, 2583.092)",37.51,0.0
"(2506.872, 3187.17)","(2534.609, 3212.469)",37.542,0.0
"(5582.376, 1066.376)","(5589.125, 1029.266)",37.719,0.0
"(3425.452, 2622.849)","(3388.044, 2629.25)",37.952,0.0
"(1750.652, 4359.13)","(1779.84, 4334.416)",38.246,0.0
"(2958.566, 2148.547)","(2985.526, 2121.07)",38.495,0.0
"(2768.0, 2385.5)","(2729.659, 2391.341)",38.783,0.0
"(2729.659, 2391.341)","(2768.0, 2385.5)",38.783,0.0
"(1472.741, 4944.824)","(1485.948, 4981.468)",38.951,0.0
"(1654.0, 4662.0)","(1649.049, 4623.35)",38.966,0.0
"(2966.892, 1620.8)","(2953.0, 1584.127)",39.216,0.0
"(6191.017, 907.069)","(6161.642, 933.321)",39.396,0.0
"(6161.642, 933.321)","(6191.017, 907.069)",39.396,0.0
"(6117.838, 882.912)","(6106.429, 920.673)",39.447,0.0
"(6106.429, 920.673)","(6117.838, 882.912)",39.447,0.0
"(3067.5, 2189.5)","(3058.25, 2150.795)",39.795,0.0
"(4478.815, 1372.519)","(4509.74, 1347.16)",39.993,0.0
"(4509.74, 1347.16)","(4478.815, 1372.519)",39.993,0.0
"(1630.349, 4587.651)","(1649.049, 4623.35)",40.3,0.0
"(1382.098, 4833.978)","(1351.34, 4807.309)",40.71,0.0
"(3425.833, 2581.264)","(3425.452, 2622.849)",41.587,0.0
"(772.541, 5829.5)","(730.758, 5834.615)",42.095,0.0
"(934.267, 5085.656)","(969.15, 5061.29)",42.55,0.0
"(969.15, 5061.29)","(934.267, 5085.656)",42.55,0.0
"(1556.581, 3157.151)","(1591.97, 3180.97)",42.658,0.0
"(1591.97, 3180.97)","(1556.581, 3157.151)",42.658,0.0
"(2913.942, 2722.899)","(2942.022, 2755.202)",42.802,0.0
"(2942.022, 2755.202)","(2913.942, 2722.899)",42.802,0.0
"(1535.415, 4718.679)","(1573.935, 4737.377)",42.818,0.0
"(2035.586, 2946.414)","(2063.921, 2914.303)",42.825,0.0
"(6041.375, 534.078)","(6035.26, 576.52)",42.88,0.0
"(2070.793, 2973.172)","(2035.586, 2946.414)",44.221,0.0
"(1529.01, 4876.553)","(1547.689, 4917.378)",44.895,0.0
"(879.329, 4926.671)","(854.703, 4964.681)",45.29,0.0
"(854.703, 4964.681)","(879.329, 4926.671)",45.29,0.0
"(1419.396, 4807.877)","(1382.098, 4833.978)",45.524,0.0
"(442.117, 6500.733)","(471.631, 6466.049)",45.542,0.0
"(1488.714, 4382.78)","(1492.462, 4428.788)",46.16,0.0
"(1492.462, 4428.788)","(1488.714, 4382.78)",46.16,0.0
