og_coord,closest_coord,dist,avg_dist
"(3758.0, 1900.0)","(3778.0, 1923.0)",30.48,0.0
"(3778.0, 1923.0)","(3758.0, 1900.0)",30.48,0.0
"(2657.0, 1973.0)","(2688.0, 1971.0)",31.064,0.0
"(2688.0, 1971.0)","(2657.0, 1973.0)",31.064,0.0
"(6167.0, 811.0)","(6188.0, 834.0)",31.145,0.0
"(6188.0, 834.0)","(6167.0, 811.0)",31.145,0.0
"(1550.0, 4818.0)","(1519.0, 4822.0)",31.257,0.0
"(3572.0, 2062.0)","(3550.0, 2085.0)",31.828,0.0
"(3550.0, 2085.0)","(3572.0, 2062.0)",31.828,0.0
"(1536.0, 4525.0)","(1560.0, 4504.0)",31.89,0.0
"(2677.0, 2001.0)","(2688.0, 1971.0)",31.953,0.0
"(3650.0, 2204.0)","(3639.0, 2234.0)",31.953,0.0
"(3639.0, 2234.0)","(3650.0, 2204.0)",31.953,0.0
"(1325.0, 3610.0)","(1357.0, 3609.0)",32.016,0.0
"(1357.0, 3609.0)","(1325.0, 3610.0)",32.016,0.0
"(2986.0, 2795.0)","(3018.0, 2797.0)",32.062,0.0
"(2768.0, 1970.0)","(2775.0, 1938.0)",32.757,0.0
"(3956.0, 1772.0)","(3973.0, 1744.0)",32.757,0.0
"(2775.0, 1938.0)","(2768.0, 1970.0)",32.757,0.0
"(3973.0, 1744.0)","(3956.0, 1772.0)",32.757,0.0
"(4667.0, 1180.0)","(4643.0, 1157.0)",33.242,0.0
"(4643.0, 1157.0)","(4667.0, 1180.0)",33.242,0.0
"(2609.0, 2511.0)","(2642.0, 2515.0)",33.242,0.0
"(1716.0, 4312.0)","(1728.0, 4343.0)",33.242,0.0
"(2642.0, 2515.0)","(2609.0, 2511.0)",33.242,0.0
"(1728.0, 4343.0)","(1716.0, 4312.0)",33.242,0.0
"(2431.0, 3170.0)","(2457.0, 3191.0)",33.422,0.0
"(2457.0, 3191.0)","(2431.0, 3170.0)",33.422,0.0
"(1582.0, 4450.0)","(1589.0, 4483.0)",33.734,0.0
"(5551.0, 860.0)","(5565.0, 829.0)",34.015,0.0
"(5565.0, 829.0)","(5551.0, 860.0)",34.015,0.0
"(3209.0, 1762.0)","(3211.0, 1796.0)",34.059,0.0
"(3211.0, 1796.0)","(3209.0, 1762.0)",34.059,0.0
"(1482.0, 3861.0)","(1479.0, 3895.0)",34.132,0.0
"(3212.0, 1728.0)","(3209.0, 1762.0)",34.132,0.0
"(949.0, 5714.0)","(946.0, 5748.0)",34.132,0.0
"(1479.0, 3895.0)","(1482.0, 3861.0)",34.132,0.0
"(1750.0, 4454.0)","(1719.0, 4438.0)",34.886,0.0
"(1719.0, 4438.0)","(1750.0, 4454.0)",34.886,0.0
"(3621.0, 2110.0)","(3593.0, 2131.0)",35.0,0.0
"(3593.0, 2131.0)","(3621.0, 2110.0)",35.0,0.0
"(1081.0, 4079.0)","(1116.0, 4075.0)",35.228,0.0
"(1116.0, 4075.0)","(1081.0, 4079.0)",35.228,0.0
"(1360.0, 4249.0)","(1324.0, 4248.0)",36.014,0.0
"(4111.0, 1502.0)","(4139.0, 1479.0)",36.235,0.0
"(4139.0, 1479.0)","(4111.0, 1502.0)",36.235,0.0
"(979.0, 5774.0)","(992.0, 5740.0)",36.401,0.0
"(3755.0, 2072.0)","(3767.0, 2037.0)",37.0,0.0
"(3767.0, 2037.0)","(3755.0, 2072.0)",37.0,0.0
"(2252.0, 3060.0)","(2253.0, 3097.0)",37.014,0.0
"(2253.0, 3097.0)","(2252.0, 3060.0)",37.014,0.0
"(3989.0, 1690.0)","(4025.0, 1699.0)",37.108,0.0
"(4025.0, 1699.0)","(3989.0, 1690.0)",37.108,0.0
"(5591.0, 601.0)","(5606.0, 635.0)",37.162,0.0
"(5606.0, 635.0)","(5591.0, 601.0)",37.162,0.0
"(1043.0, 5774.0)","(1047.0, 5811.0)",37.216,0.0
"(1047.0, 5811.0)","(1043.0, 5774.0)",37.216,0.0
"(3470.0, 1776.0)","(3439.0, 1798.0)",38.013,0.0
"(3439.0, 1798.0)","(3470.0, 1776.0)",38.013,0.0
"(2228.0, 3023.0)","(2218.0, 2985.0)",39.294,0.0
"(2218.0, 2985.0)","(2228.0, 3023.0)",39.294,0.0
"(1411.0, 4371.0)","(1383.0, 4343.0)",39.598,0.0
"(1383.0, 4343.0)","(1411.0, 4371.0)",39.598,0.0
"(897.0, 5762.0)","(937.0, 5762.0)",40.0,0.0
"(3384.0, 1458.0)","(3362.0, 1424.0)",40.497,0.0
"(3362.0, 1424.0)","(3384.0, 1458.0)",40.497,0.0
"(3257.0, 1365.0)","(3245.0, 1326.0)",40.804,0.0
"(1227.0, 3979.0)","(1251.0, 3946.0)",40.804,0.0
"(1251.0, 3946.0)","(1227.0, 3979.0)",40.804,0.0
"(3245.0, 1326.0)","(3257.0, 1365.0)",40.804,0.0
"(6038.0, 593.0)","(6078.0, 604.0)",41.485,0.0
"(6078.0, 604.0)","(6038.0, 593.0)",41.485,0.0
"(5605.0, 842.0)","(5565.0, 829.0)",42.059,0.0
"(3900.0, 1562.0)","(3890.0, 1603.0)",42.202,0.0
"(3890.0, 1603.0)","(3900.0, 1562.0)",42.202,0.0
"(840.0, 6279.0)","(823.0, 6240.0)",42.544,0.0
"(2071.0, 2786.0)","(2035.0, 2763.0)",42.72,0.0
"(2035.0, 2763.0)","(2071.0, 2786.0)",42.72,0.0
"(5252.0, 561.0)","(5249.0, 604.0)",43.105,0.0
"(1115.0, 5073.0)","(1112.0, 5116.0)",43.105,0.0
"(5249.0, 604.0)","(5252.0, 561.0)",43.105,0.0
"(1112.0, 5116.0)","(1115.0, 5073.0)",43.105,0.0
"(1550.0, 4272.0)","(1536.0, 4231.0)",43.324,0.0
"(1536.0, 4231.0)","(1550.0, 4272.0)",43.324,0.0
"(4711.0, 579.0)","(4747.0, 554.0)",43.829,0.0
"(4747.0, 554.0)","(4711.0, 579.0)",43.829,0.0
"(1060.0, 5315.0)","(1017.0, 5324.0)",43.932,0.0
"(1017.0, 5324.0)","(1060.0, 5315.0)",43.932,0.0
"(2350.0, 2791.0)","(2347.0, 2747.0)",44.102,0.0
"(2347.0, 2747.0)","(2350.0, 2791.0)",44.102,0.0
"(1443.0, 3921.0)","(1479.0, 3895.0)",44.407,0.0
"(2955.0, 2713.0)","(2912.0, 2725.0)",44.643,0.0
"(2912.0, 2725.0)","(2955.0, 2713.0)",44.643,0.0
"(5618.0, 1124.0)","(5610.0, 1168.0)",44.721,0.0
"(5610.0, 1168.0)","(5618.0, 1124.0)",44.721,0.0
"(3467.0, 1467.0)","(3511.0, 1476.0)",44.911,0.0
"(3511.0, 1476.0)","(3467.0, 1467.0)",44.911,0.0
"(4453.0, 1351.0)","(4417.0, 1378.0)",45.0,0.0
"(1595.0, 4267.0)","(1550.0, 4272.0)",45.277,0.0
"(5647.0, 1463.0)","(5689.0, 1480.0)",45.31,0.0
"(1702.0, 4480.0)","(1719.0, 4438.0)",45.31,0.0
"(5689.0, 1480.0)","(5647.0, 1463.0)",45.31,0.0
"(1160.0, 5079.0)","(1115.0, 5073.0)",45.398,0.0
"(5143.0, 1043.0)","(5128.0, 1000.0)",45.541,0.0
"(5128.0, 1000.0)","(5143.0, 1043.0)",45.541,0.0
"(5116.0, 930.0)","(5155.0, 906.0)",45.793,0.0
"(5155.0, 906.0)","(5116.0, 930.0)",45.793,0.0
"(851.0, 5031.0)","(872.0, 5072.0)",46.065,0.0
"(872.0, 5072.0)","(851.0, 5031.0)",46.065,0.0
"(2815.0, 1961.0)","(2775.0, 1938.0)",46.141,0.0
"(5207.0, 624.0)","(5249.0, 604.0)",46.519,0.0
"(2799.0, 1898.0)","(2775.0, 1938.0)",46.648,0.0
"(4793.0, 562.0)","(4747.0, 554.0)",46.69,0.0
"(3165.0, 1788.0)","(3211.0, 1796.0)",46.69,0.0
"(3502.0, 1430.0)","(3511.0, 1476.0)",46.872,0.0
"(1601.0, 3974.0)","(1582.0, 3931.0)",47.011,0.0
"(1075.0, 5619.0)","(1098.0, 5578.0)",47.011,0.0
"(1098.0, 5578.0)","(1075.0, 5619.0)",47.011,0.0
"(1582.0, 3931.0)","(1601.0, 3974.0)",47.011,0.0
"(1084.0, 3940.0)","(1037.0, 3938.0)",47.043,0.0
"(1037.0, 3938.0)","(1084.0, 3940.0)",47.043,0.0
"(2198.0, 3173.0)","(2152.0, 3184.0)",47.297,0.0
"(2152.0, 3184.0)","(2198.0, 3173.0)",47.297,0.0
"(2704.0, 2306.0)","(2711.0, 2353.0)",47.518,0.0
"(717.0, 5810.0)","(764.0, 5803.0)",47.518,0.0
"(764.0, 5803.0)","(717.0, 5810.0)",47.518,0.0
"(2711.0, 2353.0)","(2704.0, 2306.0)",47.518,0.0
"(1212.0, 3914.0)","(1219.0, 3867.0)",47.518,0.0
"(1219.0, 3867.0)","(1212.0, 3914.0)",47.518,0.0
"(3303.0, 1378.0)","(3257.0, 1365.0)",47.802,0.0
"(1894.0, 4059.0)","(1846.0, 4061.0)",48.042,0.0
"(731.0, 5764.0)","(717.0, 5810.0)",48.083,0.0
"(3978.0, 1503.0)","(3942.0, 1535.0)",48.166,0.0
"(5509.0, 734.0)","(5465.0, 754.0)",48.332,0.0
"(5465.0, 754.0)","(5509.0, 734.0)",48.332,0.0
"(3697.0, 1998.0)","(3712.0, 2044.0)",48.384,0.0
"(1402.0, 3627.0)","(1357.0, 3609.0)",48.466,0.0
"(1551.0, 4867.0)","(1550.0, 4818.0)",49.01,0.0
"(1180.0, 5034.0)","(1160.0, 5079.0)",49.244,0.0
"(2818.0, 2890.0)","(2781.0, 2923.0)",49.578,0.0
"(2781.0, 2923.0)","(2818.0, 2890.0)",49.578,0.0
"(3674.0, 1570.0)","(3698.0, 1614.0)",50.12,0.0
"(3698.0, 1614.0)","(3674.0, 1570.0)",50.12,0.0
"(2609.0, 1988.0)","(2657.0, 1973.0)",50.289,0.0
"(3884.0, 1764.0)","(3903.0, 1717.0)",50.695,0.0
"(3903.0, 1717.0)","(3884.0, 1764.0)",50.695,0.0
"(2726.0, 2015.0)","(2677.0, 2001.0)",50.961,0.0
"(5070.0, 1064.0)","(5094.0, 1109.0)",51.0,0.0
"(5094.0, 1109.0)","(5070.0, 1064.0)",51.0,0.0
"(973.0, 5351.0)","(1017.0, 5324.0)",51.624,0.0
"(909.0, 4174.0)","(871.0, 4139.0)",51.662,0.0
"(871.0, 4139.0)","(909.0, 4174.0)",51.662,0.0
"(1851.0, 2921.0)","(1880.0, 2964.0)",51.865,0.0
"(1880.0, 2964.0)","(1851.0, 2921.0)",51.865,0.0
"(2667.0, 1922.0)","(2657.0, 1973.0)",51.971,0.0
"(917.0, 5098.0)","(872.0, 5072.0)",51.971,0.0
"(5925.0, 613.0)","(5898.0, 658.0)",52.479,0.0
"(5898.0, 658.0)","(5925.0, 613.0)",52.479,0.0
"(2927.0, 1946.0)","(2976.0, 1965.0)",52.555,0.0
"(2976.0, 1965.0)","(2927.0, 1946.0)",52.555,0.0
"(2754.0, 2289.0)","(2704.0, 2306.0)",52.811,0.0
"(841.0, 4594.0)","(855.0, 4543.0)",52.887,0.0
"(5810.0, 978.0)","(5858.0, 1001.0)",53.226,0.0
"(5858.0, 1001.0)","(5810.0, 978.0)",53.226,0.0
"(3029.0, 1960.0)","(2976.0, 1965.0)",53.235,0.0
"(3730.0, 1854.0)","(3758.0, 1900.0)",53.852,0.0
"(2199.0, 3227.0)","(2198.0, 3173.0)",54.009,0.0
"(4589.0, 1159.0)","(4643.0, 1157.0)",54.037,0.0
"(4658.0, 1105.0)","(4643.0, 1157.0)",54.12,0.0
"(2304.0, 2607.0)","(2357.0, 2618.0)",54.129,0.0
"(2357.0, 2618.0)","(2304.0, 2607.0)",54.129,0.0
"(963.0, 5826.0)","(979.0, 5774.0)",54.406,0.0
"(963.0, 5520.0)","(913.0, 5498.0)",54.626,0.0
"(1156.0, 3714.0)","(1200.0, 3681.0)",55.0,0.0
"(1200.0, 3681.0)","(1156.0, 3714.0)",55.0,0.0
"(1145.0, 4742.0)","(1200.0, 4740.0)",55.036,0.0
"(1200.0, 4740.0)","(1145.0, 4742.0)",55.036,0.0
"(2366.0, 3368.0)","(2395.0, 3321.0)",55.227,0.0
"(2395.0, 3321.0)","(2366.0, 3368.0)",55.227,0.0
"(4513.0, 1312.0)","(4519.0, 1367.0)",55.326,0.0
"(4888.0, 1097.0)","(4869.0, 1045.0)",55.362,0.0
"(4869.0, 1045.0)","(4888.0, 1097.0)",55.362,0.0
"(4255.0, 1579.0)","(4233.0, 1630.0)",55.543,0.0
"(4233.0, 1630.0)","(4255.0, 1579.0)",55.543,0.0
"(1086.0, 4581.0)","(1031.0, 4589.0)",55.579,0.0
"(1031.0, 4589.0)","(1086.0, 4581.0)",55.579,0.0
"(1098.0, 5274.0)","(1060.0, 5315.0)",55.902,0.0
"(4643.0, 1051.0)","(4658.0, 1105.0)",56.045,0.0
"(3310.0, 1718.0)","(3268.0, 1756.0)",56.639,0.0
"(3268.0, 1756.0)","(3310.0, 1718.0)",56.639,0.0
"(1423.0, 5027.0)","(1426.0, 4970.0)",57.079,0.0
"(1426.0, 4970.0)","(1423.0, 5027.0)",57.079,0.0
"(4564.0, 1285.0)","(4513.0, 1312.0)",57.706,0.0
"(3363.0, 2666.0)","(3310.0, 2643.0)",57.775,0.0
"(3310.0, 2643.0)","(3363.0, 2666.0)",57.775,0.0
"(4820.0, 921.0)","(4862.0, 961.0)",58.0,0.0
"(4862.0, 961.0)","(4820.0, 921.0)",58.0,0.0
"(5332.0, 692.0)","(5308.0, 639.0)",58.181,0.0
"(5308.0, 639.0)","(5332.0, 692.0)",58.181,0.0
"(2827.0, 3089.0)","(2794.0, 3137.0)",58.249,0.0
"(2794.0, 3137.0)","(2827.0, 3089.0)",58.249,0.0
"(4037.0, 1503.0)","(3978.0, 1503.0)",59.0,0.0
"(3016.0, 2082.0)","(2957.0, 2088.0)",59.304,0.0
"(2957.0, 2088.0)","(3016.0, 2082.0)",59.304,0.0
"(5906.0, 501.0)","(5855.0, 534.0)",60.745,0.0
"(5454.0, 814.0)","(5465.0, 754.0)",61.0,0.0
"(5042.0, 1141.0)","(5094.0, 1109.0)",61.057,0.0
"(5181.0, 827.0)","(5206.0, 771.0)",61.327,0.0
"(5206.0, 771.0)","(5181.0, 827.0)",61.327,0.0
"(2769.0, 3069.0)","(2827.0, 3089.0)",61.351,0.0
"(845.0, 4656.0)","(841.0, 4594.0)",62.129,0.0
"(1066.0, 5158.0)","(1112.0, 5116.0)",62.29,0.0
"(1786.0, 4079.0)","(1837.0, 4043.0)",62.426,0.0
"(5596.0, 1427.0)","(5647.0, 1463.0)",62.426,0.0
"(6069.0, 801.0)","(6122.0, 768.0)",62.434,0.0
"(5779.0, 499.0)","(5837.0, 524.0)",63.159,0.0
"(1004.0, 5145.0)","(1066.0, 5158.0)",63.348,0.0
"(1502.0, 3518.0)","(1564.0, 3504.0)",63.561,0.0
"(1382.0, 3823.0)","(1324.0, 3797.0)",63.561,0.0
"(1324.0, 3797.0)","(1382.0, 3823.0)",63.561,0.0
"(1564.0, 3504.0)","(1502.0, 3518.0)",63.561,0.0
"(1632.0, 3617.0)","(1596.0, 3564.0)",64.07,0.0
"(1596.0, 3564.0)","(1632.0, 3617.0)",64.07,0.0
"(4031.0, 1773.0)","(3973.0, 1744.0)",64.846,0.0
"(2471.0, 3256.0)","(2523.0, 3217.0)",65.0,0.0
"(2523.0, 3217.0)","(2471.0, 3256.0)",65.0,0.0
"(1912.0, 3424.0)","(1847.0, 3427.0)",65.069,0.0
"(865.0, 5453.0)","(913.0, 5498.0)",65.795,0.0
"(1068.0, 5708.0)","(1008.0, 5736.0)",66.212,0.0
"(1011.0, 5566.0)","(963.0, 5520.0)",66.483,0.0
"(717.0, 6346.0)","(756.0, 6292.0)",66.611,0.0
"(756.0, 6292.0)","(717.0, 6346.0)",66.611,0.0
"(4114.0, 1569.0)","(4111.0, 1502.0)",67.067,0.0
"(1320.0, 3948.0)","(1376.0, 3910.0)",67.676,0.0
"(1376.0, 3910.0)","(1320.0, 3948.0)",67.676,0.0
"(3991.0, 1622.0)","(3989.0, 1690.0)",68.029,0.0
"(1306.0, 4375.0)","(1238.0, 4368.0)",68.359,0.0
"(1238.0, 4368.0)","(1306.0, 4375.0)",68.359,0.0
"(3530.0, 2008.0)","(3572.0, 2062.0)",68.411,0.0
"(5396.0, 517.0)","(5332.0, 542.0)",68.71,0.0
"(2426.0, 2621.0)","(2357.0, 2618.0)",69.065,0.0
"(3243.0, 2006.0)","(3176.0, 2024.0)",69.376,0.0
"(3176.0, 2024.0)","(3243.0, 2006.0)",69.376,0.0
"(3549.0, 1821.0)","(3618.0, 1811.0)",69.721,0.0
"(2091.0, 2719.0)","(2071.0, 2786.0)",69.921,0.0
"(2758.0, 2854.0)","(2818.0, 2890.0)",69.971,0.0
"(910.0, 4630.0)","(845.0, 4656.0)",70.007,0.0
"(4422.0, 938.0)","(4371.0, 986.0)",70.036,0.0
"(4371.0, 986.0)","(4422.0, 938.0)",70.036,0.0
"(3270.0, 1441.0)","(3303.0, 1378.0)",71.12,0.0
"(1749.0, 3391.0)","(1747.0, 3319.0)",72.028,0.0
"(1747.0, 3319.0)","(1749.0, 3391.0)",72.028,0.0
"(3450.0, 1537.0)","(3467.0, 1467.0)",72.035,0.0
"(960.0, 5040.0)","(917.0, 5098.0)",72.201,0.0
"(1600.0, 4380.0)","(1582.0, 4450.0)",72.277,0.0
"(1680.0, 3369.0)","(1749.0, 3391.0)",72.422,0.0
"(5180.0, 553.0)","(5252.0, 561.0)",72.443,0.0
"(3931.0, 1840.0)","(3956.0, 1772.0)",72.45,0.0
"(2916.0, 2278.0)","(2942.0, 2346.0)",72.801,0.0
"(6005.0, 528.0)","(6038.0, 593.0)",72.897,0.0
"(1559.0, 4034.0)","(1601.0, 3974.0)",73.239,0.0
"(4210.0, 1521.0)","(4255.0, 1579.0)",73.41,0.0
"(4149.0, 1754.0)","(4108.0, 1693.0)",73.498,0.0
"(4108.0, 1693.0)","(4149.0, 1754.0)",73.498,0.0
"(982.0, 5648.0)","(949.0, 5714.0)",73.79,0.0
"(5011.0, 451.0)","(5071.0, 494.0)",73.817,0.0
"(5071.0, 494.0)","(5011.0, 451.0)",73.817,0.0
"(921.0, 4788.0)","(891.0, 4856.0)",74.324,0.0
"(1301.0, 3868.0)","(1324.0, 3797.0)",74.632,0.0
"(1104.0, 4262.0)","(1151.0, 4204.0)",74.653,0.0
"(5298.0, 471.0)","(5323.0, 542.0)",75.273,0.0
"(2946.0, 1873.0)","(2927.0, 1946.0)",75.432,0.0
"(2175.0, 2782.0)","(2249.0, 2765.0)",75.928,0.0
"(3495.0, 1940.0)","(3530.0, 2008.0)",76.479,0.0
"(4372.0, 880.0)","(4422.0, 938.0)",76.577,0.0
"(6074.0, 682.0)","(6125.0, 740.0)",77.233,0.0
"(2824.0, 2322.0)","(2754.0, 2289.0)",77.389,0.0
"(1465.0, 4556.0)","(1536.0, 4525.0)",77.473,0.0
"(3011.0, 1578.0)","(3052.0, 1511.0)",78.549,0.0
"(3052.0, 1511.0)","(3011.0, 1578.0)",78.549,0.0
"(2462.0, 3363.0)","(2395.0, 3321.0)",79.076,0.0
"(4641.0, 1263.0)","(4564.0, 1285.0)",80.081,0.0
"(2604.0, 2917.0)","(2684.0, 2924.0)",80.306,0.0
"(2684.0, 2924.0)","(2604.0, 2917.0)",80.306,0.0
"(3037.0, 2594.0)","(3117.0, 2585.0)",80.505,0.0
"(3117.0, 2585.0)","(3037.0, 2594.0)",80.505,0.0
"(552.0, 6413.0)","(495.0, 6470.0)",80.61,0.0
"(495.0, 6470.0)","(552.0, 6413.0)",80.61,0.0
"(3262.0, 1247.0)","(3245.0, 1326.0)",80.808,0.0
"(978.0, 5440.0)","(963.0, 5520.0)",81.394,0.0
"(886.0, 4957.0)","(851.0, 5031.0)",81.86,0.0
"(1573.0, 3134.0)","(1655.0, 3121.0)",83.024,0.0
"(1655.0, 3121.0)","(1573.0, 3134.0)",83.024,0.0
"(1035.0, 6100.0)","(952.0, 6097.0)",83.054,0.0
"(5403.0, 632.0)","(5485.0, 618.0)",83.187,0.0
"(5485.0, 618.0)","(5403.0, 632.0)",83.187,0.0
"(2548.0, 2980.0)","(2604.0, 2917.0)",84.291,0.0
"(1060.0, 4747.0)","(1145.0, 4742.0)",85.147,0.0
"(852.0, 5835.0)","(897.0, 5762.0)",85.755,0.0
"(1691.0, 3553.0)","(1632.0, 3617.0)",87.046,0.0
"(1594.0, 3697.0)","(1632.0, 3617.0)",88.566,0.0
"(1269.0, 5038.0)","(1180.0, 5034.0)",89.09,0.0
"(3032.0, 2339.0)","(2950.0, 2374.0)",89.157,0.0
"(2512.0, 2595.0)","(2426.0, 2621.0)",89.844,0.0
"(4680.0, 1344.0)","(4641.0, 1263.0)",89.9,0.0
"(1684.0, 3708.0)","(1594.0, 3697.0)",90.67,0.0
"(3274.0, 2228.0)","(3356.0, 2267.0)",90.802,0.0
"(3356.0, 2267.0)","(3274.0, 2228.0)",90.802,0.0
"(1301.0, 4037.0)","(1320.0, 3948.0)",91.005,0.0
"(1748.0, 3996.0)","(1786.0, 4079.0)",91.285,0.0
"(993.0, 6276.0)","(939.0, 6202.0)",91.608,0.0
"(939.0, 6202.0)","(993.0, 6276.0)",91.608,0.0
"(5628.0, 1341.0)","(5596.0, 1427.0)",91.761,0.0
"(920.0, 4060.0)","(871.0, 4139.0)",92.962,0.0
"(4747.0, 1132.0)","(4658.0, 1105.0)",93.005,0.0
"(3051.0, 1664.0)","(3011.0, 1578.0)",94.847,0.0
"(4729.0, 890.0)","(4820.0, 921.0)",96.135,0.0
"(2897.0, 3023.0)","(2827.0, 3089.0)",96.208,0.0
"(1212.0, 4091.0)","(1116.0, 4075.0)",97.324,0.0
"(3212.0, 1913.0)","(3243.0, 2006.0)",98.031,0.0
"(1802.0, 3786.0)","(1735.0, 3859.0)",99.086,0.0
"(1735.0, 3859.0)","(1802.0, 3786.0)",99.086,0.0
"(4663.0, 492.0)","(4711.0, 579.0)",99.363,0.0
"(1102.0, 3842.0)","(1084.0, 3940.0)",99.639,0.0
"(1809.0, 4272.0)","(1716.0, 4312.0)",101.237,0.0
"(4270.0, 972.0)","(4371.0, 986.0)",101.966,0.0
"(2254.0, 2876.0)","(2320.0, 2954.0)",102.176,0.0
"(2320.0, 2954.0)","(2254.0, 2876.0)",102.176,0.0
